z,d,rad,n
campus,2019-06-11,,0
ring,2019-06-11,,0
campus,2019-06-12,,0
ring,2019-06-12,,0
campus,2019-06-13,37.566365253494446,2
ring,2019-06-13,18.649177382689412,89
campus,2019-06-14,40.738121967101364,4
ring,2019-06-14,28.451283832779694,1342
campus,2019-06-15,,0
ring,2019-06-15,,0
campus,2019-06-16,,0
ring,2019-06-16,,0
campus,2019-06-17,,0
ring,2019-06-17,,0
campus,2019-06-18,,0
ring,2019-06-18,,0
campus,2019-06-19,,0
ring,2019-06-19,25.30797775044869,241
campus,2019-06-20,,0
ring,2019-06-20,,0
campus,2019-06-21,32.81696967983956,3
ring,2019-06-21,17.960476068192676,956
campus,2019-06-22,,0
ring,2019-06-22,22.022617294996806,276
campus,2019-06-23,,0
ring,2019-06-23,,0
campus,2019-06-24,,0
ring,2019-06-24,,0
campus,2019-06-25,,0
ring,2019-06-25,9.532806603804877,2
campus,2019-06-26,,0
ring,2019-06-26,12.981937557559075,30
campus,2019-06-27,38.17301155690397,4
ring,2019-06-27,24.008776259212112,1171
campus,2019-06-28,,0
ring,2019-06-28,,0
campus,2019-06-29,,0
ring,2019-06-29,,0
campus,2019-06-30,,0
ring,2019-06-30,,0
campus,2019-07-01,43.41425191472086,4
ring,2019-07-01,24.94800969757308,919
campus,2019-07-02,,0
ring,2019-07-02,,0
campus,2019-07-03,,0
ring,2019-07-03,1.3464899717623162,13
campus,2019-07-04,,0
ring,2019-07-04,,0
campus,2019-07-05,40.310852092517536,4
ring,2019-07-05,26.190998868416987,1414
campus,2019-07-06,,0
ring,2019-07-06,,0
campus,2019-07-07,46.09084305043294,4
ring,2019-07-07,25.572643440224383,1361
campus,2019-07-08,,0
ring,2019-07-08,,0
campus,2019-07-09,,0
ring,2019-07-09,,0
campus,2019-07-10,,0
ring,2019-07-10,3.655887007713318,8
campus,2019-07-11,36.376912624100356,4
ring,2019-07-11,25.20925095279083,1411
campus,2019-07-12,,0
ring,2019-07-12,,0
campus,2019-07-13,,0
ring,2019-07-13,18.03963695359897,20
campus,2019-07-14,42.396261110869226,4
ring,2019-07-14,25.084577067964528,1380
campus,2019-07-15,,0
ring,2019-07-15,39.69090613825155,49
campus,2019-07-16,35.83056133946391,4
ring,2019-07-16,17.223278325512933,442
campus,2019-07-17,31.642006659692573,2
ring,2019-07-17,15.38204880940402,228
campus,2019-07-18,,0
ring,2019-07-18,13.995930949974206,444
campus,2019-07-19,21.76488921835334,4
ring,2019-07-19,16.10433725763763,426
campus,2019-07-20,43.67295468453505,4
ring,2019-07-20,24.060516351489802,1316
campus,2019-07-21,42.345000711520335,4
ring,2019-07-21,24.210636970040067,1382
campus,2019-07-22,53.678853734056055,4
ring,2019-07-22,31.51977128323103,1371
campus,2019-07-23,,0
ring,2019-07-23,,0
campus,2019-07-24,44.348538647073624,4
ring,2019-07-24,23.387754836356926,1378
campus,2019-07-25,,0
ring,2019-07-25,,0
campus,2019-07-26,,0
ring,2019-07-26,,0
campus,2019-07-27,40.14544133493102,4
ring,2019-07-27,22.600274462071464,726
campus,2019-07-28,39.06640262728968,4
ring,2019-07-28,24.64448234062931,1385
campus,2019-07-29,37.67645297895636,4
ring,2019-07-29,22.660457344665065,1433
campus,2019-07-30,,0
ring,2019-07-30,,0
campus,2019-07-31,,0
ring,2019-07-31,,0
campus,2019-08-01,,0
ring,2019-08-01,,0
campus,2019-08-02,43.16092294571957,4
ring,2019-08-02,26.370277755860577,1434
campus,2019-08-03,49.74805138251973,4
ring,2019-08-03,21.210537428932895,1398
campus,2019-08-04,45.07758380547655,4
ring,2019-08-04,20.983610865739124,1379
campus,2019-08-05,38.100767123099224,4
ring,2019-08-05,23.754203032347025,1268
campus,2019-08-06,56.692460224977985,4
ring,2019-08-06,28.40240794643863,1427
campus,2019-08-07,69.84477035221958,4
ring,2019-08-07,35.99376964360365,1325
campus,2019-08-08,,0
ring,2019-08-08,2.386448565817094,29
campus,2019-08-09,,0
ring,2019-08-09,,0
campus,2019-08-10,,0
ring,2019-08-10,,0
campus,2019-08-11,47.95047974534316,4
ring,2019-08-11,26.1079469456135,1296
campus,2019-08-12,30.94578494650008,4
ring,2019-08-12,26.970798332147854,1242
campus,2019-08-13,37.6648215746723,4
ring,2019-08-13,27.463484875777365,1306
campus,2019-08-14,30.02165336108051,4
ring,2019-08-14,21.014329049024436,570
campus,2019-08-15,43.85815444712565,4
ring,2019-08-15,26.928734395789903,1302
campus,2019-08-16,45.77461580739762,4
ring,2019-08-16,28.115752852881535,1258
campus,2019-08-17,,0
ring,2019-08-17,,0
campus,2019-08-18,34.96133853570116,4
ring,2019-08-18,24.45380721253225,1303
campus,2019-08-19,34.770742679320485,4
ring,2019-08-19,25.05974239332866,921
campus,2019-08-20,43.00395789449011,4
ring,2019-08-20,26.694330916801,1273
campus,2019-08-21,35.445918945045385,4
ring,2019-08-21,23.495719291101334,907
campus,2019-08-22,39.073130714482275,4
ring,2019-08-22,26.919757434186646,1172
campus,2019-08-23,,0
ring,2019-08-23,19.50197123365311,304
campus,2019-08-24,35.085718952525745,2
ring,2019-08-24,23.53919312177135,436
campus,2019-08-25,37.1814971175687,4
ring,2019-08-25,21.70257534450333,1248
campus,2019-08-26,,0
ring,2019-08-26,,0
campus,2019-08-27,,0
ring,2019-08-27,,0
campus,2019-08-28,,0
ring,2019-08-28,,0
campus,2019-08-29,36.70784376407492,4
