ym,campus,ring,n_days,diff
2019-01,6.54973053143305,1.583154877511057,25,4.966575653921993
2019-02,11.553973106496475,2.379807276321788,22,9.174165830174687
2019-03,5.287684169175183,1.5296069916382984,26,3.7580771775368844
2019-04,5.936869743246311,1.4880203771354137,21,4.448849366110897
2019-05,5.979843901507294,1.5819377221916824,19,4.397906179315612
2019-06,6.159207057189131,1.5085315829689034,14,4.650675474220227
2019-07,7.212853208303811,1.453684834927657,18,5.759168373376154
2019-08,6.770328939589728,1.404777864822411,24,5.365551074767317
2019-09,7.671768285456826,1.8379941401171784,20,5.833774145339648
2019-10,7.698935389060394,2.0290907965825955,23,5.669844592477799
2019-11,8.814950160384177,1.7924719999383318,23,7.022478160445845
2020-02,4.829255167978356,1.5431577447375524,18,3.286097423240804
2020-03,4.383094285638894,1.255574606913782,24,3.1275196787251116
2020-04,5.877951013207014,1.4263030864426782,28,4.451647926764336
2020-05,6.620594833625558,1.2748549675694587,20,5.345739866056099
2020-06,9.398103452795018,1.3542949091347627,10,8.043808543660255
2020-07,8.082404102777181,1.4449905015585105,17,6.63741360121867
2020-08,7.432848625755431,1.3188022571499656,18,6.114046368605466
2020-09,7.114183958580176,1.6219520860833174,23,5.492231872496858
2020-10,8.053380310825844,1.8399283965853264,26,6.213451914240517
2020-11,9.066580961819959,2.569953307657364,24,6.4966276541625945
2020-12,7.484142150861378,1.9926780781282236,29,5.491464072733154
2021-01,5.678539678577115,1.8310354270471119,27,3.8475042515300033
2021-02,7.04413490223534,2.1444970449721588,21,4.899637857263182
2021-03,5.4630511921293605,1.7357270752925649,23,3.7273241168367957
2021-04,5.333528078140832,1.874569304352446,22,3.458958773788386
2021-05,6.534116911752781,2.1258795048297188,21,4.408237406923062
2021-06,4.399508969120777,2.047971767569908,13,2.3515372015508693
2021-07,4.855518573852677,2.2106488003958553,20,2.644869773456822
2021-08,4.347563309258021,1.9259797911384442,22,2.4215835181195766
2021-09,3.1424026225770216,1.7788998456361016,15,1.36350277694092
2021-10,3.507320565083831,1.699773095809586,19,1.8075474692742448
2021-11,5.192769200742483,2.126151396900341,23,3.066617803842142
2021-12,4.38000499950693,1.95496275298977,28,2.42504224651716
2022-01,4.597089412072126,1.9964892864904487,27,2.6006001255816775
2022-02,15.933499658668744,3.115644607518875,23,12.81785505114987
2022-03,5.931854454734746,1.9862921094156294,21,3.945562345319117
2022-04,5.6206254164126985,2.2232954558744096,22,3.397329960538289
2022-05,5.862310774653286,1.9210829232585476,18,3.9412278513947387
2022-06,5.7934191283708465,1.630036100022823,17,4.163383028348024
2022-07,5.687719975018763,2.0458981660438758,12,3.6418218089748873
2022-08,7.417992793496918,1.4380427513724323,11,5.979950042124486
2022-09,9.615715682226071,1.7934508574457122,27,7.822264824780358
2022-10,10.73385451475368,1.9460518958310975,24,8.787802618922584
2022-11,9.64388184205216,2.05099481803347,24,7.59288702401869
2022-12,10.407115980786921,1.9275705249749082,28,8.479545455812012
2023-01,11.397958575715212,2.6776581620095588,26,8.720300413705653
2023-02,9.185980386665705,2.3123489585790127,18,6.873631428086692
2023-03,8.211654279940223,1.9508312728875523,26,6.260823007052671
2023-04,8.81948580151095,1.9733837655885331,18,6.846102035922417
2023-05,11.292646586247503,2.054834687787775,18,9.237811898459729
2023-06,14.00952618894443,2.0675047751431523,23,11.942021413801276
2023-07,10.570926185593805,1.9140266082824886,16,8.656899577311316
2023-08,10.95164242765361,2.152030611815909,21,8.7996118158377
2023-09,11.451062573162778,2.3186537745605804,19,9.132408798602198
2023-10,13.235088915221498,2.9677834197863326,26,10.267305495435165
2023-11,13.48268367049765,2.821322574888253,24,10.661361095609397
2023-12,13.368956144082834,2.843353636252565,8,10.525602507830268
2024-01,3.34939968585968,3.305434131019127,6,0.04396555484055309
2024-02,14.60676704552499,4.680164549510126,13,9.926602496014864
2024-03,11.349068540194455,2.20349112671769,23,9.145577413476765
2024-04,11.613730303677205,2.1616666598993564,16,9.452063643777848
2024-05,9.796663230947857,2.0080269820195715,21,7.788636248928285
2024-06,10.41088816119522,1.601252571456872,14,8.809635589738349
2024-07,11.037403479222935,1.6530455433934403,11,9.384357935829494
2024-08,10.86652354534754,2.6145689543754065,21,8.251954590972133
2024-09,13.25780674079859,2.5760269052303393,9,10.68177983556825
2024-10,15.025723405655697,2.51041180653866,17,12.515311599117037
2024-11,23.412530488406908,3.165460925870541,17,20.247069562536367
2024-12,21.672967691773522,4.270935596271664,26,17.40203209550186
2025-01,17.657933473753356,3.7204577906181875,25,13.937475683135169
2025-02,21.725323235818262,4.440454835301601,25,17.28486840051666
2025-03,15.505300778979564,2.8073357601932596,24,12.697965018786304
2025-04,14.908418337737814,2.5762741934489277,23,12.332144144288886
2025-05,15.903304442256006,2.775387697995042,16,13.127916744260965
2025-06,19.703744617644546,3.150149815474281,18,16.553594802170267
2025-07,17.581835612285957,2.405995316003027,11,15.17584029628293
2025-08,17.0506948403248,2.393940616354326,16,14.656754223970475
2025-09,19.962280191533708,2.2577590935979375,19,17.70452109793577
2025-10,17.315099090513066,2.991163020159381,18,14.323936070353685
2025-11,20.609570367552564,3.1684473139533686,22,17.441123053599195
2025-12,20.053094027584187,2.579597450421239,11,17.473496577162948
2026-01,18.759511493920563,4.505153553255637,24,14.254357940664926
2026-02,18.190143451676427,4.1992332350107615,24,13.990910216665664
2026-03,16.89153768657597,2.975017834727403,23,13.916519851848566
2026-04,18.460131802475054,2.7384116425204255,16,15.721720159954629
2026-05,14.727299336973578,2.7001863765263963,15,12.027112960447182
2026-06,20.921664673595416,2.9804690933931965,12,17.94119558020222
2026-07,18.10684549317789,2.9097507443915447,14,15.197094748786345
2026-08,17.775814836901255,2.6344215586106494,16,15.141393278290606
