ym,campus,ring,n_days,diff
2019-01,73.89601033324496,14.894842894107072,5.0,59.00116743913789
2019-02,56.85948242956988,7.411463563578774,5.0,49.4480188659911
2019-03,41.98009535678861,8.84320536043138,15.0,33.136889996357226
2019-04,43.80209388874043,8.135587662859141,10.0,35.66650622588129
2019-05,38.08742633111805,7.759356170251712,16.0,30.32807016086634
2019-06,40.41692584180511,7.031711287148194,11.0,33.38521455465692
2019-07,36.77050530979398,7.556588573335874,21.0,29.21391673645811
2019-08,32.023533270636634,7.5745475798593365,21.0,24.4489856907773
2019-09,49.78213710680038,7.513360967346426,24.0,42.26877613945395
2019-10,48.233156081299796,7.412126123193614,20.0,40.82102995810618
2019-11,38.08303957973905,7.817125532335045,11.0,30.265914047404006
2019-12,49.69632778855944,8.403254933642646,11.0,41.29307285491679
2020-01,71.2515301771867,4.877615507734003,9.0,66.37391466945269
2020-02,51.44721101733701,9.922572574845596,12.0,41.524638442491415
2020-03,64.6463370820452,8.368913851193506,8.0,56.2774232308517
2020-04,62.72223001665669,8.560464637070549,11.0,54.16176537958614
2020-05,60.81635658808683,8.179910359065586,12.0,52.636446229021246
2020-06,58.21549314531108,7.458796620605937,17.0,50.75669652470514
2020-07,63.184272226111396,8.36108549431222,22.0,54.823186731799176
2020-08,54.401486674264035,7.888937743064329,21.0,46.5125489311997
2020-09,59.72293956063404,8.249366041063112,23.0,51.47357351957093
2020-10,64.62189437680561,7.948704872813398,16.0,56.67318950399222
2020-11,70.51243601212096,8.532682931713031,18.0,61.979753080407924
2020-12,51.782777080585596,11.778385647158187,7.0,40.00439143342741
2021-01,54.617584843823735,11.29068400653239,11.0,43.32690083729135
2021-03,80.28729238025481,8.940658000901621,23.0,71.34663437935319
2021-04,81.2505712076352,9.284317666897584,18.0,71.96625354073763
2021-05,80.39031097720262,8.71625895528738,16.0,71.67405202191523
2021-06,87.89012784233235,7.734499666926919,15.0,80.15562817540543
2021-07,61.81360278855324,8.546986282698143,18.0,53.2666165058551
2021-08,65.45267831820397,8.408336674363545,18.0,57.04434164384042
2021-09,72.18933143700683,9.391552914450116,19.0,62.79777852255671
2021-10,69.82176286599037,8.37317158973742,11.0,61.44859127625294
2021-11,60.4821871736559,8.773108834133186,17.0,51.70907833952272
2021-12,78.52465152740477,9.701172831051075,13.0,68.8234786963537
2022-01,111.3839461610876,14.132328671925137,12.0,97.25161748916246
2022-02,81.24855586067562,11.138280690769134,5.0,70.11027516990649
2022-03,81.02287723334496,9.33982880986143,10.0,71.68304842348353
2022-04,79.31989115032785,8.759435700001859,16.0,70.56045545032599
2022-05,70.31274555426472,8.748215121376065,14.0,61.56453043288866
2022-06,88.44144241243774,8.586808650258787,16.0,79.85463376217895
2022-07,69.05299200075427,8.568734098329813,10.0,60.48425790242446
