lat,lon,n_px,area_km2,early,late,diff,sum_diff,tile
37.1176,111.7991,9,2.25,6.8,25.9,19.1,172.0,36.0_110.0
38.1148,114.4573,6,1.5,9.0,37.6,28.6,172.0,38.0_114.0
32.0085,118.6248,6,1.5,9.6,38.4,28.7,172.0,32.0_118.0
35.5654,106.63,4,1.0,11.5,54.3,42.7,171.0,34.0_106.0
36.0814,119.9363,8,2.0,4.7,26.1,21.4,171.0,36.0_118.0
31.7225,120.9574,6,1.5,11.5,40.0,28.5,171.0,30.0_120.0
31.3795,119.3147,5,1.25,8.3,42.6,34.3,171.0,30.0_118.0
37.4916,104.6326,5,1.25,0.3,34.4,34.1,171.0,36.0_104.0
29.3816,104.8496,10,2.5,3.0,20.1,17.0,170.0,28.0_104.0
29.553,104.7199,13,3.25,1.3,14.4,13.1,170.0,28.0_104.0
31.9755,119.6736,4,1.0,2.8,45.3,42.5,170.0,30.0_118.0
34.4567,113.004,10,2.5,4.8,21.8,17.0,170.0,34.0_112.0
31.3826,120.4237,6,1.5,8.2,36.5,28.3,170.0,30.0_120.0
31.8385,120.4034,5,1.25,12.4,46.4,34.1,170.0,30.0_120.0
29.1765,105.8672,3,0.75,0.8,57.4,56.6,170.0,28.0_104.0
37.0435,121.6072,6,1.5,4.5,32.8,28.4,170.0,36.0_120.0
38.0363,109.4049,7,1.75,2.9,27.0,24.2,169.0,38.0_108.0
34.545,108.9737,7,1.75,6.0,30.2,24.2,169.0,34.0_108.0
25.3918,111.7187,7,1.75,0.3,24.4,24.2,169.0,24.0_110.0
36.2335,120.2126,4,1.0,13.4,55.7,42.4,169.0,36.0_120.0
38.3628,108.9469,9,2.25,1.3,20.0,18.7,168.0,38.0_108.0
30.7047,113.8492,9,2.25,1.9,20.6,18.7,168.0,30.0_112.0
36.274,117.5932,6,1.5,8.8,36.8,28.0,168.0,36.0_116.0
27.6669,118.0054,9,2.25,3.3,22.0,18.6,168.0,26.0_118.0
39.6831,118.2789,2,0.5,5.7,89.7,84.1,168.0,38.0_118.0
27.9017,121.1243,4,1.0,8.7,50.7,42.0,168.0,26.0_120.0
30.7452,122.4349,7,1.75,3.2,27.2,24.0,168.0,30.0_122.0
30.5794,104.084,3,0.75,22.6,78.7,56.1,168.0,30.0_104.0
31.8677,120.2889,6,1.5,9.0,37.1,28.1,168.0,30.0_120.0
29.5818,106.339,7,1.75,7.5,31.5,24.1,168.0,28.0_106.0
38.236,106.5544,3,0.75,23.3,79.3,56.0,168.0,38.0_106.0
36.7429,112.6972,10,2.5,2.6,19.2,16.7,167.0,36.0_112.0
30.1787,112.2753,11,2.75,0.9,16.1,15.2,167.0,30.0_112.0
28.1788,112.8082,5,1.25,10.3,43.7,33.4,167.0,28.0_112.0
31.7352,119.9139,5,1.25,12.8,46.2,33.4,167.0,30.0_118.0
28.5669,115.7605,10,2.5,5.8,22.4,16.7,167.0,28.0_114.0
31.2403,113.9931,5,1.25,10.6,43.8,33.2,166.0,30.0_112.0
34.8238,111.1834,8,2.0,6.2,26.9,20.8,166.0,34.0_110.0
34.2887,120.262,4,1.0,14.9,56.5,41.6,166.0,34.0_120.0
39.3727,112.4498,5,1.25,11.3,44.6,33.3,166.0,38.0_112.0
31.8211,117.0145,8,2.0,4.7,25.5,20.8,166.0,30.0_116.0
35.6631,108.9117,4,1.0,11.8,53.4,41.6,166.0,34.0_108.0
37.5657,105.6922,10,2.5,3.6,20.1,16.5,165.0,36.0_104.0
34.8591,118.106,4,1.0,9.8,51.1,41.3,165.0,34.0_118.0
33.787,119.1525,10,2.5,3.0,19.5,16.5,165.0,32.0_118.0
31.1946,118.3895,8,2.0,4.9,25.5,20.6,165.0,30.0_118.0
30.8477,111.8775,5,1.25,0.5,33.5,33.0,165.0,30.0_110.0
28.0008,121.0785,7,1.75,3.2,26.7,23.5,165.0,26.0_120.0
36.7773,117.054,7,1.75,5.8,29.2,23.4,164.0,36.0_116.0
28.9298,117.6088,10,2.5,3.1,19.5,16.4,164.0,28.0_116.0
36.5109,103.9418,4,1.0,4.7,45.8,41.0,164.0,36.0_102.0
32.0047,120.9806,2,0.5,19.0,100.8,81.8,164.0,32.0_120.0
34.4185,113.8722,10,2.5,5.7,22.1,16.3,163.0,34.0_112.0
36.1999,120.4214,3,0.75,20.1,74.5,54.4,163.0,36.0_120.0
33.7179,105.6768,7,1.75,2.9,26.2,23.3,163.0,32.0_104.0
34.0511,108.6589,5,1.25,7.8,40.4,32.6,163.0,34.0_108.0
36.7254,117.0348,3,0.75,19.6,74.1,54.5,163.0,36.0_116.0
30.7815,120.6475,3,0.75,14.9,69.1,54.2,163.0,30.0_120.0
34.8629,114.1223,12,3.0,1.9,15.4,13.5,162.0,34.0_114.0
32.8761,120.3624,7,1.75,7.5,30.6,23.1,162.0,32.0_120.0
28.8242,104.916,10,2.5,3.9,20.0,16.1,161.0,28.0_104.0
37.6107,110.0294,9,2.25,3.8,21.7,17.8,161.0,36.0_110.0
39.9895,112.4476,7,1.75,7.8,30.7,22.9,161.0,38.0_112.0
30.4961,103.9238,8,2.0,7.3,27.4,20.1,161.0,30.0_102.0
28.0081,121.0781,5,1.25,3.0,35.3,32.3,161.0,28.0_120.0
34.2842,117.3733,8,2.0,5.3,25.4,20.1,161.0,34.0_116.0
31.419,112.3096,5,1.25,9.7,41.6,32.0,160.0,30.0_112.0
26.1432,119.6073,4,1.0,12.7,52.6,39.9,160.0,26.0_118.0
29.8695,115.5346,8,2.0,6.2,26.2,19.9,160.0,28.0_114.0
31.6185,120.116,9,2.25,5.5,23.2,17.7,160.0,30.0_120.0
33.5566,114.8182,4,1.0,12.9,53.0,40.1,160.0,32.0_114.0
28.6001,121.322,4,1.0,12.3,52.2,39.9,160.0,28.0_120.0
32.1204,121.4455,4,1.0,8.7,48.5,39.7,159.0,32.0_120.0
37.9911,114.6246,5,1.25,10.7,42.4,31.8,159.0,36.0_114.0
32.9805,112.5769,4,1.0,14.8,54.5,39.6,159.0,32.0_112.0
39.061,109.3879,6,1.5,6.6,33.0,26.3,158.0,38.0_108.0
36.5727,114.5217,6,1.5,10.1,36.5,26.3,158.0,36.0_114.0
34.8412,104.4696,8,2.0,7.1,26.8,19.8,158.0,34.0_104.0
36.8511,117.1164,6,1.5,10.9,37.2,26.3,158.0,36.0_116.0
30.6952,108.3206,9,2.25,1.7,19.1,17.4,157.0,30.0_108.0
32.7362,108.9525,7,1.75,6.0,28.5,22.5,157.0,32.0_108.0
30.2321,108.0481,9,2.25,3.4,20.9,17.5,157.0,30.0_108.0
30.6408,104.7877,3,0.75,0.7,52.9,52.2,157.0,30.0_104.0
36.5165,102.8863,6,1.5,1.4,27.5,26.2,157.0,36.0_102.0
31.611,113.8068,6,1.5,5.5,31.7,26.2,157.0,30.0_112.0
39.0475,109.4979,3,0.75,12.7,64.6,52.0,156.0,38.0_108.0
29.9142,121.484,7,1.75,7.9,30.2,22.3,156.0,28.0_120.0
29.7302,120.2624,5,1.25,10.3,41.5,31.1,156.0,28.0_120.0
28.279,117.8679,4,1.0,0.5,39.2,38.7,155.0,28.0_116.0
33.0093,118.5649,3,0.75,11.2,63.1,51.8,155.0,32.0_118.0
33.163,120.3653,8,2.0,2.9,22.4,19.4,155.0,32.0_120.0
36.1352,113.1082,5,1.25,9.9,40.9,31.0,155.0,36.0_112.0
38.1762,110.1963,2,0.5,0.4,78.0,77.7,155.0,38.0_110.0
33.8047,115.7726,4,1.0,13.3,51.8,38.5,154.0,32.0_114.0
35.5211,119.6124,8,2.0,2.2,21.5,19.3,154.0,34.0_118.0
24.776,102.5656,10,2.5,3.9,19.3,15.4,154.0,24.0_102.0
30.0676,103.9283,7,1.75,3.5,25.4,21.9,153.0,30.0_102.0
29.1799,120.1764,11,2.75,2.5,16.4,13.9,153.0,28.0_120.0
40.4455,113.1254,8,2.0,5.8,24.9,19.1,153.0,40.0_112.0
39.404,116.4892,11,2.75,2.8,16.7,13.9,153.0,38.0_116.0
35.328,111.1947,9,2.25,4.5,21.5,17.0,153.0,34.0_110.0
36.74,114.0849,8,2.0,3.2,22.4,19.1,153.0,36.0_114.0
34.3377,107.4264,5,1.25,8.1,38.8,30.6,153.0,34.0_106.0
32.0182,120.372,3,0.75,18.7,69.4,50.7,152.0,32.0_120.0
33.9024,116.4037,4,1.0,7.7,45.8,38.1,152.0,32.0_116.0
28.3685,119.8565,9,2.25,3.0,19.8,16.8,152.0,28.0_118.0
30.2193,121.057,6,1.5,7.9,33.2,25.3,152.0,30.0_120.0
24.0251,117.3453,7,1.75,6.5,28.2,21.7,152.0,24.0_116.0
29.32,119.6697,11,2.75,1.8,15.7,13.8,152.0,28.0_118.0
30.5385,117.1868,7,1.75,6.3,28.0,21.7,152.0,30.0_116.0
30.8998,114.3349,10,2.5,3.5,18.7,15.2,152.0,30.0_114.0
30.337,112.1291,10,2.5,3.7,19.0,15.2,152.0,30.0_112.0
29.6275,121.548,11,2.75,1.9,15.7,13.8,152.0,28.0_120.0
39.2524,117.2885,8,2.0,6.3,25.3,19.0,152.0,38.0_116.0
27.9875,116.4158,10,2.5,2.9,18.0,15.1,151.0,26.0_116.0
38.9674,116.1342,12,3.0,2.8,15.4,12.6,151.0,38.0_116.0
35.3139,116.8147,4,1.0,9.2,46.9,37.7,151.0,34.0_116.0
37.471,116.2195,2,0.5,10.6,85.5,74.9,150.0,36.0_116.0
37.8887,108.9117,6,1.5,5.5,30.6,25.1,150.0,36.0_108.0
39.567,121.3212,3,0.75,19.6,69.7,50.1,150.0,38.0_120.0
28.0207,116.4868,9,2.25,0.6,17.3,16.6,150.0,28.0_116.0
25.1319,102.9552,6,1.5,6.9,32.0,25.0,150.0,24.0_102.0
29.8173,106.9759,2,0.5,26.0,101.2,75.2,150.0,28.0_106.0
38.001,113.3045,4,1.0,4.0,41.5,37.5,150.0,36.0_112.0
34.8429,114.3603,9,2.25,4.6,21.3,16.6,150.0,34.0_114.0
31.905,120.5894,5,1.25,8.7,38.6,29.9,150.0,30.0_120.0
35.7687,107.6223,7,1.75,5.4,26.7,21.3,149.0,34.0_106.0
25.2427,118.9751,2,0.5,7.0,81.4,74.4,149.0,24.0_118.0
31.7622,116.5834,6,1.5,9.2,34.0,24.8,149.0,30.0_116.0
33.4909,119.1059,9,2.25,2.6,19.2,16.6,149.0,32.0_118.0
30.2209,105.8565,7,1.75,4.7,26.0,21.3,149.0,30.0_104.0
27.265,120.221,8,2.0,3.0,21.6,18.6,149.0,26.0_120.0
36.6221,103.5915,8,2.0,2.3,20.8,18.5,148.0,36.0_102.0
32.0876,121.6172,9,2.25,3.7,20.1,16.5,148.0,32.0_120.0
37.63,121.0942,5,1.25,7.8,37.4,29.6,148.0,36.0_120.0
30.3541,120.3653,4,1.0,10.1,47.2,37.1,148.0,30.0_120.0
33.871,116.8596,6,1.5,6.2,30.9,24.6,148.0,32.0_116.0
32.1837,121.543,7,1.75,0.6,21.7,21.1,148.0,32.0_120.0
37.4822,110.2794,4,1.0,10.4,47.1,36.7,147.0,36.0_110.0
36.1235,106.6179,5,1.25,4.8,34.1,29.3,147.0,36.0_106.0
38.1103,117.7759,6,1.5,6.2,30.7,24.6,147.0,38.0_116.0
37.5181,118.225,2,0.5,27.1,100.5,73.4,147.0,36.0_118.0
31.5816,105.1572,5,1.25,2.9,32.4,29.5,147.0,30.0_104.0
40.7713,107.3469,9,2.25,4.6,20.9,16.3,147.0,40.0_106.0
30.4939,114.8502,8,2.0,5.8,24.1,18.4,147.0,30.0_114.0
41.1709,121.117,8,2.0,2.3,20.6,18.3,147.0,40.0_120.0
29.6212,105.1021,6,1.5,7.4,31.9,24.5,147.0,28.0_104.0
37.9785,114.6183,5,1.25,9.6,38.9,29.3,147.0,36.0_114.0
30.8392,106.9894,4,1.0,8.9,45.7,36.9,147.0,30.0_106.0
30.0449,107.6309,3,0.75,1.3,50.2,48.9,147.0,30.0_106.0
41.2005,121.9725,3,0.75,8.8,57.4,48.6,146.0,40.0_120.0
30.7433,114.3885,6,1.5,2.3,26.7,24.4,146.0,30.0_114.0
29.4232,103.7992,4,1.0,11.2,47.8,36.5,146.0,28.0_102.0
38.1335,106.7468,4,1.0,2.5,39.1,36.5,146.0,38.0_106.0
30.7566,121.3006,8,2.0,6.2,24.5,18.3,146.0,30.0_120.0
38.9375,118.5417,2,0.5,22.7,95.9,73.2,146.0,38.0_118.0
27.9982,120.9694,7,1.75,4.4,25.3,20.9,146.0,26.0_120.0
32.118,120.086,9,2.25,1.7,17.9,16.1,145.0,32.0_120.0
37.602,107.5628,6,1.5,7.4,31.5,24.1,145.0,36.0_106.0
39.2317,110.0773,7,1.75,1.9,22.6,20.7,145.0,38.0_110.0
31.3454,118.4523,5,1.25,10.3,39.3,29.0,145.0,30.0_118.0
27.1643,106.7191,3,0.75,20.6,68.8,48.2,145.0,26.0_106.0
39.1444,116.3354,7,1.75,5.3,26.0,20.7,145.0,38.0_116.0
29.5254,105.0894,6,1.5,8.0,32.2,24.2,145.0,28.0_104.0
30.1317,120.9035,9,2.25,4.9,20.9,16.0,144.0,30.0_120.0
32.7823,119.5101,9,2.25,4.2,20.2,16.0,144.0,32.0_118.0
26.936,102.9189,8,2.0,3.1,21.1,18.0,144.0,26.0_102.0
34.0073,102.0785,7,1.75,3.9,24.4,20.6,144.0,34.0_102.0
30.8347,113.9895,6,1.5,6.9,30.8,23.9,144.0,30.0_112.0
29.4108,104.4152,10,2.5,1.2,15.6,14.4,144.0,28.0_104.0
29.9807,103.1238,8,2.0,4.8,22.8,18.0,144.0,28.0_102.0
28.5537,115.9822,9,2.25,4.1,20.0,16.0,144.0,28.0_114.0
25.9658,119.4333,6,1.5,7.1,31.2,24.1,144.0,24.0_118.0
27.6816,114.9552,6,1.5,1.0,24.9,24.0,144.0,26.0_114.0
27.8372,120.8398,7,1.75,6.7,27.2,20.5,143.0,26.0_120.0
29.5308,121.4949,5,1.25,6.2,34.7,28.6,143.0,28.0_120.0
30.4336,116.2887,10,2.5,3.6,17.9,14.3,143.0,30.0_116.0
31.1356,105.4083,4,1.0,0.6,36.4,35.8,143.0,30.0_104.0
39.481,118.2565,8,2.0,3.0,21.0,17.9,143.0,38.0_118.0
40.0563,113.6086,5,1.25,2.5,31.1,28.6,143.0,40.0_112.0
26.9764,112.6375,2,0.5,22.6,94.1,71.5,143.0,26.0_112.0
34.8793,113.6234,4,1.0,14.2,49.8,35.5,142.0,34.0_112.0
36.2216,120.1834,6,1.5,8.3,32.0,23.7,142.0,36.0_120.0
30.0778,121.5975,6,1.5,5.9,29.5,23.7,142.0,30.0_120.0
31.9205,121.0266,4,1.0,12.9,48.3,35.4,142.0,30.0_120.0
39.538,106.5182,5,1.25,3.5,31.9,28.4,142.0,38.0_106.0
29.6396,121.4269,7,1.75,4.4,24.8,20.3,142.0,28.0_120.0
30.9474,113.9455,5,1.25,12.1,40.4,28.3,142.0,30.0_112.0
37.3305,108.2935,7,1.75,0.5,20.7,20.1,141.0,36.0_108.0
32.232,119.1557,5,1.25,3.7,31.8,28.1,141.0,32.0_118.0
39.3195,121.7449,9,2.25,2.9,18.5,15.7,141.0,38.0_120.0
25.7876,104.7174,6,1.5,0.4,23.7,23.3,140.0,24.0_104.0
40.7813,113.2843,7,1.75,4.0,24.0,20.0,140.0,40.0_112.0
28.1749,113.2049,3,0.75,17.4,63.9,46.5,140.0,28.0_112.0
30.2553,112.3433,8,2.0,4.6,22.1,17.5,140.0,30.0_112.0
29.0515,105.8215,4,1.0,4.8,39.8,35.1,140.0,28.0_104.0
30.2828,122.213,8,2.0,3.3,20.8,17.5,140.0,30.0_122.0
27.0348,118.3362,4,1.0,12.4,47.4,35.0,140.0,26.0_118.0
33.7183,118.6315,4,1.0,6.5,41.5,35.0,140.0,32.0_118.0
32.675,118.8923,9,2.25,2.9,18.4,15.5,140.0,32.0_118.0
30.6091,114.7511,7,1.75,1.3,21.2,19.9,139.0,30.0_114.0
30.2137,121.0019,8,2.0,1.6,19.1,17.4,139.0,30.0_120.0
32.7836,116.3871,5,1.25,4.9,32.8,27.9,139.0,32.0_116.0
30.3942,104.5242,9,2.25,4.1,19.6,15.5,139.0,30.0_104.0
26.3961,106.4755,10,2.5,3.2,17.0,13.9,139.0,26.0_106.0
34.0237,120.2339,8,2.0,4.0,21.4,17.4,139.0,34.0_120.0
35.9568,115.8694,9,2.25,4.1,19.5,15.5,139.0,34.0_114.0
37.9765,118.4152,9,2.25,2.2,17.7,15.5,139.0,36.0_118.0
30.1093,120.8249,6,1.5,7.3,30.2,23.0,138.0,30.0_120.0
36.8983,114.5981,4,1.0,9.4,43.8,34.5,138.0,36.0_114.0
28.7977,104.7421,6,1.5,7.2,30.2,23.0,138.0,28.0_104.0
24.903,114.8568,9,2.25,3.7,19.0,15.3,138.0,24.0_114.0
35.4919,112.4253,8,2.0,5.6,22.9,17.3,138.0,34.0_112.0
31.6873,120.0471,3,0.75,18.3,64.3,46.0,138.0,30.0_120.0
28.663,115.7131,8,2.0,3.8,21.1,17.2,138.0,28.0_114.0
37.1596,113.3958,6,1.5,3.4,26.3,22.9,138.0,36.0_112.0
40.3834,116.6966,7,1.75,4.8,24.5,19.7,138.0,40.0_116.0
41.8744,114.5934,11,2.75,0.9,13.4,12.5,137.0,40.0_114.0
35.0657,110.3558,6,1.5,0.7,23.4,22.8,137.0,34.0_110.0
40.0746,113.2184,3,0.75,11.8,57.4,45.7,137.0,40.0_112.0
36.5893,107.2771,7,1.75,4.2,23.7,19.5,137.0,36.0_106.0
41.0694,113.9606,7,1.75,6.5,26.1,19.6,137.0,40.0_112.0
30.4986,106.8329,3,0.75,9.2,54.9,45.7,137.0,30.0_106.0
38.0992,114.3809,7,1.75,4.9,24.3,19.4,136.0,38.0_114.0
39.5479,121.2892,5,1.25,6.1,33.2,27.1,136.0,38.0_120.0
31.874,106.8449,9,2.25,1.6,16.8,15.1,136.0,30.0_106.0
29.1054,121.6454,4,1.0,5.7,39.6,33.9,136.0,28.0_120.0
31.7792,113.3412,9,2.25,2.8,17.9,15.1,136.0,30.0_112.0
39.2833,106.7648,4,1.0,6.5,40.4,33.9,136.0,38.0_106.0
36.9881,118.4855,4,1.0,13.7,47.6,33.9,136.0,36.0_118.0
26.2591,104.1107,5,1.25,6.8,34.0,27.2,136.0,26.0_104.0
29.4617,120.0134,6,1.5,7.0,29.5,22.5,135.0,28.0_120.0
27.512,109.956,4,1.0,11.5,45.3,33.9,135.0,26.0_108.0
28.2655,112.7694,8,2.0,2.8,19.7,16.9,135.0,28.0_112.0
35.7334,114.3231,7,1.75,5.0,24.4,19.4,135.0,34.0_114.0
30.7543,115.6523,5,1.25,5.0,32.0,27.0,135.0,30.0_114.0
29.7634,121.8722,7,1.75,4.8,24.0,19.1,134.0,28.0_120.0
35.7893,110.6603,5,1.25,2.8,29.6,26.8,134.0,34.0_110.0
24.542,117.5401,4,1.0,8.0,41.4,33.4,134.0,24.0_116.0
36.3226,113.2401,6,1.5,6.9,29.1,22.3,134.0,36.0_112.0
31.834,116.9754,9,2.25,3.1,18.0,14.9,134.0,30.0_116.0
31.0301,104.6391,8,2.0,4.1,20.9,16.7,134.0,30.0_104.0
39.9885,113.172,6,1.5,4.4,26.7,22.3,134.0,38.0_112.0
31.8954,117.4016,3,0.75,17.1,61.7,44.6,134.0,30.0_116.0
26.8354,106.7306,9,2.25,3.8,18.6,14.8,133.0,26.0_106.0
25.3229,118.2295,8,2.0,4.1,20.7,16.6,133.0,24.0_118.0
26.9652,102.9088,7,1.75,3.1,22.1,19.1,133.0,26.0_102.0
30.1969,114.82,10,2.5,2.2,15.5,13.3,133.0,30.0_114.0
40.6902,122.1019,7,1.75,3.2,22.1,19.0,133.0,40.0_122.0
34.5717,105.8081,4,1.0,12.5,45.6,33.1,132.0,34.0_104.0
31.9424,117.457,8,2.0,4.0,20.5,16.5,132.0,30.0_116.0
40.0604,113.2394,4,1.0,12.7,45.6,32.9,132.0,40.0_112.0
35.8253,109.3012,5,1.25,5.1,31.4,26.3,132.0,34.0_108.0
40.1098,111.4113,6,1.5,1.2,23.2,22.0,132.0,40.0_110.0
40.1008,113.5852,6,1.5,0.9,22.9,22.0,132.0,40.0_112.0
24.3145,117.7592,7,1.75,3.5,22.3,18.9,132.0,24.0_116.0
38.0661,118.8651,4,1.0,13.7,46.4,32.7,131.0,38.0_118.0
32.8727,120.4371,8,2.0,3.3,19.7,16.4,131.0,32.0_120.0
39.7904,119.4198,5,1.25,8.2,34.3,26.1,131.0,38.0_118.0
24.4544,109.2913,3,0.75,6.7,50.5,43.7,131.0,24.0_108.0
37.138,111.7465,8,2.0,5.3,21.7,16.4,131.0,36.0_110.0
30.8549,120.5704,6,1.5,4.1,26.0,21.9,131.0,30.0_120.0
30.2642,121.4118,4,1.0,6.5,39.1,32.6,130.0,30.0_120.0
35.9701,115.8836,7,1.75,2.9,21.4,18.5,130.0,34.0_114.0
30.9214,118.2672,5,1.25,11.1,37.2,26.0,130.0,30.0_118.0
30.8219,120.1736,6,1.5,4.8,26.5,21.7,130.0,30.0_120.0
38.8622,114.2073,8,2.0,4.8,21.1,16.3,130.0,38.0_114.0
37.715,112.618,3,0.75,17.7,61.1,43.4,130.0,36.0_112.0
30.3668,121.1917,6,1.5,3.9,25.6,21.6,130.0,30.0_120.0
39.7901,113.1525,3,0.75,3.5,46.4,42.9,129.0,38.0_112.0
30.2605,104.4097,6,1.5,6.5,27.9,21.4,129.0,30.0_104.0
24.941,102.3817,3,0.75,14.0,56.9,42.9,129.0,24.0_102.0
24.5307,109.3429,6,1.5,3.0,24.6,21.5,129.0,24.0_108.0
29.9584,105.5579,5,1.25,0.5,26.3,25.9,129.0,28.0_104.0
32.5206,121.4121,7,1.75,4.1,22.5,18.4,129.0,32.0_120.0
34.3711,107.0898,7,1.75,5.8,24.3,18.5,129.0,34.0_106.0
35.269,107.9753,4,1.0,8.1,40.4,32.2,129.0,34.0_106.0
38.8236,105.6563,7,1.75,5.7,24.1,18.4,129.0,38.0_104.0
32.2529,118.558,8,2.0,3.7,19.9,16.2,129.0,32.0_118.0
36.7508,118.246,3,0.75,12.0,55.0,43.0,129.0,36.0_118.0
32.1529,118.9796,3,0.75,16.8,59.4,42.6,128.0,32.0_118.0
28.6735,104.5766,3,0.75,8.0,50.7,42.7,128.0,28.0_104.0
39.5158,116.8147,4,1.0,7.5,39.4,31.9,128.0,38.0_116.0
29.7779,118.2754,9,2.25,1.2,15.4,14.2,128.0,28.0_118.0
33.5759,117.0635,5,1.25,7.4,32.9,25.5,128.0,32.0_116.0
25.1573,114.2882,8,2.0,2.7,18.6,15.9,128.0,24.0_114.0
30.0659,121.6406,9,2.25,3.4,17.5,14.1,127.0,30.0_120.0
34.4443,104.0079,7,1.75,3.7,21.8,18.1,127.0,34.0_104.0
28.0333,112.9223,5,1.25,6.5,31.9,25.4,127.0,28.0_112.0
38.2368,109.5563,2,0.5,10.8,74.1,63.3,127.0,38.0_108.0
35.2252,115.5728,2,0.5,10.8,74.4,63.6,127.0,34.0_114.0
27.9149,116.3755,9,2.25,3.8,17.9,14.1,127.0,26.0_116.0
27.1448,108.7893,4,1.0,1.6,33.2,31.6,126.0,26.0_108.0
26.3036,114.5186,10,2.5,2.8,15.4,12.6,126.0,26.0_114.0
40.4197,116.0264,4,1.0,2.2,33.7,31.5,126.0,40.0_116.0
35.0276,108.1212,6,1.5,5.6,26.6,21.0,126.0,34.0_108.0
32.0002,117.0056,4,1.0,3.6,35.1,31.6,126.0,30.0_116.0
28.1629,121.3172,9,2.25,1.9,15.9,14.0,126.0,28.0_120.0
39.7553,118.4881,7,1.75,5.6,23.5,17.9,125.0,38.0_118.0
36.8583,122.042,5,1.25,0.5,25.4,24.9,125.0,36.0_122.0
39.0891,121.8778,4,1.0,9.4,40.6,31.2,125.0,38.0_120.0
30.2306,121.2815,4,1.0,9.6,40.9,31.3,125.0,30.0_120.0
29.3116,120.2453,5,1.25,8.5,33.5,25.0,125.0,28.0_120.0
28.7086,116.0832,7,1.75,4.9,22.8,17.9,125.0,28.0_116.0
38.7753,115.4367,5,1.25,6.4,31.5,25.1,125.0,38.0_114.0
28.9662,118.8976,4,1.0,9.5,40.7,31.2,125.0,28.0_118.0
28.7875,104.4231,7,1.75,5.5,23.4,17.8,125.0,28.0_104.0
39.7803,116.619,7,1.75,4.0,21.8,17.8,125.0,38.0_116.0
30.3473,104.4628,5,1.25,10.3,35.2,24.9,125.0,30.0_104.0
39.1456,116.0369,6,1.5,8.3,29.0,20.8,125.0,38.0_116.0
32.2212,119.0946,5,1.25,8.2,33.0,24.8,124.0,32.0_118.0
39.5715,106.8913,3,0.75,6.0,47.3,41.3,124.0,38.0_106.0
35.2953,108.0058,5,1.25,2.7,27.5,24.8,124.0,34.0_108.0
40.6542,114.7826,7,1.75,3.6,21.3,17.6,124.0,40.0_114.0
37.8602,113.449,3,0.75,14.9,56.3,41.5,124.0,36.0_112.0
33.5393,119.1698,3,0.75,15.7,57.2,41.5,124.0,32.0_118.0
34.803,113.8667,6,1.5,6.1,26.7,20.6,124.0,34.0_112.0
41.053,122.8244,6,1.5,3.7,24.3,20.7,124.0,40.0_122.0
27.4349,115.8143,7,1.75,4.7,22.4,17.7,124.0,26.0_114.0
30.2103,111.5955,6,1.5,1.5,22.3,20.7,124.0,30.0_110.0
30.1082,116.7602,8,2.0,3.6,19.0,15.4,124.0,30.0_116.0
33.0712,115.2234,7,1.75,3.9,21.4,17.5,123.0,32.0_114.0
30.7785,103.8722,4,1.0,12.8,43.6,30.8,123.0,30.0_102.0
39.2519,117.5356,8,2.0,2.7,18.0,15.3,123.0,38.0_116.0
40.9239,113.199,8,2.0,1.6,17.0,15.4,123.0,40.0_112.0
36.8422,109.325,6,1.5,5.0,25.5,20.4,123.0,36.0_108.0
39.4015,116.1616,5,1.25,4.0,28.7,24.7,123.0,38.0_116.0
39.8538,109.9927,6,1.5,4.6,25.1,20.5,123.0,38.0_108.0
39.4518,116.2892,3,0.75,16.7,57.8,41.1,123.0,38.0_116.0
32.0418,119.0739,4,1.0,10.1,40.9,30.8,123.0,32.0_118.0
27.8159,120.7367,5,1.25,8.7,33.2,24.6,123.0,26.0_120.0
31.2666,106.256,9,2.25,2.0,15.7,13.7,123.0,30.0_106.0
41.5224,121.1985,5,1.25,1.6,26.1,24.6,123.0,40.0_120.0
34.1337,112.7655,4,1.0,3.9,34.6,30.7,123.0,34.0_112.0
35.6047,119.7656,2,0.5,21.9,83.4,61.5,123.0,34.0_118.0
38.7196,113.2349,5,1.25,1.1,25.5,24.4,122.0,38.0_112.0
29.3739,120.0152,7,1.75,5.7,23.2,17.5,122.0,28.0_120.0
30.3512,113.5743,7,1.75,2.9,20.4,17.5,122.0,30.0_112.0
33.7834,118.371,2,0.5,18.8,79.7,61.0,122.0,32.0_118.0
37.7674,110.367,2,0.5,0.5,61.6,61.1,122.0,36.0_110.0
37.6479,103.0579,5,1.25,0.5,24.9,24.4,122.0,36.0_102.0
37.444,122.2734,6,1.5,3.3,23.5,20.2,121.0,36.0_122.0
40.2879,110.0586,6,1.5,5.4,25.6,20.2,121.0,40.0_110.0
34.5267,109.4507,4,1.0,10.4,40.6,30.2,121.0,34.0_108.0
32.5537,117.716,9,2.25,2.4,15.9,13.4,121.0,32.0_116.0
38.2283,109.6847,5,1.25,7.1,31.3,24.2,121.0,38.0_108.0
35.1816,106.015,7,1.75,4.3,21.6,17.3,121.0,34.0_106.0
42.3515,118.8862,5,1.25,6.9,31.0,24.1,121.0,42.0_118.0
32.8461,120.3226,3,0.75,16.3,56.6,40.3,121.0,32.0_120.0
33.3872,120.0908,5,1.25,7.6,31.8,24.2,121.0,32.0_120.0
37.5264,111.1156,6,1.5,6.8,26.9,20.1,121.0,36.0_110.0
