z,d,rad,n
campus,2019-01-01,,0
ring,2019-01-01,1.3089198085749263,25
campus,2019-01-02,35.76435776747666,4
ring,2019-01-02,14.595668122186911,1417
campus,2019-01-03,39.287584557471334,4
ring,2019-01-03,16.723039473743473,1440
campus,2019-01-04,,0
ring,2019-01-04,,0
campus,2019-01-05,33.915835249269165,4
ring,2019-01-05,15.095306963770238,1257
campus,2019-01-06,42.08898063758751,4
ring,2019-01-06,17.319663826319392,1404
campus,2019-01-07,,0
ring,2019-01-07,4.73453029160647,3
campus,2019-01-08,65.6034698288162,4
ring,2019-01-08,17.41032919095517,1427
campus,2019-01-09,45.88983611069717,4
ring,2019-01-09,18.165450893950897,1443
campus,2019-01-10,,0
ring,2019-01-10,,0
campus,2019-01-11,,0
ring,2019-01-11,,0
campus,2019-01-12,36.369359866055575,4
ring,2019-01-12,13.627459883617743,1407
campus,2019-01-13,53.288347774356986,4
ring,2019-01-13,14.471168659836028,1412
campus,2019-01-14,,0
ring,2019-01-14,4.825835625263938,131
campus,2019-01-15,,0
ring,2019-01-15,4.551278597654393,20
campus,2019-01-16,28.67456862709739,4
ring,2019-01-16,22.11936839272498,839
campus,2019-01-17,29.911520081061823,4
ring,2019-01-17,26.835003115865536,671
campus,2019-01-18,47.52364325089888,4
ring,2019-01-18,24.800777464900744,729
campus,2019-01-19,,0
ring,2019-01-19,,0
campus,2019-01-20,31.22342907298695,4
ring,2019-01-20,30.095641600134634,653
campus,2019-01-21,,0
ring,2019-01-21,,0
campus,2019-01-22,35.7419888434472,4
ring,2019-01-22,44.817745358280746,508
campus,2019-01-23,,0
ring,2019-01-23,13.81443233850353,9
campus,2019-01-24,41.67396290766728,4
ring,2019-01-24,37.12111407021415,366
campus,2019-01-25,52.130964621011316,4
ring,2019-01-25,35.09111356928626,681
campus,2019-01-26,,0
ring,2019-01-26,15.78260846309986,664
campus,2019-01-27,32.175777507137944,4
ring,2019-01-27,19.671363380202276,901
campus,2019-01-28,,0
ring,2019-01-28,20.393517131608288,668
campus,2019-01-29,,0
ring,2019-01-29,11.506764533101862,185
campus,2019-01-30,,0
ring,2019-01-30,,0
campus,2019-01-31,30.763965022099484,4
ring,2019-01-31,15.38821623823309,1266
campus,2019-02-01,,0
ring,2019-02-01,,0
campus,2019-02-02,47.815112344320724,4
ring,2019-02-02,17.485881302040774,1200
campus,2019-02-03,,0
ring,2019-02-03,,0
campus,2019-02-04,43.3134810905952,4
ring,2019-02-04,17.339842601335558,1424
campus,2019-02-05,,0
ring,2019-02-05,,0
campus,2019-02-06,,0
ring,2019-02-06,2.5299822526886158,24
campus,2019-02-07,,0
ring,2019-02-07,,0
campus,2019-02-08,,0
ring,2019-02-08,,0
campus,2019-02-09,40.79291928774351,4
ring,2019-02-09,15.611105777975501,1314
campus,2019-02-10,,0
ring,2019-02-10,,0
campus,2019-02-11,,0
ring,2019-02-11,1.5372219930742699,113
campus,2019-02-12,,0
ring,2019-02-12,,0
campus,2019-02-13,44.4052131454666,4
ring,2019-02-13,19.42304618364541,951
campus,2019-02-14,51.77067551055512,4
ring,2019-02-14,24.089601799325003,881
campus,2019-02-15,,0
ring,2019-02-15,,0
campus,2019-02-16,,0
ring,2019-02-16,,0
campus,2019-02-17,35.38391522494229,4
ring,2019-02-17,26.33595028002538,586
campus,2019-02-18,,0
ring,2019-02-18,,0
campus,2019-02-19,,0
ring,2019-02-19,,0
campus,2019-02-20,,0
ring,2019-02-20,34.67501090216794,136
campus,2019-02-21,,0
ring,2019-02-21,,0
campus,2019-02-22,,0
ring,2019-02-22,,0
campus,2019-02-23,,0
ring,2019-02-23,26.546373924186984,117
campus,2019-02-24,41.19305588363053,4
ring,2019-02-24,18.657557040263203,1203
campus,2019-02-25,,0
ring,2019-02-25,13.164063292987507,26
campus,2019-02-26,50.159940655200515,4
ring,2019-02-26,30.68169271504097,796
campus,2019-02-27,,0
ring,2019-02-27,,0
campus,2019-02-28,,0
ring,2019-02-28,2.3860081448859396,24
campus,2019-03-01,46.46512734549387,4
ring,2019-03-01,14.303467171499024,1428
campus,2019-03-02,,0
ring,2019-03-02,,0
campus,2019-03-03,,0
ring,2019-03-03,,0
campus,2019-03-04,41.70784937870967,4
ring,2019-03-04,15.362260395095033,1417
campus,2019-03-05,,0
ring,2019-03-05,,0
campus,2019-03-06,,0
ring,2019-03-06,,0
campus,2019-03-07,40.45805754228071,4
ring,2019-03-07,16.530916572319086,1275
campus,2019-03-08,64.24600654701135,4
ring,2019-03-08,18.46179573391772,1452
campus,2019-03-09,,0
ring,2019-03-09,11.403635859489441,8
campus,2019-03-10,,0
ring,2019-03-10,,0
campus,2019-03-11,40.50142981789329,4
ring,2019-03-11,19.77116942798684,1434
campus,2019-03-12,36.923295655188625,4
ring,2019-03-12,17.015340433679217,1439
campus,2019-03-13,62.890673867758224,4
ring,2019-03-13,20.04276602405927,1449
campus,2019-03-14,42.05427941656732,4
ring,2019-03-14,16.842265988186263,1410
campus,2019-03-15,,0
ring,2019-03-15,,0
campus,2019-03-16,,0
ring,2019-03-16,11.741211938313034,527
campus,2019-03-17,35.76171419713404,4
ring,2019-03-17,14.21535666370603,1244
campus,2019-03-18,,0
ring,2019-03-18,,0
campus,2019-03-19,58.36048846554447,4
ring,2019-03-19,28.900410841707156,841
campus,2019-03-20,,0
ring,2019-03-20,,0
campus,2019-03-21,,0
ring,2019-03-21,,0
campus,2019-03-22,,0
ring,2019-03-22,4.52070217340999,87
campus,2019-03-23,32.76280000364626,4
ring,2019-03-23,24.59417285530619,820
campus,2019-03-24,38.71051631778866,4
ring,2019-03-24,25.097522625473246,901
campus,2019-03-25,79.73391293612393,4
ring,2019-03-25,35.358042762067,477
campus,2019-03-26,45.88302808489118,4
ring,2019-03-26,20.246095001878793,972
campus,2019-03-27,,0
ring,2019-03-27,,0
campus,2019-03-28,,0
ring,2019-03-28,,0
campus,2019-03-29,,0
ring,2019-03-29,,0
campus,2019-03-30,34.82401700205617,4
ring,2019-03-30,15.310521660821106,1261
campus,2019-03-31,,0
ring,2019-03-31,0.9787592526963004,8
campus,2019-04-01,37.052792571426984,4
ring,2019-04-01,17.860591064729483,1119
campus,2019-04-02,36.87182037551682,4
ring,2019-04-02,16.383914736432207,1437
campus,2019-04-03,42.6041270565677,4
ring,2019-04-03,16.11666410894304,1443
campus,2019-04-04,,0
ring,2019-04-04,2.2212739218043756,79
campus,2019-04-05,54.15159085756772,4
ring,2019-04-05,20.866549591321803,1010
campus,2019-04-06,34.50126847106141,4
ring,2019-04-06,15.48637256170096,1461
campus,2019-04-07,,0
ring,2019-04-07,,0
campus,2019-04-08,45.36250841215059,4
ring,2019-04-08,20.25805871861409,1100
campus,2019-04-09,,0
ring,2019-04-09,,0
campus,2019-04-10,48.11617469787598,3
ring,2019-04-10,21.525680007667567,1193
campus,2019-04-11,,0
ring,2019-04-11,,0
campus,2019-04-12,40.46845754648184,4
ring,2019-04-12,18.561215466680252,1450
campus,2019-04-13,,0
ring,2019-04-13,,0
campus,2019-04-14,,0
ring,2019-04-14,45.370315013185184,105
campus,2019-04-15,58.524164492124086,4
ring,2019-04-15,36.042342253634004,633
campus,2019-04-16,,0
ring,2019-04-16,,0
campus,2019-04-17,38.874270768599075,4
ring,2019-04-17,18.736948127689246,1314
campus,2019-04-18,39.144642857142856,4
ring,2019-04-18,29.777147783391193,666
campus,2019-04-19,58.57490394426429,3
ring,2019-04-19,26.418767429348822,882
campus,2019-04-20,17.170005624944515,4
ring,2019-04-20,19.806845275273734,541
campus,2019-04-21,36.02651233015389,2
ring,2019-04-21,28.68393487901621,615
campus,2019-04-22,35.95895113263811,4
ring,2019-04-22,25.16003229428287,887
campus,2019-04-23,,0
ring,2019-04-23,,0
campus,2019-04-24,,0
ring,2019-04-24,,0
campus,2019-04-25,,0
ring,2019-04-25,,0
campus,2019-04-26,,0
ring,2019-04-26,9.579424807330925,133
campus,2019-04-27,39.51412803744093,2
ring,2019-04-27,16.332738944473427,1154
campus,2019-04-28,,0
ring,2019-04-28,,0
campus,2019-04-29,,0
ring,2019-04-29,,0
campus,2019-04-30,,0
ring,2019-04-30,,0
campus,2019-05-01,,0
ring,2019-05-01,7.8754831949869795,3
campus,2019-05-02,,0
ring,2019-05-02,2.960018509300501,16
campus,2019-05-03,30.686216943914243,4
ring,2019-05-03,15.868022344090676,1438
campus,2019-05-04,,0
ring,2019-05-04,3.660825252532959,1
campus,2019-05-05,,0
ring,2019-05-05,4.605324822690651,16
campus,2019-05-06,45.80276688584336,3
ring,2019-05-06,18.6808806342315,1423
campus,2019-05-07,45.75756437623656,4
ring,2019-05-07,16.773539184214687,1428
campus,2019-05-08,,0
ring,2019-05-08,,0
campus,2019-05-09,,0
ring,2019-05-09,1.0848294537506855,265
campus,2019-05-10,37.499835452785746,4
ring,2019-05-10,20.96530360623376,978
campus,2019-05-11,38.15350411650422,4
ring,2019-05-11,18.76940029900789,1393
campus,2019-05-12,33.54153019673115,3
ring,2019-05-12,18.000041405809142,1091
campus,2019-05-13,,0
ring,2019-05-13,,0
