z,d,rad,n
campus,2019-01-01,84.33384900536042,7
ring,2019-01-01,31.262423267249172,665
campus,2019-01-02,114.76646118470464,15
ring,2019-01-02,27.863066351404374,2781
campus,2019-01-03,160.3662647267422,15
ring,2019-01-03,31.109466424288453,2605
campus,2019-01-04,170.30463851080148,14
ring,2019-01-04,29.786288929521646,2204
campus,2019-01-05,132.0600269485359,14
ring,2019-01-05,26.78478868783953,2626
campus,2019-01-06,,0
ring,2019-01-06,10.13059373730703,104
campus,2019-01-07,104.18482577990595,12
ring,2019-01-07,22.515439896033445,2531
campus,2019-01-08,,0
ring,2019-01-08,,0
campus,2019-01-09,131.06832687386398,14
ring,2019-01-09,23.634167441415293,2648
campus,2019-01-10,127.31247191256469,12
ring,2019-01-10,20.32572161896786,2363
campus,2019-01-11,112.378786439954,13
ring,2019-01-11,20.568802044635774,2502
campus,2019-01-12,118.779423111861,12
ring,2019-01-12,22.15898527484522,2305
campus,2019-01-13,38.17766676026631,3
ring,2019-01-13,8.140497586367738,1779
campus,2019-01-14,,0
ring,2019-01-14,,0
campus,2019-01-15,189.71950891259712,8
ring,2019-01-15,38.61417899105723,1450
campus,2019-01-16,145.15084116908918,15
ring,2019-01-16,30.03102378146427,2421
campus,2019-01-17,152.45052166500608,9
ring,2019-01-17,154.4011530627055,315
campus,2019-01-18,195.00084533069446,8
ring,2019-01-18,150.7017407877924,290
campus,2019-01-19,194.93688740595817,9
ring,2019-01-19,153.79948208028014,337
campus,2019-01-20,180.7507849066107,9
ring,2019-01-20,162.19975922014,289
campus,2019-01-21,192.65079565013914,10
ring,2019-01-21,177.06072224571386,317
campus,2019-01-22,86.41061657938391,7
ring,2019-01-22,53.50673850858579,114
campus,2019-01-23,138.54984791239755,7
ring,2019-01-23,126.47388971164892,277
campus,2019-01-24,198.06001367796526,9
ring,2019-01-24,160.60596152041077,318
campus,2019-01-25,139.68634481224223,10
ring,2019-01-25,135.50176894151315,282
campus,2019-01-26,,0
ring,2019-01-26,65.4832843407714,62
campus,2019-01-27,,0
ring,2019-01-27,84.41145244671442,112
campus,2019-01-28,,0
ring,2019-01-28,124.72887975657615,86
campus,2019-01-29,,0
ring,2019-01-29,31.62282635712397,182
campus,2019-01-30,,0
ring,2019-01-30,,0
campus,2019-01-31,,0
ring,2019-01-31,31.431875204992547,896
campus,2019-02-01,,0
ring,2019-02-01,14.627737610419485,321
campus,2019-02-02,,0
ring,2019-02-02,34.52499160797253,378
campus,2019-02-03,,0
ring,2019-02-03,3.777537697696198,36
campus,2019-02-04,,0
ring,2019-02-04,,0
campus,2019-02-05,,0
ring,2019-02-05,43.82461504108768,282
campus,2019-02-06,,0
ring,2019-02-06,26.421345792794664,344
campus,2019-02-07,,0
ring,2019-02-07,10.890145316043311,129
campus,2019-02-08,,0
ring,2019-02-08,75.71127775026763,374
campus,2019-02-09,,0
ring,2019-02-09,31.909488798622466,195
campus,2019-02-10,,0
ring,2019-02-10,14.528112986788623,22
campus,2019-02-11,,0
ring,2019-02-11,61.252629916194756,41
campus,2019-02-12,,0
ring,2019-02-12,67.95165745936801,29
campus,2019-02-13,,0
ring,2019-02-13,210.11391508579254,4
campus,2019-02-14,,0
ring,2019-02-14,34.89296687799547,34
campus,2019-02-15,,0
ring,2019-02-15,14.686008861779188,216
campus,2019-02-16,,0
ring,2019-02-16,19.63824170127166,19
campus,2019-02-17,,0
ring,2019-02-17,7.856371922803479,371
campus,2019-02-18,,0
ring,2019-02-18,3.0690848082304,4
campus,2019-02-19,,0
ring,2019-02-19,133.2262925418046,128
campus,2019-02-20,,0
ring,2019-02-20,0.6856219219043851,2
campus,2019-02-21,,0
ring,2019-02-21,22.245468158809267,66
campus,2019-02-22,,0
ring,2019-02-22,16.37897697249474,117
campus,2019-02-23,3.101703405380249,1
ring,2019-02-23,3.4532378656914693,461
campus,2019-02-24,,0
ring,2019-02-24,1.9503287729365308,68
campus,2019-02-25,2.6360270977020264,1
ring,2019-02-25,3.847982762710398,1155
campus,2019-02-26,,0
ring,2019-02-26,,0
campus,2019-02-27,,0
ring,2019-02-27,23.431202880865765,118
campus,2019-02-28,,0
ring,2019-02-28,9.409556930352451,104
campus,2019-03-01,,0
ring,2019-03-01,1.4462360124356919,35
campus,2019-03-02,,0
ring,2019-03-02,,0
campus,2019-03-03,,0
ring,2019-03-03,162.98307617320222,19
campus,2019-03-04,,0
ring,2019-03-04,54.26464319229126,8
campus,2019-03-05,,0
ring,2019-03-05,149.4607470218952,13
campus,2019-03-06,,0
ring,2019-03-06,122.5372303894588,14
campus,2019-03-07,,0
ring,2019-03-07,70.04719327828464,34
campus,2019-03-08,,0
ring,2019-03-08,,0
campus,2019-03-09,,0
ring,2019-03-09,,0
campus,2019-03-10,,0
ring,2019-03-10,,0
campus,2019-03-11,,0
ring,2019-03-11,3.114245194655198,13
campus,2019-03-12,,0
ring,2019-03-12,256.2407531738281,9
campus,2019-03-13,,0
ring,2019-03-13,,0
campus,2019-03-14,,0
ring,2019-03-14,,0
campus,2019-03-15,,0
ring,2019-03-15,,0
campus,2019-03-16,,0
ring,2019-03-16,56.393456876277924,6
campus,2019-03-17,,0
ring,2019-03-17,,0
campus,2019-03-18,,0
ring,2019-03-18,,0
campus,2019-03-19,,0
ring,2019-03-19,77.42234700105406,22
campus,2019-03-20,,0
