z,d,rad,n
campus,2019-01-01,6.10547139309237,23
ring,2019-01-01,1.6892201164897758,1476
campus,2019-01-02,8.85048050694606,24
ring,2019-01-02,1.7040897250761844,1591
campus,2019-01-03,8.368206819751682,24
ring,2019-01-03,2.8373700648211204,1594
campus,2019-01-04,6.291848840064863,24
ring,2019-01-04,2.222111291381863,1588
campus,2019-01-05,5.2281935403276885,24
ring,2019-01-05,1.6338895404229126,1581
campus,2019-01-06,,0
ring,2019-01-06,,0
campus,2019-01-07,7.363777137276005,24
ring,2019-01-07,1.4588634361403747,1586
campus,2019-01-08,2.890028592130447,8
ring,2019-01-08,1.2133059989625086,531
campus,2019-01-09,6.54973053143305,24
ring,2019-01-09,1.84124626824493,1594
campus,2019-01-10,4.860981031095282,24
ring,2019-01-10,1.5953917742838926,1569
campus,2019-01-11,,0
ring,2019-01-11,0.5887799591771988,233
campus,2019-01-12,6.289462796440898,24
ring,2019-01-12,1.5127586917526141,1403
campus,2019-01-13,9.045722031488138,24
ring,2019-01-13,1.8077113055901053,1596
campus,2019-01-14,9.690716724921675,24
ring,2019-01-14,2.2276030935733617,1596
campus,2019-01-15,6.311797098499887,24
ring,2019-01-15,1.8835766707608246,1387
campus,2019-01-16,9.482788533746582,13
ring,2019-01-16,1.5014281821411037,857
campus,2019-01-17,,0
ring,2019-01-17,,0
campus,2019-01-18,14.103825569152832,1
ring,2019-01-18,0.6751372392486727,42
campus,2019-01-19,7.2697440282383905,17
ring,2019-01-19,1.0369296210504881,1508
campus,2019-01-20,6.305543052053503,21
ring,2019-01-20,1.0226518033152563,1517
campus,2019-01-21,,0
ring,2019-01-21,,0
campus,2019-01-22,22.979049249396603,7
ring,2019-01-22,1.294070448610476,754
campus,2019-01-23,2.7927586131071824,10
ring,2019-01-23,1.136247379059066,838
campus,2019-01-24,4.836598297748915,23
ring,2019-01-24,1.1631892366209244,1523
campus,2019-01-25,7.415920480244432,18
ring,2019-01-25,1.6499459830705505,1299
campus,2019-01-26,,0
ring,2019-01-26,1.8263551647439293,207
campus,2019-01-27,5.90864054641173,12
ring,2019-01-27,1.4920292531749897,857
campus,2019-01-28,,0
ring,2019-01-28,,0
campus,2019-01-29,6.856605399058146,24
ring,2019-01-29,1.6788902480378838,1273
