lat,lon,n_px,area_km2,early,late,diff,sum_diff
42.6755,-87.9049,23,5.75,9.3,81.3,72.1,1657.0
42.6385,-87.9608,6,1.5,7.5,44.9,37.4,224.0
42.6969,-87.9293,2,0.5,12.1,50.5,38.4,77.0
42.4671,-88.0761,3,0.75,7.6,31.4,23.8,71.0
43.164,-88.5963,4,1.0,3.0,19.6,16.6,66.0
43.0068,-88.4234,4,1.0,1.7,15.4,13.8,55.0
42.643,-87.9473,2,0.5,6.5,27.0,20.5,41.0
42.771,-87.9451,2,0.5,5.1,19.5,14.4,29.0
