z,d,rad,n
ring,2020-02-10,8.56666111946106,4
campus,2020-02-11,0.038526149618195046,11
ring,2020-02-11,3.468192549741105,1231
campus,2020-02-12,,0
ring,2020-02-12,6.817109220103491,145
campus,2020-02-13,,0
ring,2020-02-13,2.72383166607938,103
campus,2020-02-14,,0
ring,2020-02-14,,0
campus,2020-02-15,,0
ring,2020-02-15,,0
campus,2020-02-16,0.5697440338678688,11
ring,2020-02-16,4.546675668233966,1252
campus,2020-02-17,,0
ring,2020-02-17,,0
campus,2020-02-18,,0
ring,2020-02-18,,0
campus,2020-02-19,,0
ring,2020-02-19,2.02117772774308,135
campus,2020-02-20,,0
ring,2020-02-20,,0
campus,2020-02-21,0.5255021487805327,11
ring,2020-02-21,4.626362735056543,423
campus,2020-02-22,,0
ring,2020-02-22,,0
campus,2020-02-23,,0
ring,2020-02-23,,0
campus,2020-02-24,,0
ring,2020-02-24,1.0786024887502215,116
campus,2020-02-25,,0
ring,2020-02-25,2.1510086594891025,7
campus,2020-02-26,,0
ring,2020-02-26,,0
campus,2020-02-27,,0
ring,2020-02-27,,0
campus,2020-02-28,0.6235725681364765,11
ring,2020-02-28,4.09202297336596,1396
campus,2020-02-29,0.8861039660729385,11
ring,2020-02-29,4.188539413614981,1404
campus,2020-03-01,,0
ring,2020-03-01,,0
campus,2020-03-02,,0
ring,2020-03-02,,0
campus,2020-03-03,,0
ring,2020-03-03,,0
campus,2020-03-04,0.549955841246661,9
ring,2020-03-04,5.4288141863728,982
campus,2020-03-05,,0
ring,2020-03-05,,0
campus,2020-03-06,0.016253858612064173,11
ring,2020-03-06,3.3679708555390917,1275
campus,2020-03-07,,0
ring,2020-03-07,,0
campus,2020-03-08,,0
ring,2020-03-08,3.8262922763824463,2
campus,2020-03-09,,0
ring,2020-03-09,,0
campus,2020-03-10,,0
ring,2020-03-10,,0
campus,2020-03-11,,0
ring,2020-03-11,0.3648094725295062,32
campus,2020-03-12,,0
ring,2020-03-12,,0
campus,2020-03-13,,0
ring,2020-03-13,,0
campus,2020-03-14,1.123197676842673,3
ring,2020-03-14,1.339625292339942,560
campus,2020-03-15,,0
ring,2020-03-15,,0
campus,2020-03-16,,0
ring,2020-03-16,,0
campus,2020-03-17,0.6732134137090169,11
ring,2020-03-17,4.699770314047215,1240
campus,2020-03-18,,0
ring,2020-03-18,,0
campus,2020-03-19,,0
ring,2020-03-19,1.7927597304934506,116
campus,2020-03-20,2.128443505555505,11
ring,2020-03-20,3.8792258307107814,638
campus,2020-03-21,,0
ring,2020-03-21,14.669495347169542,82
campus,2020-03-22,1.223896341120943,4
ring,2020-03-22,3.545701357682518,1131
campus,2020-03-23,,0
ring,2020-03-23,2.400971840974788,110
campus,2020-03-24,,0
ring,2020-03-24,,0
