z,d,rad,n
campus,2019-01-01,,0
ring,2019-01-01,0.27377051107161604,13
campus,2019-01-02,,0
ring,2019-01-02,0.41353705525398254,4
campus,2019-01-03,,0
ring,2019-01-03,0.3449693933801958,18
campus,2019-01-04,1.1163289699526062,5
ring,2019-01-04,0.45507580980899803,521
campus,2019-01-05,,0
ring,2019-01-05,0.09334791579132817,11
campus,2019-01-06,,0
ring,2019-01-06,0.3031632713973522,8
campus,2019-01-07,,0
ring,2019-01-07,0.5417416782842742,36
campus,2019-01-08,,0
ring,2019-01-08,,0
campus,2019-01-09,,0
ring,2019-01-09,0.42617498515429375,11
campus,2019-01-10,,0
ring,2019-01-10,0.35175260390378227,4
campus,2019-01-11,,0
ring,2019-01-11,0.30475248147505224,4
campus,2019-01-12,,0
ring,2019-01-12,0.2722024310249935,7
campus,2019-01-13,,0
ring,2019-01-13,0.3328944753285405,2
campus,2019-01-14,,0
ring,2019-01-14,0.4980683362305291,62
campus,2019-01-15,,0
ring,2019-01-15,0.8071638324766967,22
campus,2019-01-16,,0
ring,2019-01-16,4.552930845225419,12
campus,2019-01-17,,0
ring,2019-01-17,6.403792037200599,12
campus,2019-01-18,,0
ring,2019-01-18,13.308925711716572,15
campus,2019-01-19,,0
ring,2019-01-19,16.551790513886147,18
campus,2019-01-20,,0
ring,2019-01-20,,0
campus,2019-01-21,,0
ring,2019-01-21,,0
campus,2019-01-22,,0
ring,2019-01-22,24.956249023770923,10
campus,2019-01-23,,0
ring,2019-01-23,16.497707344777773,8
campus,2019-01-24,,0
ring,2019-01-24,8.431306532830309,24
campus,2019-01-25,,0
ring,2019-01-25,6.883954048156738,8
campus,2019-01-26,,0
ring,2019-01-26,3.591686689218537,4
campus,2019-01-27,,0
ring,2019-01-27,1.4737760114275718,4
campus,2019-01-28,,0
ring,2019-01-28,0.45437346712539073,19
campus,2019-01-29,,0
ring,2019-01-29,0.11142399043522098,11
campus,2019-01-30,,0
ring,2019-01-30,0.05778431362090247,21
campus,2019-01-31,,0
ring,2019-01-31,0.15279240972761596,14
campus,2019-02-01,,0
ring,2019-02-01,0.3268517562862259,16
campus,2019-02-02,3.7125485720720213,10
ring,2019-02-02,4.834928643909687,1362
campus,2019-02-03,,0
ring,2019-02-03,0.2650236040353775,12
campus,2019-02-04,,0
ring,2019-02-04,0.35174908730687215,35
campus,2019-02-05,3.603739951344744,10
ring,2019-02-05,5.292185104469337,1362
campus,2019-02-06,3.5516789811397547,10
ring,2019-02-06,5.3259260146578224,1362
campus,2019-02-07,,0
ring,2019-02-07,,0
campus,2019-02-08,,0
ring,2019-02-08,0.13336459194813635,11
campus,2019-02-09,,0
ring,2019-02-09,0.37637686707486195,38
campus,2019-02-10,,0
ring,2019-02-10,0.35709265365242693,20
campus,2019-02-11,,0
ring,2019-02-11,0.45359229572037024,41
campus,2019-02-12,0.9109266391237274,5
ring,2019-02-12,0.6333872518764632,265
campus,2019-02-13,,0
ring,2019-02-13,0.4055503043304951,20
campus,2019-02-14,,0
ring,2019-02-14,3.9391266102844713,17
campus,2019-02-15,,0
ring,2019-02-15,4.772869691193831,19
campus,2019-02-16,,0
ring,2019-02-16,6.08061250709023,18
campus,2019-02-17,,0
ring,2019-02-17,,0
campus,2019-02-18,,0
ring,2019-02-18,18.1083880284069,15
campus,2019-02-19,,0
ring,2019-02-19,29.76100808251035,13
campus,2019-02-20,,0
ring,2019-02-20,9.402978379635329,18
campus,2019-02-21,,0
ring,2019-02-21,8.791009855695185,23
campus,2019-02-22,,0
ring,2019-02-22,,0
campus,2019-02-23,,0
ring,2019-02-23,5.757937077858662,21
campus,2019-02-24,,0
ring,2019-02-24,3.600733850427248,13
campus,2019-02-25,,0
ring,2019-02-25,1.937967109160505,33
campus,2019-02-26,,0
ring,2019-02-26,1.134635072457669,29
campus,2019-02-27,,0
ring,2019-02-27,0.6345152387444427,17
campus,2019-02-28,,0
ring,2019-02-28,,0
campus,2019-03-01,,0
ring,2019-03-01,0.74341283642399,13
campus,2019-03-02,,0
ring,2019-03-02,0.5287618091371035,22
campus,2019-03-03,,0
ring,2019-03-03,,0
campus,2019-03-04,,0
ring,2019-03-04,0.5423647129772515,10
campus,2019-03-05,,0
ring,2019-03-05,,0
campus,2019-03-06,,0
ring,2019-03-06,,0
campus,2019-03-07,,0
ring,2019-03-07,0.23786420606371989,20
campus,2019-03-08,,0
ring,2019-03-08,0.32232378402823575,23
campus,2019-03-09,,0
ring,2019-03-09,,0
campus,2019-03-10,,0
ring,2019-03-10,,0
campus,2019-03-11,3.428607674852957,10
ring,2019-03-11,5.208129798331983,1362
campus,2019-03-12,,0
ring,2019-03-12,0.24387906905120665,12
campus,2019-03-13,,0
ring,2019-03-13,,0
campus,2019-03-14,,0
ring,2019-03-14,,0
campus,2019-03-15,,0
ring,2019-03-15,0.2993210426040162,28
campus,2019-03-16,,0
ring,2019-03-16,1.7856686333057508,49
campus,2019-03-17,,0
ring,2019-03-17,9.391746032290177,16
campus,2019-03-18,,0
ring,2019-03-18,14.604220441025014,17
campus,2019-03-19,2.8873641844706484,8
ring,2019-03-19,5.082649601282629,1192
campus,2019-03-20,1.1745309640773915,8
ring,2019-03-20,4.822122732142396,1175
campus,2019-03-21,,0
ring,2019-03-21,21.872810571723516,14
campus,2019-03-22,,0
ring,2019-03-22,,0
