ym,campus,ring,n_days,diff
2019-01,24.33416011101952,9.006370020603267,13,15.327790090416254
2019-02,20.8097669200746,8.140512677195664,10,12.669254242878937
2019-03,26.426322231522526,8.702272070662964,17,17.724050160859562
2019-04,22.690890091213824,9.768979540783228,16,12.921910550430596
2019-05,20.001351717034467,9.279460978965835,14,10.721890738068632
2019-06,18.809690039705544,9.065551848776114,16,9.74413819092943
2019-07,21.098003677508796,8.888027433499284,21,12.209976244009512
2019-08,17.728463171000005,9.53037048900476,20,8.198092681995245
2019-09,21.536716551447768,10.075571592898324,26,11.461144958549443
2019-10,16.69571076106469,9.165898500951863,16,7.529812260112825
2019-11,20.00524623342711,8.579363361614663,17,11.425882871812446
2019-12,15.450989203602745,8.884024037008562,13,6.5669651665941835
2020-01,18.490757583626806,9.320504733867136,11,9.17025284975967
2020-02,16.66578547735851,8.518013105965272,9,8.14777237139324
2020-03,14.667482699666703,8.630073004878614,9,6.037409694788089
2020-04,17.224529863840125,7.930067241312151,19,9.294462622527973
2020-05,16.16474925819843,9.137733285482739,18,7.027015972715692
2020-06,17.338704689071243,8.327907826920747,14,9.010796862150496
2020-07,16.38549085579953,8.716115885813316,22,7.669374969986215
2020-08,18.018966542416543,9.0781798309497,22,8.940786711466842
2020-09,15.410398739331391,9.055680634539025,19,6.354718104792367
2020-10,15.599881249606039,8.585665629936415,18,7.014215619669624
2020-11,17.71693011819871,8.755879001360613,20,8.961051116838098
2020-12,19.159211468215517,8.217403770797633,18,10.941807697417884
2021-01,15.687469365777677,9.627817581019976,15,6.059651784757701
2021-02,16.086212575567423,8.822712701730978,6,7.2634998738364445
2021-03,17.190305259204187,9.616379695286636,14,7.573925563917552
2021-04,15.134698437942385,9.692365156732398,17,5.4423332812099865
2021-05,10.94123183810253,8.317583532665504,10,2.623648305437026
2021-06,13.978106010726231,8.842304580316299,14,5.135801430409932
2021-07,12.977298593413481,10.28773031467489,21,2.689568278738591
2021-08,15.049806349433572,9.795730348159935,21,5.254076001273637
2021-09,13.582856769604966,9.641266797567859,25,3.9415899720371073
2021-10,15.20094152567502,8.148852658680704,16,7.052088866994316
2021-11,14.77408707749398,8.912304532524969,21,5.861782544969012
2021-12,17.90242497426159,11.162519318354494,11,6.739905655907094
