ym,campus,ring,n_days,diff
2019-02,0.8483142476571379,1.368378076546308,5,-0.5200638288891701
2019-03,0.5035386886065225,3.956433299593237,7,-3.4528946109867142
2019-04,0.5826307873762154,4.3313847122310385,11,-3.748753924854823
2019-06,0.8138939283906645,4.459011709830376,11,-3.6451177814397115
2019-07,0.624562254511894,4.108049307479054,7,-3.48348705296716
2019-08,0.5630758484203636,3.8905093505832644,18,-3.3274335021629007
2019-09,0.7965134454317422,4.742072671804503,10,-3.945559226372761
2019-12,0.5696926612385624,4.9074291716748775,6,-4.337736510436315
2020-01,0.8255570749592875,3.2467956040026125,7,-2.421238529043325
2020-02,0.5476230913242007,4.09202297336596,6,-3.5443998820417595
2020-03,0.9814510558947867,3.4568361066108046,7,-2.475385050716018
2020-04,1.1678784333610388,5.028175162112518,7,-3.8602967287514796
2020-05,1.0927325850484066,5.174863764469194,7,-4.082131179420787
2020-06,1.005726727001285,4.6486065669314005,6,-3.6428798399301154
2020-08,0.5758551974486944,4.538762787650279,19,-3.962907590201585
2020-09,0.6669405980028581,4.7535538126823536,5,-4.086613214679495
2020-11,0.8771052104438669,5.274792030507482,11,-4.3976868200636146
2021-01,0.6098766316025885,5.633017480279566,9,-5.023140848676977
2021-02,0.8126817366364453,5.173812488518663,11,-4.361130751882217
2021-03,0.9012575853913457,4.944176474079491,9,-4.0429188886881455
2021-04,1.070904914770213,4.836233881947349,5,-3.765328967177136
2021-05,0.79683544517287,4.718659552669394,5,-3.9218241074965245
2021-06,0.9507390514726806,4.713591434224924,5,-3.762852382752243
2021-07,0.7671237794171739,4.475372648904069,12,-3.708248869486895
2021-08,0.9781328063983856,5.352146486405097,11,-4.374013680006711
2021-09,0.839829020989712,3.9505223933233093,12,-3.110693372333597
2021-10,1.4395066208342784,4.678045944872134,6,-3.238539324037856
2021-11,0.9910146665663777,5.545647035582672,7,-4.554632369016294
2021-12,0.9646590741078276,5.789322724629986,8,-4.824663650522158
2022-01,0.7598245723109283,5.8240794801448335,6,-5.064254907833905
2022-03,1.1213456752635682,6.706388824571715,13,-5.585043149308147
2022-04,1.299426879615089,7.052119767267723,11,-5.752692887652635
2022-05,1.259858879225388,6.290475469875595,7,-5.030616590650207
2022-06,1.1975847898695526,5.2027002055582106,7,-4.005115415688658
2022-07,1.1850382632221899,6.956412020550138,10,-5.771373757327948
2022-08,0.9221510325630307,5.5588706509160914,12,-4.636719618353061
2022-09,1.334772946825468,5.3602406893608165,8,-4.025467742535349
2022-10,1.4424131709614683,6.975115947134995,10,-5.532702776173527
2022-11,1.2452862001925133,7.183804163201794,8,-5.93851796300928
2022-12,0.9879020057250341,6.17868612244797,5,-5.190784116722936
2023-01,0.9562227635782483,5.812124029147449,14,-4.855901265569201
2023-03,1.4522558735803965,7.042227063520015,6,-5.589971189939618
2023-04,1.334175197343863,7.657903202957123,5,-6.32372800561326
2023-06,1.5834523444828381,6.765757338755569,10,-5.182304994272731
2023-07,1.14671180733057,6.738246092067092,16,-5.591534284736522
2023-08,1.567886060943599,6.706056235575389,18,-5.13817017463179
2023-09,1.2061883963559519,6.802970846839916,11,-5.596782450483964
2023-10,1.123115090340263,6.947173930570818,6,-5.824058840230555
2023-11,1.7012368255191381,6.219299294418874,9,-4.5180624688997355
2023-12,0.9029405143345183,5.761735918968361,12,-4.858795404633843
2024-02,0.9972539110303983,7.526433908888185,8,-6.529179997857787
2024-03,1.312175676645936,6.538251972427993,8,-5.2260762957820575
2024-04,1.8487154356369944,5.025969867145357,6,-3.177254431508363
2024-05,0.9368241748209132,6.2086738826935,7,-5.271849707872587
2024-07,0.7849319635914097,5.7643831745236795,8,-4.97945121093227
2024-08,1.4227034453303653,7.720314541497869,26,-6.297611096167504
2024-09,1.5908821417804913,7.079470766581961,17,-5.48858862480147
2024-10,1.1901014272704327,7.140817647816846,7,-5.950716220546413
2024-12,0.9818423695890625,7.041193095520305,6,-6.0593507259312425
2025-01,0.8860864704779348,6.36307213355178,6,-5.476985663073846
2025-03,1.3996734195585476,7.652791406043664,7,-6.253117986485116
2025-04,1.5901371974141898,7.456453947323773,7,-5.866316749909583
2025-05,1.165472884743004,6.663037278602594,6,-5.497564393859591
2025-06,1.0930869925974145,6.5953121636567085,11,-5.502225171059294
2025-07,1.3236037121466693,6.821616231094929,17,-5.49801251894826
2025-08,1.249388650614953,6.775177859492292,15,-5.525789208877339
2025-09,1.2240549816590987,6.666930070201168,9,-5.44287508854207
2025-10,0.9990348239858762,6.946579370121974,8,-5.947544546136098
2025-11,1.2769199815993078,6.911333575928367,8,-5.634413594329059
2026-01,1.0695495486712732,7.208142888108773,13,-6.1385933394375
2026-02,1.465954607657154,6.197431554462378,7,-4.731476946805224
2026-05,1.4587114706994873,6.294903540484942,6,-4.836192069785454
2026-06,1.1748298209422834,4.502280896224498,5,-3.3274510752822146
2026-07,1.1238425624000583,6.53510965232724,15,-5.411267089927181
2026-08,1.2945214030142078,6.394635148251639,16,-5.100113745237431
