model,site_id,n_frames,truth_mw,thermal_mw,thermal_lo_mw,thermal_hi_mw,thermal_identified,thermal_raw_mw,const_mw,geometry_mw,thermal_abs_log_err,const_abs_log_err,geometry_abs_log_err,slope,slope_se,converged
all_frames,colossus_memphis,119,0.5,1177.6392909518804,-400.5623510697646,2755.8409329735255,True,1177.6392909518804,7.587129093319956,5.926286956964161,7.7644142932563796,2.719600451839002,2.4725450519213545,0.023690542075583115,0.011209634365726426,True
all_frames,fairwater_wi,50,0.5,,,,False,-148.0725205934716,7.587129093319956,4.662728057646397,,2.719600451839002,2.2327478775017973,0.03497017372226303,0.01187026350564305,True
all_frames,nsa_utah,302,50.0,,,,False,-213.21358177568058,4.548364396581939,4.1591181865722175,,2.3972553103699887,2.4867199280063974,0.03687634374057386,0.011730850778851326,True
all_frames,nscc_guangzhou,30,18.5,,,,False,-106.83670750334194,5.079638866918397,14.580207937950963,,1.2925305622101366,0.2381057437432604,0.037205373610839136,0.010900495948611444,True
all_frames,nscc_wuxi,65,15.4,0.5254763086811004,-179.8615610144735,180.9125136318357,True,0.5254763086811004,5.184214345598564,15.352095439629954,3.377817682486157,1.0887492036938082,0.003115533978040098,0.03746753685332122,0.010944963175082699,True
all_frames,ornl_olcf,202,17.0,844.7903455226186,286.79789295895193,1402.7827980862853,True,844.7903455226186,5.12758831808297,5.09735375635228,3.905875140708579,1.198577908845622,1.2044918102897082,0.03927637437331637,0.01043013015389751,True
all_frames,prometheus_oh,25,217.39130434782612,1276.9579817427082,-340.1352873255491,2894.0512508109655,True,1276.9579817427082,3.863101526256632,1.3368442542715657,1.7705369761221241,4.030228610435479,5.091387173104355,0.03761730963060815,0.010859277623576845,True
all_frames,rainier_in,68,0.49999999999999994,893.4029406863976,-372.64176299876374,2159.4476443715594,True,893.4029406863976,7.587129093319956,3.329757737724247,7.488184881040039,2.719600451839002,1.8960467304716238,0.07351228297844191,0.017039591443588138,True
all_frames,riken_kobe,96,12.66,,,,False,-0.7780756945477795,5.298306307771693,71.44703658307176,,0.8710602118009712,1.7305090114053412,0.03626870474451198,0.011547908559309953,True
all_frames,stargate_abilene,170,0.5,,,,False,-651.6972659231844,7.587129093319956,2.8428412868476385,,2.719600451839002,1.737951185728744,0.03959465632179506,0.010977895819129507,True
conditioned,colossus_memphis,21,0.5,,,,False,547.3116458355877,4.6737550052044705,2.888515592463599,,2.2351099987868723,1.7538899149024743,0.02241236029947157,0.02030417191616795,True
conditioned,fairwater_wi,4,0.5,,,,False,-435.2249553580179,4.6737550052044705,1.9491227581519601,,2.2351099987868723,1.3605265843004277,0.04351272727950888,0.019453979312343373,True
conditioned,nsa_utah,53,50.0,,,,False,-21.77414268365632,2.628245583241709,2.030790282785134,,2.9457064604497303,3.2035979862681616,0.045230817664883856,0.02154451225641958,True
conditioned,nscc_guangzhou,8,18.5,,,,False,-9.194335097241195,2.976053455914538,12.12735970000996,,1.8271726529378802,0.42230669976185353,0.04598685270099728,0.019718611958992677,True
conditioned,nscc_wuxi,4,15.4,21.735560789092307,-95.56085104805634,139.03197262624093,True,21.735560789092307,3.0450687593659884,12.76990681738201,0.34458215588880087,1.6208440274400975,0.18727613639611979,0.04648560529609793,0.01967099986607793,True
conditioned,ornl_olcf,51,10.1,400.5589520625353,63.637932588220956,737.4799715368497,True,400.5589520625353,3.2099407938105,2.81964095275186,3.680325527990045,1.1462829311711817,1.2759258687224881,0.04969700815080562,0.017027200165043842,True
conditioned,rainier_in,8,0.49999999999999994,586.9990748743318,-34.67866774198044,1208.676817490644,True,586.9990748743318,4.67375500520447,0.9803732625983129,7.068170424363515,2.2351099987868723,0.6733252809283347,0.1634894415757432,0.03899924992709913,True
conditioned,riken_kobe,13,12.66,,,,False,-2.458896420576577,3.120563185071241,99.65774416359992,,1.4004339231486,2.0632943405569426,0.04483434934890173,0.022006237532125685,True
conditioned,stargate_abilene,7,0.5,,,,False,-1120.2097039544467,4.67375500520447,0.6395483117800044,,2.2351099987868723,0.24615406591994432,0.04162343673340438,0.01950316092889528,True
alt_log_it_mw,colossus_memphis,119,0.5,,,,False,201844427197669.7,7.587129093319956,5.926286956964161,,2.719600451839002,2.4725450519213545,0.06821026244317434,0.03678673517323697,True
alt_log_it_mw,fairwater_wi,50,0.5,0.1649555117994662,1.641480741608181e-09,16576692.119071376,True,0.1649555117994662,7.587129093319956,4.662728057646397,1.1089322863348705,2.719600451839002,2.2327478775017973,0.12766666357996198,0.03536660940339229,True
alt_log_it_mw,nsa_utah,302,49.99999999999999,0.002498451383830695,2.6139110059973234e-11,238809.1753331826,True,0.002498451383830695,4.548364396581939,4.1591181865722175,9.90410719094008,2.3972553103699887,2.486719928006397,0.13752176629718643,0.03499506010425882,True
alt_log_it_mw,nscc_guangzhou,30,18.499999999999996,1.1236505006034922e-05,1.3158050851040196e-13,959.5573552648689,True,1.1236505006034922e-05,5.079638866918397,14.580207937950963,14.314113436459241,1.2925305622101364,0.23810574374326027,0.13180379323542277,0.03249763039632043,True
alt_log_it_mw,nscc_wuxi,65,15.400000000000002,1.3785442710010132,9.215821877890475e-09,206208879.9338555,True,1.3785442710010132,5.184214345598564,15.352095439629954,2.413339443110057,1.0887492036938085,0.003115533978040209,0.1315030933769614,0.03260833809418577,True
