rank,lat,lon,area_ha,early_db,late_db,rise_db
1,40.10318,-82.74897,47.6,-11.0,-1.4,9.1
2,40.09409,-82.73061,36.1,-11.4,1.4,12.2
3,40.11857,-82.71172,30.0,-10.5,-1.6,8.3
4,40.11809,-82.74579,19.9,-10.6,-1.2,9.0
5,40.11752,-82.73809,14.8,-11.4,-2.4,8.3
6,40.08942,-82.7207,13.9,-10.8,-2.6,7.9
7,40.12169,-82.73975,9.5,-10.5,-3.1,6.9
8,40.11738,-82.72768,8.0,-10.5,-3.9,5.9
9,40.12254,-82.71945,6.0,-11.3,-5.4,5.4
10,40.11328,-82.71865,5.4,-12.3,-1.9,9.9
11,40.11501,-82.75595,4.9,-12.0,-4.7,6.3
12,40.09846,-82.73905,4.3,-12.2,0.7,11.8
13,40.11439,-82.7491,4.3,-10.8,-4.6,5.8
14,40.09313,-82.74752,3.9,-6.6,4.6,10.7
15,40.11874,-82.73418,3.4,-11.4,-4.2,6.2
16,40.11629,-82.70296,3.1,-10.7,-3.5,6.0
17,40.11788,-82.70581,2.8,-10.5,-3.4,6.4
18,40.09271,-82.71936,2.4,-13.4,-2.0,10.8
19,40.09956,-82.75052,2.4,-11.3,-4.4,6.1
20,40.12005,-82.72054,2.4,-11.0,-2.2,7.5
21,40.0901,-82.73629,2.4,-12.5,0.2,11.0
22,40.12082,-82.70804,2.3,-12.7,-2.0,10.1
23,40.11296,-82.714,2.2,-12.1,-5.0,6.3
24,40.09273,-82.72375,2.0,-12.7,-6.1,6.2
25,40.09921,-82.74414,2.0,-10.3,-1.7,7.4
26,40.11029,-82.70688,1.9,-10.4,-4.1,5.7
27,40.11319,-82.70967,1.8,-11.4,-0.2,10.2
28,40.0877,-82.72345,1.8,-9.5,-2.9,5.9
29,40.09078,-82.73295,1.6,-11.6,1.8,11.7
30,40.11741,-82.74968,1.6,-10.8,-5.1,5.0
31,40.0944,-82.74333,1.4,-10.6,-2.3,7.4
32,40.10331,-82.71862,1.4,-10.6,-2.9,6.6
33,40.11438,-82.7064,1.3,-10.4,-2.6,6.1
34,40.10027,-82.73106,1.2,-9.1,0.2,7.1
35,40.12407,-82.73584,1.2,-10.6,-3.5,5.7
36,40.0933,-82.71744,1.2,-13.2,-6.0,6.2
37,40.10481,-82.74453,1.2,-9.2,-1.6,6.4
38,40.12068,-82.72686,1.2,-11.2,-3.0,7.0
39,40.11698,-82.75522,1.0,-10.6,-1.7,6.8
