name,d,VV,VH
phase1_block1,2022-01-09,-12.787027194367232,-19.601655723160302
phase1_block2,2022-01-09,-14.693514175593508,-21.79202068916489
phase2_mid_block1,2022-01-09,-16.639847837979893,-26.171655845955794
phase2_mid_block2,2022-01-09,-12.278926970566223,-19.259538893535446
phase2_mid_block3,2022-01-09,-12.24624975661392,-19.49753879532385
phase2_mid_block4,2022-01-09,-13.10819310097925,-19.688080405045344
phase2_south_block1,2022-01-09,-15.753425827289856,-24.77939423709071
phase2_south_block2,2022-01-09,-11.64726817428354,-18.978576044809206
phase2_south_block3,2022-01-09,-13.370046996552254,-19.92477080997786
phase2_south_block4,2022-01-09,-14.60369336354909,-23.30762241538433
phase2_south_block5,2022-01-09,-12.788026519625864,-19.6498988895311
phase2_south_block6,2022-01-09,-12.78620821263517,-19.653423760906982
phase1_block1,2022-01-21,-13.586259879989239,-20.432496949503903
phase1_block2,2022-01-21,-15.842206543119884,-23.804237557035908
phase2_mid_block1,2022-01-21,-16.471714806693136,-27.51972495143175
phase2_mid_block2,2022-01-21,-12.428795649395418,-19.89906516627467
phase2_mid_block3,2022-01-21,-12.448989252141121,-20.49137290407764
phase2_mid_block4,2022-01-21,-13.507878043463494,-21.124616886639682
phase2_south_block1,2022-01-21,-16.14334971988493,-25.15764706870292
phase2_south_block2,2022-01-21,-12.395797196202075,-18.72149002606647
phase2_south_block3,2022-01-21,-13.233382127133813,-20.68899067184165
phase2_south_block4,2022-01-21,-15.029521644713112,-23.368713570324562
phase2_south_block5,2022-01-21,-13.025216712878052,-20.61810534217667
phase2_south_block6,2022-01-21,-12.88707252051344,-20.20387561768673
phase1_block1,2022-02-02,-13.064563874041028,-19.8641904119846
phase1_block2,2022-02-02,-15.378923905924385,-22.27564992521754
phase2_mid_block1,2022-02-02,-16.60640393323974,-26.894510981690676
phase2_mid_block2,2022-02-02,-12.103819446092713,-19.436358927033144
phase2_mid_block3,2022-02-02,-12.245612509922303,-19.99273013081819
phase2_mid_block4,2022-02-02,-13.449781610971785,-20.311058951858787
