ym,VV:structure,VH:structure
2018-01,-18.069640206619827,-29.024711044036792
2018-02,-17.86356829388833,-28.306378814987752
2018-03,-17.85883954269172,-29.07586179630921
2018-04,-15.97977683315791,-28.41379265368676
2018-05,-15.839489502105424,-27.13960362788118
2018-06,-14.207510488138247,-22.115872607097195
2018-07,-11.479474004168535,-17.73565253182432
2018-08,-12.967776669961127,-19.23706352458077
2018-09,-12.778138163872043,-19.507966848357945
2018-10,-16.529093894889623,-27.940870330061703
2018-11,-16.898607876318145,-30.168605154976493
2018-12,-17.136061537091017,-30.42967134878726
2019-01,-17.27651001225603,-30.550253803600594
2019-02,-17.029045092623413,-30.78143851877352
2019-03,-15.5048256407596,-27.71221443871859
2019-04,-16.634239229441988,-29.257147972578593
2019-05,-15.40403138860256,-28.074648619635404
2019-06,-14.127675903327573,-25.542814403831557
2019-07,-12.302350676191026,-18.991658482474783
2019-08,-12.211551992793868,-18.386469808480225
2019-09,-12.958769195000183,-19.6161977424297
2019-10,-14.392574705218747,-24.168486146606018
2019-11,-13.500099077740582,-26.46943756998645
2019-12,-15.6577797347667,-29.93019900181497
2020-01,-15.765984773499374,-26.71237905281895
2020-02,-14.482655482379258,-25.386348226054256
2020-03,-15.139990495544758,-26.249870918165527
2020-04,-16.301581145208388,-26.115985399867956
2020-05,-15.51174991095654,-25.48266867030341
2020-07,-10.817035539344117,-18.069881534734268
2020-08,-11.174580966485934,-17.95134362043921
2020-09,-12.003904698253276,-18.9681354840667
2020-10,-13.668162488658504,-22.95085438364003
2020-11,-13.54587447132816,-24.356654034812117
2020-12,-14.17421876591132,-24.912513199078717
2021-01,-14.143950926571064,-24.602089806863823
2021-02,-14.080921454090465,-24.547192335083775
2021-03,-13.711986897235478,-24.41626628871435
2021-04,-14.520186579042171,-25.32060936115211
2021-05,-14.444946191406386,-24.8096427416788
2021-08,-12.32399600793116,-18.603727849459176
2021-09,-12.331112767617125,-19.267697028764452
2021-10,-14.997908761342298,-24.330620453951628
2021-11,-15.434535105413753,-25.92812043322111
2021-12,-16.99838168248838,-26.764380499306966
2022-01,-17.091387953009015,-27.00115927478889
2022-02,-16.84886933208492,-26.792443043499585
2022-03,-15.226764256621625,-26.242101555212393
2022-04,-14.484062197153944,-24.789460213925324
2022-05,-14.10260117146997,-24.729932787442447
2022-06,-11.293517793158308,-21.660009116802733
2022-07,-11.787700401502104,-21.086077335008262
2022-08,-9.97915171356334,-17.151439130713218
2022-09,-10.71325776283431,-17.702844569380947
2022-10,-14.139738147907831,-24.15327387512057
2022-11,-11.897747778585448,-23.206726479115783
2022-12,-15.010369960406488,-26.10267790075142
2023-01,-15.119149863682576,-25.998352444632857
2023-02,-15.222773877607088,-25.828170814090136
2023-03,-13.996860078865549,-25.251628491188725
2023-04,-13.368389639281158,-24.131737118712923
2023-06,-12.691775399908236,-20.53711460505595
2023-08,-11.58026260641915,-18.205214980894436
2023-09,-10.829287157299596,-17.87703059475797
2023-10,-13.67569861328473,-23.06489766282669
2023-11,-14.73453877251254,-27.708644740845763
2023-12,-16.316605236474594,-30.028994359416053
2024-01,-15.071694269594389,-28.85122147682473
2024-02,-14.922648026827313,-28.308803991216983
2024-03,-15.052447092519811,-28.487293385452755
2024-04,-14.686579225763406,-27.223699629676247
2024-05,-13.818508293125568,-26.06441704495817
2024-06,-12.22683342457096,-20.449476864516058
2024-07,-11.142858127887632,-17.51606797783603
2024-08,-11.28848152886638,-18.032229323769368
2024-09,-11.453164627892072,-18.537383605493577
2024-10,-9.619999751841904,-19.44921083625329
2024-11,-7.987041147368776,-18.2314104363332
2024-12,-10.934740336217375,-22.231233936261603
2025-01,-11.36061231975498,-22.817161337291637
2025-02,-10.450894302678169,-21.317100635193107
2025-03,-7.908877336499304,-17.82275219667884
2025-04,-7.675116321980903,-17.014781475395697
2025-08,-5.475106164944584,-14.250900605235234
2025-09,-6.311407749244277,-14.950454268078303
2025-10,-5.162508611441731,-14.313177127161431
2025-11,-3.610622236317514,-12.583149366226891
2025-12,-4.50640964025945,-13.836769338283268
2026-01,-3.5023254089106697,-12.591716857754845
2026-02,-3.43624627056116,-12.489130489712778
2026-03,-2.41666151506574,-11.636660757507205
2026-04,-2.4435325844541227,-11.906983527956228
2026-05,-1.9931127948281508,-11.56524491873681
2026-06,-1.041230958025385,-11.09003889254922
2026-07,-1.4066513790776285,-10.919266859026209
2026-08,-1.0208887703058374,-10.64488539687608
2026-09,-0.7641299349487658,-10.539657134282434
