ym,VV:structure,VH:structure
2018-01,-15.844421594549187,-26.709455945035906
2018-02,-15.835188684599618,-26.543109830956585
2018-03,-15.352350931750951,-27.426944470779432
2018-04,-15.607159108131729,-28.661716978193024
2018-05,-16.02988721141883,-27.23163277769427
2018-06,-15.178381655446325,-24.28212898113846
2018-07,-10.524807179990592,-17.568674708013017
2018-08,-12.368180918909008,-19.557384532402907
2018-09,-12.566494757018452,-20.971481775677887
2018-10,-15.314780659605198,-25.27377823405011
2018-11,-15.661233743659464,-28.094405821975982
2018-12,-15.51595676319856,-28.495790780803667
2019-01,-15.712093472160651,-28.65648452689874
2019-02,-15.154632582452654,-29.045517706258565
2019-03,-15.162044856270716,-28.127897895138275
2019-04,-14.532417858412014,-26.033816746776516
2019-05,-14.83313017836774,-26.5351327570286
2019-06,-13.955825935219607,-23.70791871664086
2019-07,-13.54061023794701,-22.03271439818552
2019-08,-13.490457119356623,-21.134198658494235
2019-09,-11.79239661945235,-19.03694741797469
2019-10,-14.910096306043274,-26.703465237817
2019-11,-14.883273638044104,-28.14021917221646
2019-12,-15.3597888556863,-29.934055040406772
2020-01,-15.192941113849932,-28.32046781618611
2020-02,-15.507812614692968,-26.670331925025778
2020-03,-15.410504313702546,-26.385397846144112
2020-04,-15.56273685263684,-26.123711550370597
2020-05,-15.077138235920978,-25.139989035052924
2020-06,-14.552105967245618,-23.99359390083392
2020-07,-13.451768837565387,-21.597652133107168
2020-08,-11.611611452485182,-20.271601807782385
2020-09,-13.551383600583284,-21.851794453396167
2020-10,-14.313349401511724,-24.551537286940295
2020-11,-14.9799830111826,-25.89192115249674
2020-12,-15.245352535575677,-26.166805217351005
2021-01,-15.822827023577956,-26.36504386306055
2021-02,-15.51932864941093,-26.180642067132258
2021-03,-15.545179847159137,-26.13009641143116
2021-04,-15.56610304999688,-25.4459898393278
2021-05,-14.198800995699882,-24.313370588206475
2021-06,-13.664337828420168,-22.06205574434307
2021-07,-11.77405684320102,-18.94897167100906
2021-08,-11.720792203086496,-19.09344113050437
2021-09,-13.829372208743496,-22.296659697233885
2021-10,-15.219969243898843,-25.519704606259104
2021-11,-14.569377052796868,-25.148101063401032
2021-12,-16.065938087296203,-26.753847285782765
2022-01,-15.91668203019076,-26.554887841930515
2022-02,-16.235802378409424,-26.777109364935423
2022-03,-13.304136383689064,-24.58198702924368
2022-04,-15.348516783247332,-25.322872536236616
2022-05,-15.3447936548164,-24.935261814177032
2022-06,-15.076238364823627,-24.236181200834864
2022-07,-12.590234713719846,-19.928637223569364
2022-08,-14.295480087736586,-22.558454980479784
2022-09,-14.494526237751783,-22.79451772517436
2022-10,-15.444739311235589,-25.216533826656686
2022-11,-9.99503387585004,-21.470802559061585
2022-12,-5.9190148746527385,-16.394319119718645
2023-01,-4.35893894791287,-15.245270164774707
2023-02,-4.301614803653385,-15.225755748486971
2023-03,-4.24871908367853,-15.364801710657726
2023-04,-4.444437073311288,-15.637131041216628
2023-05,-2.623631196602735,-13.191011805159564
2023-06,-4.147022508660678,-15.897195757017853
2023-07,-4.464821151066748,-16.228315681081522
2023-08,-4.478084059921116,-16.010830134319935
2023-09,-3.8003597874708217,-15.162645473814932
2023-10,-4.696989781727526,-16.475787527040698
2023-11,-4.776171972233278,-17.040693910889313
2023-12,-4.904811473689932,-16.926554994655074
2024-01,-4.235408052534007,-16.160129050673454
2024-02,-4.866291310758113,-16.86906037772894
2024-03,-4.615573369467863,-16.56102303054146
2024-04,-4.977557625357833,-16.409115547927026
2024-05,-4.310086008741934,-15.799795145754402
2024-06,-3.765740898219863,-15.214656258500924
2024-07,-4.744023505368769,-15.26437780510013
2024-08,-3.8423991565737294,-15.01122491570978
2024-09,-3.583683727208628,-14.862934993571596
2024-10,-3.604876988492906,-14.821934623149444
2024-11,-3.868697114501134,-15.254495068323902
2024-12,-4.470841703465459,-15.503391831195202
2025-01,-4.226768437725289,-15.854966665958033
2025-02,-4.468522842228628,-15.844810363434044
2025-03,-4.135391860551098,-15.796451622200948
2025-04,-4.2066891394853965,-15.943405175243331
2025-05,-3.936315354474332,-15.30347852669965
2025-06,-2.719940103122339,-14.151173556598522
2025-07,-2.5284313861655763,-13.27232430229484
2025-08,-1.7784528769191028,-12.997889842041127
2025-09,-2.3123779065725265,-13.74922217040207
2025-10,-1.2034875384758856,-12.98055411093988
2025-11,-2.3684072263185425,-14.308804998925591
2025-12,-2.7936381366238594,-14.32220457288298
2026-01,-2.680871765653999,-14.595635467919104
2026-02,-2.520260066089521,-14.441349182370772
2026-03,-2.3381883681071796,-14.422342090701925
2026-04,-2.5300498446847133,-14.317403048570844
2026-05,-2.198579310907979,-14.457549339811818
2026-08,-2.1660713375997336,-13.139806154866877
2026-09,-2.76399436103468,-13.864418942713309
