rank,lat,lon,area_ha,early_db,late_db,rise_db
1,40.53522,111.8149,42.0,-13.1,-2.4,10.1
2,40.58423,111.84733,38.4,-14.0,-1.8,11.6
3,40.58113,111.86163,33.2,-14.6,-2.1,11.6
4,40.5385,111.82805,26.6,-14.9,-3.3,10.9
5,40.55533,111.85571,20.6,-16.9,-2.5,13.3
6,40.54151,111.80935,18.4,-13.2,-1.7,11.0
7,40.54406,111.85317,18.0,-14.2,-2.1,11.4
8,40.50424,111.81793,16.9,-11.6,0.9,11.2
9,40.5349,111.80308,16.4,-14.3,-1.5,12.0
10,40.54285,111.79993,15.2,-12.1,0.1,10.7
11,40.53855,111.79971,13.9,-13.1,-0.9,11.2
12,40.53349,111.79769,12.5,-15.5,-1.6,12.6
13,40.55192,111.82883,12.4,-12.6,-2.7,9.2
14,40.54547,111.83802,12.0,-13.3,-0.8,11.4
15,40.54791,111.82938,11.9,-13.1,-3.9,8.1
16,40.52024,111.83057,10.8,-14.4,-1.7,12.0
17,40.5017,111.82755,10.4,-14.4,0.2,14.1
18,40.54564,111.807,8.0,-15.0,-5.5,8.5
19,40.55437,111.83855,7.6,-12.4,-0.2,11.1
20,40.54082,111.83617,7.5,-14.7,-5.4,8.5
21,40.54094,111.79458,7.0,-13.5,-3.6,8.8
22,40.54111,111.84017,6.4,-13.6,-0.1,12.8
23,40.56406,111.84943,6.3,-15.1,-1.7,11.9
24,40.5716,111.84745,5.6,-13.9,-1.1,11.0
25,40.49346,111.77842,5.1,-13.1,-1.6,10.5
26,40.52993,111.73606,5.0,-14.6,-2.2,11.6
27,40.56342,111.82263,5.0,-14.9,-3.6,10.3
28,40.49368,111.81296,4.9,-14.4,-1.5,11.7
29,40.59164,111.85642,4.9,-14.0,-0.4,12.5
30,40.54309,111.78382,4.8,-14.9,-5.8,8.3
31,40.54911,111.8367,4.7,-13.4,-5.5,6.4
32,40.54479,111.79336,4.4,-15.3,-3.3,11.3
33,40.59169,111.85289,4.2,-12.8,-0.1,11.6
34,40.54281,111.7867,4.1,-15.3,-4.8,9.7
35,40.56426,111.85308,3.9,-14.5,-3.2,9.7
36,40.54656,111.84522,3.7,-14.3,-3.3,9.5
37,40.49797,111.76798,3.6,-12.1,0.7,11.9
38,40.57207,111.81063,3.6,-16.7,-0.5,14.2
39,40.49689,111.79796,3.5,-10.7,-0.4,8.7
40,40.54791,111.81095,3.4,-11.9,-4.4,6.1
41,40.50991,111.81417,3.4,-13.4,-2.2,9.6
42,40.58338,111.86993,3.4,-13.0,-2.6,9.0
43,40.5778,111.80623,3.3,-12.5,-0.4,10.4
