ym,VV:structure,VH:structure
2018-01,-12.27045223512156,-21.76819160387428
2018-02,-11.751631790154637,-19.978737788412733
2018-03,-12.306728694590538,-20.096647243456225
2018-04,-12.12875302745108,-19.50821820984186
2018-05,-10.882382889214556,-18.17300504518972
2018-06,-10.770870162620472,-17.90707292517217
2018-07,-7.750841307863944,-14.549784976290532
2018-08,-9.442925956343714,-16.79745871231073
2018-09,-9.42944533672114,-17.17677882111736
2018-10,-10.00967741991727,-17.668878792798527
2018-11,-11.301725065054065,-19.58729502054422
2018-12,-13.589323907620468,-23.020719424663476
2019-01,-13.644638972928176,-22.790624785527513
2019-02,-12.660809975622282,-21.884352357127057
2019-03,-13.177325299929803,-22.429292788007334
2019-04,-11.164496940023916,-19.466938489819537
2019-05,-10.426003595750222,-18.35387803311451
2019-06,-8.993481988887982,-15.48001295387706
2019-07,-8.45719526496742,-16.134894624386703
2019-08,-8.450562631621416,-15.367488842340432
2019-09,-9.885721187785837,-17.133928776085458
2019-10,-8.903357111708777,-16.65097804955852
2019-11,-9.930710916385364,-18.210496555067888
2019-12,-12.92422904105456,-21.671499755582623
2020-01,-13.700173244350148,-21.66499049888353
2020-02,-12.876674998756933,-20.935866797768146
2020-03,-12.504055290920492,-19.856254303615504
2020-04,-12.179574883584626,-18.974962325992617
2020-05,-11.57158514930144,-18.792475244225848
2020-06,-9.000526701237794,-16.365219582315035
2020-07,-7.988587811386719,-14.923186925880294
2020-08,-7.872556098228178,-15.01604499796028
2020-09,-8.423846954948603,-15.597408234803025
2020-10,-9.163453467971031,-16.821899756076096
2020-11,-10.598526746238512,-18.281831787077333
2020-12,-12.187383366016586,-21.542085216870632
2021-01,-12.926079012094426,-22.318844672025605
2021-02,-11.209322741899816,-20.138222958869633
2021-03,-10.466128197368125,-19.238622691570413
2021-04,-8.037426979435311,-16.41914933829793
2021-05,-9.326722434554336,-17.715179584744604
2021-07,-8.213595443214013,-15.113853315389914
2021-08,-9.773659967981205,-16.57526640877857
2021-09,-8.360394502089113,-16.16666166314124
2021-10,-8.654443683301668,-16.714859016713206
2021-11,-11.459881713189365,-19.677900899244538
2021-12,-12.81812597379799,-21.466642676828208
2022-01,-13.499022718086325,-22.388157514963577
2022-02,-12.387889410971862,-21.88239780736282
2022-03,-11.609909307200343,-19.13470154560578
2022-04,-13.142286162897804,-23.641851991286632
2022-05,-13.89307045320066,-24.64585362602166
2022-07,-11.46743989638902,-18.03964382003425
2022-08,-11.670146529777778,-17.85900449886111
2022-11,-13.282194466821384,-23.815450490702887
2022-12,-15.420238589143157,-25.224980166360535
2023-01,-16.902305013710716,-26.634022448952507
2023-02,-13.782859217134618,-24.413606762430067
2023-03,-15.390246522327867,-24.82705928036023
2023-04,-13.879780720905783,-24.52560119476377
2023-05,-11.473051905128152,-22.10766995155967
2023-06,-11.812614615370872,-23.00050513110289
2023-09,-7.68468842230446,-20.65169047164343
2023-10,-5.9763530280403065,-16.929998378321255
2023-12,-3.7799250511422167,-16.215324855233092
2024-01,-4.1630515369937635,-16.82412241761352
2024-02,-3.625179300382976,-16.357356082223394
2024-03,-2.9515522310685696,-15.79088765965029
2024-05,-1.895535574013864,-14.99712482189318
2024-06,-1.1542400129523196,-14.414045089869196
2024-07,-0.2713896151827831,-13.494729283491612
2024-08,-0.7391520748753634,-13.53805337028595
2024-09,-1.0547165997522598,-13.999494592535084
2024-10,-2.0206548392921926,-14.71102242419076
2024-11,-1.858279096450875,-15.411990075897776
2024-12,-3.954193376719884,-17.818246349191643
2025-01,-5.059371267957081,-17.919254652664932
2025-02,-3.747048219005204,-17.617020345470635
2025-03,-3.829716711531912,-16.924834555027775
2025-04,-4.100875900238023,-16.55548294634743
2025-05,-3.701816081413812,-16.742101662828137
2025-06,-3.108410876357128,-16.41639129740675
2025-07,-2.7401229159339056,-16.099993463941935
2025-08,-3.446503312593677,-16.171886075403556
2025-09,-2.2062914852286575,-15.317205235543682
2025-10,-0.7867064879493749,-14.696704597635398
2025-11,-2.828185479015626,-15.468685091095145
2025-12,-1.6620837483542217,-15.57120128207134
2026-01,-0.6763423575611999,-14.918264419354555
2026-02,-1.424548957778037,-14.378169115753476
2026-03,-0.6611691568881232,-14.472387755752044
2026-04,-0.6937525511756863,-15.540097367524476
2026-05,-0.8359318626111545,-15.00417056670283
2026-06,-1.4678094455147224,-15.069018815169958
2026-07,-0.773055238451381,-14.897426255734317
2026-08,-0.8293608381604467,-14.655542570937936
2026-09,2.281159959634107,-13.25089402081364
