name,d,VV,VH
long_halls,2018-01-08,-14.315267638321739,-24.283996222779564
white_block,2018-01-08,-9.854126115062314,-20.048033337821646
long_halls,2018-01-20,-14.315136803389427,-24.28336898352359
white_block,2018-01-20,-10.725848583431683,-20.298616532695565
long_halls,2018-02-01,-14.413963151976235,-24.120930381032732
white_block,2018-02-01,-10.758593318870618,-20.425466852023913
long_halls,2018-02-13,-14.336273201918052,-24.496464318601955
white_block,2018-02-13,-10.808411797080243,-20.344629755043645
long_halls,2018-02-25,-14.176048926881696,-24.03629067807068
white_block,2018-02-25,-10.699816729563864,-20.21128381098009
long_halls,2018-03-09,-14.418588719728644,-24.306056363724366
white_block,2018-03-09,-10.84850245207,-20.521853199283854
long_halls,2018-03-21,-14.321602264121374,-25.75538545531685
white_block,2018-03-21,-10.631860637710576,-21.168120556609367
long_halls,2018-04-02,-14.273693644876575,-25.11822587495945
white_block,2018-04-02,-10.687020286278686,-21.11509904744591
long_halls,2018-04-14,-14.252741032644806,-25.938290944945123
white_block,2018-04-14,-10.3467459569206,-20.847126351666557
long_halls,2018-04-26,-14.245233303982205,-25.138629136050213
white_block,2018-04-26,-10.652884507047755,-21.269254185259374
long_halls,2018-05-08,-13.978755967879552,-24.751066406183252
white_block,2018-05-08,-10.984676803653699,-20.989343002013225
long_halls,2018-06-01,-14.086574260522134,-25.054480303214863
white_block,2018-06-01,-12.31304863883113,-21.7044861488912
long_halls,2018-06-13,-14.352935168642658,-25.248601312451548
white_block,2018-06-13,-12.149812167184841,-22.090704327818457
long_halls,2018-06-25,-12.841710384875855,-24.993463217701137
white_block,2018-06-25,-11.109634461859423,-21.63740971824792
long_halls,2018-07-07,-10.845110941289441,-21.516024108786308
white_block,2018-07-07,-10.298662661495644,-19.88910759652493
long_halls,2018-07-19,-10.412040074441713,-19.950418997243645
white_block,2018-07-19,-9.931283306828206,-19.2011088851981
long_halls,2018-07-31,-13.834253192903102,-24.0054986541193
white_block,2018-07-31,-11.760596066113191,-21.835487716890533
long_halls,2018-08-12,-12.124115994138133,-22.192754829266505
white_block,2018-08-12,-10.979743940165653,-20.3678700143526
long_halls,2018-08-24,-13.550019707151996,-23.25606183186434
