ym,VV:structure,VH:structure
2018-01,-12.079393037927208,-20.77709810695329
2018-02,-12.232550897509604,-21.99226212825452
2018-03,-11.354581825563248,-18.313805918228436
2018-04,-8.781760971344866,-15.133798096544552
2018-05,-11.416772417679272,-20.697425715476697
2018-06,-11.475149196087722,-21.85257688552297
2018-07,-10.545290633290955,-19.56874790328069
2018-08,-10.19848351486625,-18.240736069734595
2018-09,-10.935320558000472,-19.383170121651943
2018-10,-10.355621495113606,-17.676698792610004
2018-11,-11.77303764607568,-23.105176517538084
2018-12,-12.010072066312134,-16.810819449812676
2019-01,-12.916284062617528,-26.79438034258515
2019-02,-12.922137569108791,-24.31087329064136
2019-03,-12.654901756710968,-26.57349821256777
2019-04,-12.606018209499869,-22.491791011135835
2019-05,-11.79280899322691,-26.885838694781597
2019-06,-10.958836308596108,-22.204288094136093
2019-07,-10.482503664767249,-20.24350029091128
2019-08,-11.070886475207182,-19.85279924182584
2019-09,-11.306867810944604,-20.803806339198207
2019-10,-12.462723562008552,-24.152621695033226
2019-11,-12.468220006012997,-24.23552789297464
2019-12,-12.976504890632777,-27.82790241564245
2020-01,-13.000374792375636,-24.184337415284315
2020-02,-12.922761312479842,-23.554475804829018
2020-03,-12.629271843184346,-23.52430146034748
2020-04,-12.571976811004015,-22.24554955353107
2020-05,-12.622554919275162,-22.36085593024421
2020-06,-11.910368901579403,-18.865641168116
2020-07,-10.073626284080804,-19.358833241400937
2020-08,-9.106314063163437,-17.499188722573827
2020-09,-9.554175528843416,-17.15131978262768
2020-10,-12.53004138199714,-19.559350822512023
2020-11,-12.521848534030225,-22.962515299012047
2020-12,-12.4531729803472,-23.179207868263276
2021-01,-12.556091048561484,-23.635430780873648
2021-02,-12.412361265716315,-23.602702891045105
2021-03,-9.636008792276566,-20.32848877370755
2021-04,-13.00362940826276,-22.97212029982738
2021-05,-12.663153222357636,-21.656068383954967
2021-06,-12.076423242899448,-21.62002809647093
2021-07,-11.495289717361,-21.031990824768464
2021-08,-10.42935910365934,-19.85663670273706
2021-09,-10.51884251125428,-20.65766126702374
2021-10,-12.717638723557316,-21.318972636699485
2021-11,-12.089549816280812,-19.130694539911516
2021-12,-13.443552529312246,-22.581804356540253
2022-01,-14.097171041242552,-24.086220720514177
2022-02,-14.017165317161057,-24.331870622867683
2022-03,-13.118531051315571,-23.547943219538663
2022-04,-13.45303493324606,-23.713804317863307
2022-05,-13.708378917569195,-23.163985447091996
2022-06,-10.412660775586028,-20.844995472351567
2022-07,-11.52430456690958,-21.63974405146429
2022-08,-10.373679034717938,-20.539129610016303
2022-09,-8.780064651261736,-19.97250931438003
2022-10,-9.025666858112771,-20.7952272862556
2022-11,-5.861379552102732,-19.522870334039528
2022-12,-4.8945565714214165,-18.808604717854713
2023-01,-4.653252869921193,-18.970676017209307
2023-02,-4.78561448457334,-19.069362507139836
2023-03,-4.667825175463948,-18.18465892743657
2023-04,-4.433952091879753,-18.036821695183015
2023-05,-6.134171034397185,-19.10483195232066
2023-06,-7.28882034607113,-19.273221399349772
2023-07,-5.521899923696289,-16.557798515413047
2023-08,-6.853630509286883,-18.071756188133744
2023-09,-5.416085957815898,-17.425329140179024
2023-10,-6.253061436243911,-19.428764532374043
2023-11,-7.047443111648567,-20.302738735330273
2023-12,-7.384349919392203,-20.91351403431082
2024-01,-7.180438841692216,-20.87230625480538
2024-02,-7.177095512564159,-20.561369127593785
2024-03,-6.736529665205121,-20.716036341220555
2024-04,-6.8313221522298395,-20.44359536639281
2024-05,-7.3499888474303265,-20.68390152467779
2024-06,-6.853443958472616,-19.00401047666083
2024-07,-6.498168664241513,-17.869458953293563
2024-08,-5.032740005790327,-16.782028534250983
2024-09,-2.868644752714943,-15.26564774901469
2024-10,-4.377589607652274,-18.11434516061034
2024-11,-4.532673898401587,-18.355589525220147
2024-12,-4.9436638948607445,-18.560409908719713
2025-01,-4.936703239603996,-18.728641652465665
2025-02,-5.003488483571436,-18.85747647385996
2025-03,-4.243224561842009,-17.997063673061003
2025-04,-5.165813869264594,-19.13935574556803
2025-05,-4.754253801798881,-18.584537665774665
2025-06,-5.2519407745743845,-18.392520885959847
2025-07,-3.9261951473544454,-16.72015779152593
2025-08,-2.4883926565712997,-15.697294549961024
2025-09,-0.6504548162747117,-14.870063037190867
2025-10,-0.4257868915719995,-14.943034212238912
2025-11,-0.760497750008772,-15.272652680701984
2025-12,-1.1671667303682385,-15.557810915455352
2026-01,-0.2917149889773625,-15.129917520368206
2026-02,-0.4953526444133818,-14.948119463784495
2026-03,-0.0337174593373312,-14.632243699426468
2026-04,-0.171606846320702,-14.7637253363824
2026-05,-0.1642509333650215,-14.93235053368246
2026-06,0.6409900904073008,-14.245810296842803
2026-07,0.6805237295760739,-13.63781993336805
2026-08,1.4723859775661712,-12.960029010853791
2026-09,0.8509177241266961,-13.523785259060237
