ym,VV:structure,VH:structure
2018-01,-17.18858124669301,-28.367794116206586
2018-02,-16.890108184207882,-27.82607958195534
2018-03,-16.506141004721975,-28.427871968462178
2018-04,-14.135651887807876,-27.41868923014713
2018-05,-12.103103888558191,-25.288330571769833
2018-06,-11.59752877856216,-19.221341511281175
2018-07,-10.651533781670304,-16.470735257442055
2018-08,-12.39063640063654,-18.463692764756676
2018-09,-11.677079321400669,-20.10206326878678
2018-10,-13.95970174967689,-27.878968923684383
2018-11,-15.007911320605697,-29.312579871311776
2018-12,-15.829070442535215,-31.28624014761352
2019-01,-16.070396494820518,-31.352782474766144
2019-02,-16.135921013489387,-30.25084954569259
2019-03,-14.396520849133465,-28.226808040684
2019-04,-15.235995315291918,-29.78027522257883
2019-05,-15.732335701369347,-28.528196404878415
2019-06,-17.321833266812305,-28.63190916305051
2019-07,-11.49044960236122,-18.08993484560324
2019-08,-11.663168398884816,-17.408138068638358
2019-09,-12.30436351469372,-18.60381860639252
2019-10,-15.813550619412045,-23.91467680250491
2019-11,-16.43132257530154,-29.64367399535577
2019-12,-17.366294852913118,-29.98613343400035
2020-01,-16.572822501642744,-26.597784482229397
2020-02,-15.344740911831009,-25.15234528830626
2020-03,-18.366172683160055,-27.339425776740264
2020-04,-18.126383992306483,-27.006904265333525
2020-05,-16.44020482851481,-26.175724424886567
2020-07,-10.959585493331948,-17.33451983686966
2020-08,-11.046572573097938,-16.761379003052877
2020-09,-11.379542625853828,-16.96504249973915
2020-10,-16.613388576851502,-24.993789076052764
2020-11,-17.91518923484171,-26.949045512414184
2020-12,-18.715323193503963,-27.190549472942426
2021-01,-18.97774019037644,-27.10412258482465
2021-02,-18.991741434779673,-27.13940410016434
2021-03,-16.599096010410165,-26.866139273532312
2021-04,-17.233650587603652,-26.820256870969143
2021-05,-16.06258618734576,-24.33220632660559
2021-08,-13.168589134891324,-18.670466283918667
2021-09,-12.695377741763473,-19.01356130902823
2021-10,-17.222522634280622,-25.643077340918644
2021-11,-17.529599039944742,-26.577038558990385
2021-12,-18.8729773850124,-26.803752205236417
2022-01,-18.753517367503132,-26.845556887079773
2022-02,-18.063683014150943,-26.731567208818447
2022-03,-17.445950914355596,-26.75430857336317
2022-04,-18.252366486678987,-26.501879503083487
2022-05,-17.65842358338888,-25.930463684441772
2022-06,-15.237052629016585,-24.077216564625196
2022-07,-16.09405447252668,-25.033358914940855
2022-08,-12.902882507063538,-20.29777797113191
2022-09,-14.233412183031922,-21.91142854833842
2022-10,-14.391358215304866,-23.860669314501564
2022-11,-12.670343911756335,-22.984504790224307
2022-12,-15.181501373880144,-23.719526616433857
2023-01,-14.835755558135212,-23.589620673147195
2023-02,-14.88119368600088,-23.48648883381265
2023-03,-12.436502877146236,-21.696679326017698
2023-04,-11.116750792831557,-19.72809050723321
2023-06,-10.292623853236549,-18.0881417737474
2023-08,-8.158733672377707,-15.39354044273434
2023-09,-7.382994434700511,-14.76648566788758
2023-10,-9.484081825565498,-17.577703313386916
2023-11,-9.558481105209466,-20.34669639295971
2023-12,-10.401169346887604,-20.875323090518055
2024-01,-9.697952140037032,-20.368531821713457
2024-02,-9.930323724846794,-20.34914035436646
2024-03,-10.291819748030305,-21.27670175828633
2024-04,-10.342159569011802,-20.713561269565204
2024-05,-9.874987206053149,-20.123666878260643
2024-06,-9.173930621104354,-18.437138045918154
2024-07,-7.320107774069199,-15.518521508076567
2024-08,-6.82262332315956,-14.888899936525412
2024-09,-6.839828456046411,-15.484354434067304
2024-10,-6.523200570326571,-15.97933328052929
2024-11,-6.505530846253331,-17.205315755160782
2024-12,-8.626130174865942,-19.6546531575674
2025-01,-8.786966987686672,-19.52106240885697
2025-02,-8.342624324285072,-19.50198453977448
2025-03,-8.259754232800985,-19.26705861557997
2025-04,-8.402751090824985,-18.828819760935332
2025-08,-4.755806873475354,-14.243584781815992
2025-09,-4.308507521580197,-13.119496365822505
2025-10,-2.878247918638905,-12.21027125700374
2025-11,-3.2048509845721274,-12.300287650680016
2025-12,-4.467310745655697,-13.315732429451709
2026-01,-4.349192292173331,-13.536174116625904
2026-02,-4.088748170063313,-13.346038702181314
2026-03,-2.819819118760278,-12.407259235038817
2026-04,-2.7226777999244964,-12.06053511662438
2026-05,-2.304182872070566,-11.87743400038882
2026-06,-2.121621293176183,-11.92582218739116
2026-07,-2.3236486784008337,-11.720344208959418
2026-08,-2.52272588189936,-11.491226341072151
2026-09,-2.28207905511869,-11.707947698151647
