ym,VV:structure,VH:structure
2018-01,-15.251630143076696,-27.28523392232682
2018-02,-15.527662794100188,-27.486381660307387
2018-03,-15.739303900298712,-29.43226375644241
2018-04,-16.473307266474055,-29.273057474886095
2018-05,-16.33609315767792,-30.655727291535957
2018-06,-11.775164672067442,-26.132096676706663
2018-07,-7.997915321370354,-14.973628942799852
2018-08,-9.04013543450383,-14.879892468844917
2018-09,-9.442760029048992,-17.810922156631342
2018-10,-11.367978670133688,-23.8619107327362
2018-11,-14.09419458143476,-29.752327342652293
2018-12,-14.539697818386385,-31.261385821252027
2019-01,-15.571268753815197,-32.44703843956247
2019-02,-15.805187529301598,-31.668337756416378
2019-03,-15.036778221072124,-31.04646742711965
2019-04,-13.601386409955396,-27.082301725527095
2019-05,-13.608748316480488,-26.54417355447923
2019-06,-11.526545119636989,-24.42206367975179
2019-07,-10.5925399094506,-18.81914137125711
2019-08,-9.709307440923018,-16.260349857387347
2019-09,-8.243938326169921,-15.9105602449642
2019-10,-10.442041564811664,-22.304110769803984
2019-11,-11.979860679397728,-25.84106271185945
2019-12,-14.275786522984395,-30.36101709735019
2020-01,-14.980455799388611,-29.101214416025563
2020-02,-16.015933250057003,-26.732646039145543
2020-03,-14.966240921248922,-27.01130105727684
2020-04,-14.411757830001084,-26.87440845021488
2020-05,-13.70191278043623,-26.161699062159627
2020-06,-10.801310346608126,-22.172448719467877
2020-07,-7.968413528340951,-15.229545424576669
2020-08,-7.719860235758237,-14.750286743372024
2020-09,-7.544000160857302,-14.893434204901832
2020-10,-12.603280393231822,-24.27874581457626
2020-11,-12.16561134532927,-23.24550782345131
2020-12,-13.317953952918955,-25.16602820905578
2021-01,-13.783055774149746,-25.889057811253995
2021-02,-13.70665047119039,-26.111094098926344
2021-03,-13.726188021568817,-26.03259367538814
2021-04,-13.764758015200846,-26.227220245472296
2021-05,-13.35641345303986,-25.626953453108644
2021-06,-12.259870036771662,-23.470371545694366
2021-07,-8.908178383238807,-16.934323437297717
2021-08,-8.266145498823224,-15.122157004922144
2021-09,-9.122730495578177,-16.310255376866355
2021-10,-11.586338869281509,-23.93606592051501
2021-11,-14.14924039815766,-25.76691106837245
2021-12,-15.757695691755528,-26.432494066313566
2022-01,-12.658948028969306,-23.99891434358295
2022-02,-13.224513029999356,-23.88989881267133
2022-03,-10.052184839388422,-21.06775162973257
2022-04,-10.791288390870472,-21.749685954689305
2022-05,-9.721582483633608,-21.227857876899805
2022-06,-9.135987142302218,-19.571426975693296
2022-07,-8.1050677452351,-15.55247117172495
2022-08,-8.117586567410397,-15.36169463862317
2022-09,-8.096457564974898,-17.158088401654638
2022-10,-11.679939288638536,-22.70306547326221
2022-11,-11.58819752702133,-22.240061838534
2022-12,-12.695897870918266,-23.0793833415074
2023-01,-12.988505638184854,-23.17695857484675
2023-02,-12.39785088962754,-22.87511304679641
2023-03,-12.804301940683738,-23.01925103275467
2023-04,-12.547665507535152,-22.7616401459247
2023-05,-11.036495660785304,-21.750672903973253
2023-06,-9.284119914564736,-20.47476005856125
2023-07,-8.369078793066734,-16.29771155655026
2023-08,-9.348117843242918,-16.04766188326725
2023-09,-7.748994064282241,-15.224736780654206
2023-10,-9.716272351964484,-19.47426136947129
2023-11,-11.65632252743093,-23.55184878861454
2023-12,-11.623655536861508,-24.51930790049917
2024-01,-12.697572883008068,-24.60990283077825
2024-02,-11.70023538711811,-24.49606179079405
2024-03,-11.27957848275542,-23.991491049585477
2024-04,-11.223434401462566,-23.392788302397
2024-05,-10.873379424497184,-22.54247301422399
2024-06,-8.78109992954511,-19.270830389613845
2024-07,-8.163451886783921,-16.357398088073495
2024-08,-6.459144282182852,-13.899127861876002
2024-09,-5.8763758383789675,-14.21211244743751
2024-10,-7.340537899765423,-15.7763823098264
2024-11,-8.165711942379449,-16.99623183245119
2024-12,-8.86999029135304,-17.557879783110728
2025-01,-9.01807191623362,-17.15118187223699
2025-02,-9.690619873085982,-17.305310851241053
2025-03,-9.81207118161602,-17.690829436914576
2025-04,-9.979288016767804,-17.838292805426377
2025-05,-7.814552096101546,-16.351526184249394
2025-06,-8.258951596720813,-16.326003171694246
2025-07,-6.177789270911991,-14.823733322102292
2025-08,-5.346422616624731,-13.51605388122118
2025-09,-5.36710144522008,-13.848221058822618
2025-10,-7.494904723790603,-15.18313418631717
2025-11,-7.833596846854544,-16.251880729747732
2025-12,-8.811915093409656,-17.130578177310376
2026-01,-8.443591691638222,-17.537180693571727
2026-02,-7.736192940807034,-16.822251797600494
2026-03,-7.600640369470925,-16.439410327733402
2026-04,-6.991110419122922,-15.817323916525336
2026-05,-6.680416296528777,-15.632211195500656
2026-08,-6.4569698600730945,-14.524147147721786
2026-09,-6.809718833007045,-14.607979956739264
