name,d,VV,VH
block_a,2018-01-01,-11.289274223456902,-20.01453227149849
block_b,2018-01-01,-15.406035238107421,-24.434535205085535
block_c,2018-01-01,-12.615449125004316,-20.87542061711513
block_d,2018-01-01,-14.996902459696663,-23.94540511017873
block_a,2018-01-13,-11.482742389994835,-19.405427208580758
block_b,2018-01-13,-15.209719008250774,-24.587260539565847
block_c,2018-01-13,-12.603769886222935,-20.978584612339358
block_d,2018-01-13,-14.910005879558867,-24.03907809497279
block_a,2018-01-25,-11.177903408986936,-19.937889098121538
block_b,2018-01-25,-15.400425274444816,-24.495876312828038
block_c,2018-01-25,-12.64453534357196,-20.729145820758497
block_d,2018-01-25,-15.444865840016696,-24.12551782539055
block_a,2018-02-06,-10.733763530201553,-19.072439468335382
block_b,2018-02-06,-15.28460203965047,-24.466848039066992
block_c,2018-02-06,-12.501776967651152,-20.863809648535756
block_d,2018-02-06,-15.279039571024018,-23.5171239785104
block_a,2018-02-18,-10.988015486322366,-18.210620667579576
block_b,2018-02-18,-15.074283145883243,-24.299566323303104
block_c,2018-02-18,-12.347477927996115,-20.62253794147562
block_d,2018-02-18,-15.297493496705508,-22.889890405958216
block_a,2018-03-02,-9.789127354864249,-17.512065288072208
block_b,2018-03-02,-14.881408740221902,-23.690206935034716
block_c,2018-03-02,-12.246829957097098,-20.311991113721188
block_d,2018-03-02,-14.510459066882017,-22.618619691614228
block_a,2018-03-26,-10.3746384579252,-17.993126891470144
block_b,2018-03-26,-14.880699265163454,-25.02905861926615
block_c,2018-03-26,-12.163188309992956,-21.550668916955416
block_d,2018-03-26,-14.00188060000968,-22.877196539628628
block_a,2018-04-07,-8.954575031647488,-17.65787809560274
block_b,2018-04-07,-13.3894640211534,-24.07509326750747
block_c,2018-04-07,-11.025299087530813,-20.560707299481084
block_d,2018-04-07,-12.912282332622485,-21.56882049373589
block_a,2018-04-19,-10.244319896185484,-17.974691378744083
block_b,2018-04-19,-14.884131731806873,-24.84303931793498
block_c,2018-04-19,-12.009192998750489,-21.023595467618904
block_d,2018-04-19,-13.820541204368796,-22.19799490200741
block_a,2018-05-01,-10.49378982054405,-18.35560597149007
block_b,2018-05-01,-14.587918916655083,-23.969644701530306
block_c,2018-05-01,-11.969925965151951,-20.879100525907365
block_d,2018-05-01,-13.552412133538137,-21.97247163511092
block_a,2018-05-13,-10.477123312686176,-17.784456498605923
block_b,2018-05-13,-14.126279201331094,-23.566815945387894
block_c,2018-05-13,-11.457145623963136,-20.31421653177648
block_d,2018-05-13,-12.790668879877982,-21.15914396505851
block_a,2018-05-25,-9.62053064161449,-17.770636439938528
block_b,2018-05-25,-13.984816194678492,-22.5581684693514
block_c,2018-05-25,-11.177158058320359,-19.505649210473635
block_d,2018-05-25,-12.1893200672438,-21.000515251180705
block_a,2018-06-06,-10.153641823403643,-17.635749248848082
block_b,2018-06-06,-13.768597539266297,-22.21658267255828
block_c,2018-06-06,-11.308061677200818,-18.931438610595993
block_d,2018-06-06,-11.754907009007432,-20.293802990364423
block_a,2018-06-18,-9.843263142250043,-17.702176613541194
block_b,2018-06-18,-13.616275022641263,-21.737836316558802
block_c,2018-06-18,-10.84280335027327,-18.7592314397068
block_d,2018-06-18,-12.270791158199517,-20.98489823043478
block_a,2018-06-30,-10.091383821575334,-17.848752353930855
block_b,2018-06-30,-13.54754270044173,-21.205376081370886
block_c,2018-06-30,-10.806835233582083,-18.576665769795504
block_d,2018-06-30,-12.002370975297719,-20.880594001360947
block_a,2018-07-12,-9.25820004114621,-17.161297344993276
block_b,2018-07-12,-12.138612079649306,-19.276184726382724
block_c,2018-07-12,-10.065770565673931,-17.7662046178282
block_d,2018-07-12,-10.900913410206076,-19.394749623849297
block_a,2018-07-24,-8.192348271820409,-15.804503110245003
block_b,2018-07-24,-10.410799386483196,-17.174697627556647
