ym,VV:cn_horinger_r02,VV:cn_horinger_r03,VV:cn_horinger_r04,VV:cn_horinger_r05,VV:cn_horinger_r06,VV:cn_horinger_r08,VV:cn_horinger_r11,VV:cn_horinger_r12,VV:cn_horinger_r13,VV:cn_horinger_r14,VV:cn_horinger_r15,VV:cn_horinger_r16,VV:cn_horinger_r17,VV:cn_horinger_r18,VV:cn_horinger_r19,VV:cn_horinger_r20,VV:cn_horinger_r21,VV:cn_horinger_r22,VV:cn_horinger_r23,VV:cn_horinger_r24,VV:cn_horinger_r25,VV:cn_horinger_r26,VV:cn_horinger_r27,VH:cn_horinger_r02,VH:cn_horinger_r03,VH:cn_horinger_r04,VH:cn_horinger_r05,VH:cn_horinger_r06,VH:cn_horinger_r08,VH:cn_horinger_r11,VH:cn_horinger_r12,VH:cn_horinger_r13,VH:cn_horinger_r14,VH:cn_horinger_r15,VH:cn_horinger_r16,VH:cn_horinger_r17,VH:cn_horinger_r18,VH:cn_horinger_r19,VH:cn_horinger_r20,VH:cn_horinger_r21,VH:cn_horinger_r22,VH:cn_horinger_r23,VH:cn_horinger_r24,VH:cn_horinger_r25,VH:cn_horinger_r26,VH:cn_horinger_r27
2021-03,-13.711986897235478,-13.98227718832379,-14.333081498220485,-16.599096010410165,-12.429088636360003,-15.01968381418865,-13.052934696097443,-16.914082769770374,-12.078516512743105,-13.806745562294399,-12.868874934574873,-13.469352258420754,-14.04168864433929,-14.488793509491604,-17.657820343890386,-13.767359001810714,-13.780202683478871,-13.636826799564574,-14.611297685987726,-14.096477756964022,-12.629853939957243,-14.062933272643258,-16.32490741222336,-24.416266288714354,-24.267710940857093,-23.743194495593187,-26.866139273532312,-21.71682940784089,-24.72781668356048,-22.837475233723666,-26.896722137717646,-20.714153611832305,-25.772842147389156,-23.83799654897684,-20.280725000757712,-25.509861492322997,-24.95991832065215,-27.24718894687913,-24.18662446285738,-24.03487484595168,-25.06834108053727,-23.769429121297655,-24.643483317695065,-20.25465371238615,-23.997835938341396,-26.413800337914655
2021-04,-14.520186579042173,-15.137114799858061,-14.922602088405059,-17.233650587603652,-12.93065331617991,-13.206427124992242,-12.841683751296388,-16.7167759209371,-12.78830215121539,-12.801144838735684,-13.451282137344428,-13.411959904052052,-14.619783759709112,-15.081544885214774,-15.111631439470225,-15.006451024982692,-12.909685879680676,-13.200825671482544,-15.177981460113813,-14.039022295814492,-12.986666796728207,-13.801360908335237,-15.532964678675485,-25.32060936115211,-25.77260965805214,-23.963488379664277,-26.820256870969146,-21.905339238118728,-22.44634606723497,-22.487875157409036,-27.139964682895798,-20.678069402243185,-25.45115759102146,-23.85806621677055,-20.362484149182258,-25.653378945817572,-24.998285632232243,-24.84725517553214,-24.2257189421345,-23.150197175756354,-25.01969527410428,-23.75590477545928,-25.30084231859105,-20.86199529357587,-23.656716244071845,-26.067898306656815
2021-05,-14.444946191406386,-15.842104790766173,-14.470074999211649,-16.06258618734576,-12.720830638864458,-9.614942143500791,-12.28818939528479,-16.37311400750615,-12.274054935391138,-10.626673810843474,-12.981951083252074,-12.723121627787192,-14.11077347015213,-14.714288346722283,-13.972148790702134,-14.851502566053787,-10.925804254365545,-11.777732116030341,-15.007799074636127,-13.494226579616482,-12.095557705034606,-13.599643506224206,-13.162803602437076,-24.8096427416788,-24.96411563581323,-22.35218562367415,-24.33220632660559,-20.926987794877498,-18.136330545291603,-20.871125101763532,-26.146100728446523,-19.946840565243534,-24.161055833077643,-22.637590011810403,-19.289031989907198,-23.18679071913063,-22.914019282907777,-23.416307430109832,-22.491366152018642,-22.59789575432852,-24.69034723954578,-23.27840164419344,-23.74309288155981,-19.784641472737466,-21.2558928761213,-24.598272318471576
2021-08,-12.323996007931159,-12.481512437105035,-13.478485321389414,-13.168589134891324,-12.33418447738051,-9.936257039400425,-11.692689702318763,-13.706129005998696,-11.844852733116415,-12.054369773122046,-12.382539515292097,-12.949927462774497,-12.501810019258421,-14.099803795207984,-10.076559623935202,-14.039693415297549,-12.67953615037789,-12.09382278323983,-13.261719142199015,-10.86213888161431,-11.189610851352215,-13.798895305400748,-11.948121885375485,-18.603727849459176,-19.838668424663858,-20.356388453039102,-18.670466283918667,-18.870375031515433,-17.826610471238904,-18.957276218077656,-20.142861365151678,-18.20819882975118,-18.538331890963637,-19.92687650752371,-19.81116648422578,-19.68394193393654,-21.257231157192,-18.89057218156899,-21.458408906940758,-20.182866352929533,-18.69016951557358,-19.98837161858445,-16.660330562644607,-18.495043752921816,-20.698578930059874,-18.69703731679174
2021-09,-12.331112767617125,-12.05822034393712,-13.044121542263657,-12.695377741763473,-11.57599418376375,-7.590518917061841,-11.64237524102953,-13.49806281426018,-11.603230428903194,-11.079053060368755,-11.890535509648096,-12.621887694563116,-12.091000060666833,-13.58044043889226,-7.07783325026606,-13.401959178681027,-11.916259105230692,-11.60753685868297,-12.670956900614616,-10.91189870188129,-11.947078419466393,-13.712496343554154,-11.558127959692165,-19.267697028764452,-18.4309337011657,-20.486876862238837,-19.01356130902823,-18.985147684610588,-16.099321171924377,-18.913802831098188,-22.060314204119024,-18.26855264945808,-20.16233773214708,-20.024014631863686,-19.486898021914953,-19.694639790773913,-21.076548650583447,-15.73243883258828,-20.822970884786912,-20.66379779092613,-20.472884145475724,-19.726551985973863,-16.612535307403398,-18.97846619840798,-21.062560660465163,-18.725772237653477
2021-10,-14.997908761342298,-15.511766966253438,-15.023352538205144,-17.222522634280622,-13.44181142314622,-8.331497848308732,-13.41607237408143,-13.716264350894487,-12.664605699707653,-13.414821683378731,-13.563693479680966,-14.475478889969477,-14.575208015846624,-14.909147270718124,-5.016475692237105,-14.813904147022212,-13.048713500517955,-13.727308171898045,-15.07431401495702,-14.768300789516339,-13.038483116838341,-15.07835493512373,-13.85160501680749,-24.330620453951628,-21.56990756787353,-23.84606160157624,-25.643077340918644,-21.584384048778986,-16.813421242084992,-22.763840480868602,-22.689067901728308,-21.106695686604674,-25.375961650757183,-23.103095753224522,-20.88015322498247,-24.588538908337664,-24.34377917288856,-12.906388316040214,-23.815541203298658,-23.235146682515058,-25.593001388526332,-23.346290812345487,-23.288469414732873,-20.331762603477355,-23.625802925188854,-24.02311685743191
2021-11,-15.434535105413751,-16.57525036555363,-15.451585002421554,-17.529599039944742,-13.796238770496897,-7.918011042548981,-13.403594221095695,-10.88305560640023,-12.442053179789252,-13.828533069063964,-13.44718453037219,-14.730583644742081,-14.461047635199005,-15.239289228625998,-3.584143190241721,-14.905739821704323,-13.234793408474758,-14.384916462367775,-15.896750249831936,-15.577157650301832,-13.367067624615895,-14.858096312770144,-14.6843088770382,-25.92812043322111,-25.66460135443151,-25.17695189521975,-26.577038558990385,-22.878055006356192,-17.2377745343196,-23.297525339611898,-20.208252972575146,-21.262643667612657,-26.279609172558914,-24.50028734980225,-22.020927521596867,-26.294983930063754,-25.159967248127632,-11.116708488042782,-25.13197683346705,-24.203047105526725,-25.941205912739,-24.872060131069176,-25.65876374310765,-22.121700203950205,-24.57775436349267,-25.350377874575358
2021-12,-16.99838168248838,-18.35605145100943,-16.46710927511066,-18.872977385012398,-14.751834385659647,-7.75254084829604,-14.196744757077166,-12.276193737041677,-13.239007897727273,-15.403236279869157,-13.854976060722635,-16.848909204339208,-16.085185031711422,-16.034867017765187,-3.9504731286012493,-15.315550368264603,-14.20171096119947,-15.747482386615246,-17.054291623900504,-16.955412658327653,-14.406528766959934,-15.751436969967617,-15.775272099670033,-26.764380499306966,-27.22901190528463,-25.960178839246467,-26.803752205236417,-23.354561285957384,-16.743511663588336,-23.45712828667407,-22.072148424169075,-22.290698284273113,-27.194002433431535,-24.57530403751965,-24.24946042352716,-27.21756222065872,-26.078860631205465,-11.711129694118512,-25.94719136856436,-24.672559265922814,-26.375529928188982,-26.188229963464096,-27.226739578341707,-22.9129706743908,-24.32904464091331,-26.297929833505272
2022-01,-17.091387953009015,-18.510178481829122,-16.483986060071917,-18.753517367503132,-14.87455739847565,-6.292051194518942,-14.044566489642701,-11.489944588977803,-13.310696625990577,-16.07815395687012,-13.701819112438622,-17.026142067631724,-16.00170965455707,-15.7680405534488,-4.476707513852441,-15.141526357869655,-14.269491484521343,-16.41975456485328,-17.17056059585444,-16.91932990232752,-14.255995743209452,-15.628161070581806,-16.548956507350805,-27.00115927478889,-27.522802523011126,-26.12045836748441,-26.845556887079773,-23.299344761949165,-15.421585219032865,-23.22615558176198,-20.939488604901904,-22.11378183034872,-27.151777445190355,-24.39412476113343,-24.862722103576512,-26.894835703988633,-26.218867876767458,-12.290954983787723,-25.857878248932373,-24.362223384908674,-26.969361439860464,-26.731697115863188,-26.78749241855894,-24.085974618708736,-24.294833616531356,-26.777153075927185
2022-02,-16.84886933208492,-18.05058812280442,-16.322602169677793,-18.063683014150946,-14.673011434394446,-6.028226046842022,-13.821760693155323,-11.951276944626116,-13.44920226363008,-15.86889275120608,-13.933053137572964,-16.723835987926805,-16.209509216862074,-15.712497096977751,-4.358553341127033,-15.258743052038954,-13.86148864450286,-16.3049353488405,-16.733961308110686,-16.769223855201723,-14.139715529618485,-15.32447609522934,-16.555631951450167,-26.792443043499585,-27.507114162280764,-26.20578922988769,-26.731567208818447,-23.44410819800131,-14.916150195181336,-23.160344408413863,-21.378330038893477,-22.211024256417662,-27.02782770604251,-24.304512547956776,-24.484140164652448,-27.25943097049756,-26.218966288495672,-12.32542379548201,-26.107906655144404,-24.418916562183796,-26.644716924938635,-26.42611841974737,-26.871303986086293,-23.565775499388998,-24.56107894551039,-26.7513340815931
2022-03,-15.226764256621623,-16.73703850973725,-15.142152222674195,-17.445950914355596,-13.832995261781143,-5.13389633454217,-13.2608785464244,-9.323550282609748,-12.251069018416581,-14.292824145390233,-13.511366946353965,-14.205286429107808,-15.695957412930914,-14.690575384835695,-4.1010105529002585,-14.818434048148438,-13.256652394703886,-14.799712657459072,-15.688120140418635,-15.921715710955613,-12.524424025494763,-14.446161606320175,-14.80769944812658,-26.242101555212393,-27.047471165908718,-24.53502684668594,-26.75430857336317,-22.857259677065723,-14.261302347253444,-22.928377533116667,-18.291476102080622,-20.855264422573132,-26.25076889960163,-23.705216576913525,-21.336318832693156,-25.90698142692992,-24.886976377346187,-12.710662498684371,-24.870848669279354,-24.027528823308927,-26.162042213043378,-25.55298261867627,-26.435140036090825,-20.927082584490847,-24.29267717332837,-25.44100579041026
2022-04,-14.484062197153943,-17.371566971767525,-15.655065767773433,-18.252366486678987,-14.01146069667325,-3.8211425749417236,-13.15765164127337,-6.487485410449979,-12.77898562839641,-15.355248338836528,-13.707637013357209,-13.97507215036947,-15.466813817667173,-15.17689857550792,-3.7066602529402655,-15.349448996373393,-13.79281358779973,-16.156641463760245,-16.222719431043096,-17.13828670704324,-12.194669460810609,-15.190167836167701,-16.29578426809629,-24.789460213925324,-26.842154007677802,-24.053339017653656,-26.501879503083487,-22.661723241890382,-12.833233626244404,-22.038230832358813,-14.786776128602929,-20.614529200834948,-26.595662326469046,-23.64288497602203,-20.412528712431147,-25.873863058928514,-24.99807459254913,-11.633886089909915,-23.709949886559137,-24.417671580610666,-26.085444842828725,-24.86269734911241,-26.924667763858366,-19.926305451166215,-23.496032248174984,-25.883371354547904
2022-05,-14.10260117146997,-16.232971205619677,-14.085148908201436,-17.65842358338888,-13.456581497011584,-3.5345282118787544,-12.89364018288412,-5.085844958565554,-12.334353439122633,-15.079897010337103,-13.37200981138369,-13.383352937181666,-14.351902389992652,-14.703267618435033,-4.049840417335882,-14.865134115095408,-12.23800680201192,-15.439738462309137,-16.099312575525186,-16.37156428011562,-11.641038231000866,-13.881160372623244,-14.076628003885071,-24.729932787442447,-25.55483122670231,-22.344389319683756,-25.930463684441772,-21.91025743779075,-12.670573557021573,-22.41544332377604,-12.945555144683507,-20.288135654113407,-25.641389871068725,-23.161871112053475,-20.07149032412978,-23.958913309922668,-24.333929457522864,-12.295782809501272,-22.941929544229268,-23.69429230660691,-25.068786003686686,-24.61659993056212,-26.113365302291545,-19.55665112586881,-22.770802065096593,-24.983883576014268
2022-06,-11.293517793158307,-11.687527988582492,-11.12393400733841,-15.237052629016585,-12.016986220743261,-3.0953373572914273,-12.000087278772003,-0.931157502730725,-10.377058425202858,-12.635240446073132,-11.767147551057377,-12.364286225002331,-12.218836965606657,-12.582081290693043,-2.403065210811924,-13.281208864412143,-10.4761638895189,-12.971465905373936,-13.40998677896916,-13.094205848208514,-10.132456799838423,-12.957309089513032,-11.413890636284869,-21.660009116802733,-18.286695018481907,-19.588615601179455,-24.077216564625196,-20.215918004271778,-12.102195001515014,-21.753643372334672,-9.886782863516903,-18.347502874156305,-23.04198248939084,-20.449084380601995,-19.046908240372233,-20.481435383964225,-21.69837095315964,-13.065660512705197,-20.475298745147132,-21.45793323760591,-22.963658428788438,-22.637124791886173,-20.388782126420008,-17.853332969218346,-20.746945243081264,-21.538645044539454
2022-07,-11.787700401502104,-12.17336049154516,-10.158711856190951,-16.09405447252668,-12.699215377100424,-2.9059690270557197,-15.913605228191226,-0.4537858644844014,-11.183488395426842,-14.314732969902519,-12.0967756771886,-12.228291177034382,-11.226857390969586,-13.792241029984547,-4.046348381719588,-13.479185733333383,-11.58537045394164,-13.810396019264623,-14.161501120610778,-11.92111948184434,-10.509522903549419,-13.636751722320362,-13.2024366835619,-21.086077335008262,-17.84908287316849,-18.397047619956542,-25.033358914940855,-20.885003153135305,-11.84601245120724,-26.43177504222146,-9.401578388283252,-19.59470456981498,-23.45746304073398,-21.575890865463546,-19.202389824326772,-19.487306531822522,-23.557213562789393,-13.421405053992878,-20.909300615247208,-22.02820403702795,-22.772494205479656,-23.397905579903814,-18.01160628210185,-18.067941380700905,-21.597563570677792,-22.910050222719885
2022-08,-9.97915171356334,-11.416644785021527,-9.206021654895656,-12.902882507063538,-11.235446326165855,-3.164162765752641,-16.141390292573288,-0.7097362810684176,-10.210756792498904,-11.894028005708538,-11.558350427129843,-12.291506217228346,-12.201234469998234,-12.432402613149145,-3.318398071316311,-12.679677333062205,-13.876305310093981,-11.893656621670555,-10.59414891327102,-11.528173663205123,-10.835686776966877,-12.163011138626107,-12.911663599248785,-17.151439130713218,-17.705560302015616,-17.58923551016666,-20.29777797113191,-19.11704153436086,-12.42231337393089,-25.67360245501472,-9.515703874465906,-18.17578600951837,-18.430265716463293,-19.211415430736736,-19.687785873142882,-18.984276551073126,-21.3314613840362,-14.21608269637591,-20.65274500375188,-23.07764663639423,-18.313740300596802,-18.41618936612372,-17.492751682615843,-17.833575416840237,-19.94603334788983,-20.708936137264775
2022-09,-10.71325776283431,-12.337298672370657,-9.578962247275275,-14.233412183031922,-11.380417770622225,-3.3593058488638916,-13.982593116497922,-3.9865226647458996,-10.922363582151894,-11.693686105123405,-12.036001629982763,-12.968646142172615,-12.50667566197025,-12.918448528803806,-4.2028888031872595,-13.417720335275282,-13.285233136624806,-12.190851637051225,-11.055164600151283,-12.202634361980817,-11.386708260171654,-12.788830883774565,-12.679031787814917,-17.702844569380947,-18.923547235237628,-17.763768442474824,-21.91142854833842,-19.375818115584103,-12.570789996551374,-24.152021453103327,-11.754889416125744,-18.594118602195813,-17.75844986770414,-19.39977479632554,-20.449820692726753,-19.819274602645965,-21.08818100816745,-14.492504442487249,-21.28290353362897,-21.236152065945266,-17.95207384446736,-17.93102280899382,-18.505399768757805,-18.874799233971668,-20.483658189809717,-20.407621044303987
2022-10,-14.139738147907833,-15.229245972153992,-10.525144128834103,-14.391358215304866,-12.288172042128627,-3.8211830841896495,-13.20796443617105,-4.022866777668508,-12.056476113871168,-16.604802490002882,-13.359521029281227,-14.85776988599069,-14.077155332090268,-13.619803104426092,-4.516101077592086,-14.553325647202477,-14.243882583732354,-16.44097179053325,-15.089139123226774,-15.560649325848448,-12.376214491683676,-14.421205795197277,-15.290045104555961,-24.15327387512057,-25.0170966533,-19.14516136510105,-23.860669314501564,-21.292593511471978,-12.98533253941186,-23.817043313662655,-12.03982779137771,-19.983020646649376,-25.717089775910363,-22.93268867300356,-21.153481144172375,-24.224679380883266,-23.663133989025074,-14.956543848411606,-23.730863543036968,-23.69508959709193,-25.27784567832128,-24.146292310712695,-23.16137316272259,-20.48788900971728,-23.27187403719423,-26.34116580374797
2022-11,-11.897747778585448,-13.635650975979848,-9.448045864631633,-12.670343911756335,-11.111538821087905,-2.700933456791239,-11.379254514228274,-2.4186827336968846,-10.39904657939871,-13.892956232511814,-12.104368244247413,-12.946486518033272,-12.13695092960024,-11.97490858576524,-3.447889450308004,-13.277782910607435,-12.388368692101482,-14.214101101849366,-13.175349467085553,-13.579652153813761,-12.149193168490918,-12.389730932306545,-13.681411739603238,-23.206726479115783,-23.318921324442105,-18.434686083305152,-22.984504790224307,-21.064086455593184,-12.080981636815801,-22.78547074057588,-10.491109645500757,-19.61205438083099,-25.166054002845076,-22.73102520619465,-20.517213561916844,-23.362529048922678,-23.123261343604923,-13.790345603082198,-22.8990926598213,-23.40480065700205,-24.694872450720624,-23.613369869470823,-23.017694752728335,-20.101326743258674,-23.29442849719062,-25.194406727370602
2022-12,-15.010369960406488,-16.233714901232823,-12.453526653489785,-15.181501373880144,-13.992421035174354,-3.2503134609723636,-13.517527450918879,-4.51031551018739,-12.924327104729178,-17.600498110643773,-14.470932810250423,-17.06131065231856,-15.85462166884066,-14.985375072926592,-4.7567742317927575,-16.208145938579513,-14.470745621177723,-17.562731775964405,-17.175677519075787,-17.957659832895512,-13.71751804774165,-15.823541808194928,-16.50844015539462,-26.10267790075142,-25.9714797319439,-21.25621123947123,-23.719526616433857,-23.382539373441627,-12.133037049383747,-23.340149315361355,-12.352725249399988,-22.317660109872133,-27.236877728271647,-24.704793574816307,-25.464880499168597,-26.884388363044554,-25.507123554374314,-15.376207881809252,-26.211779657512686,-24.073567232889808,-26.834442198467254,-27.166177451923772,-27.403954151382585,-23.956886220494386,-25.13058625329849,-26.960437240337193
2023-01,-15.119149863682575,-16.082730176503595,-12.412885705054737,-14.835755558135213,-13.866673935713127,-2.994935756001203,-13.531252570128984,-4.502338468449698,-12.825082906674377,-17.34607168631442,-14.136375922465596,-16.459941661187106,-15.93522842517505,-14.605607199744309,-4.77118125330605,-15.797125080040331,-14.441451981332541,-17.118869623041395,-17.024097279213986,-18.45184714009235,-13.49078836799495,-15.124837453443305,-16.45221562856125,-25.998352444632854,-26.027346982211522,-21.584464252788216,-23.589620673147195,-23.362851664589186,-12.188318833641357,-23.41995024524946,-12.588375756010802,-21.713176737318463,-27.2928030253224,-24.364724222615546,-24.250378555267957,-26.739442016654316,-25.601783265851054,-15.53039371848904,-25.690910753431627,-24.270533041671797,-26.396436495807436,-26.563796820609582,-27.361736858700716,-22.829609791807776,-24.883793469524242,-27.0468107415385
2023-02,-15.222773877607088,-15.98542924760667,-12.504584467576281,-14.881193686000879,-13.755636821549341,-3.129619657962203,-12.34682050792066,-4.254195404765253,-12.465768063147198,-16.848922631744852,-14.138524761453175,-15.431513964403118,-15.50603032925324,-14.457995143885295,-4.366352631616493,-15.866293730045049,-14.307744742722736,-16.998983446854574,-17.365697825374852,-17.71406686832521,-12.690948530333344,-15.106362756372814,-16.47739984790758,-25.828170814090136,-25.916782104857536,-21.192941259424366,-23.48648883381265,-22.956751097314598,-11.860633519124452,-21.82394544958067,-12.376187268343571,-21.299140790691673,-26.842605926910522,-24.466871644126602,-22.608672226473132,-26.305345579202907,-24.848375154953615,-15.208058466241678,-25.38363719963759,-24.23615572555932,-26.328977067912884,-26.213312455373952,-27.159712642852234,-21.336889570811312,-24.629743573661088,-26.896580025416835
2023-03,-13.996860078865549,-14.79481231233422,-11.606471900697862,-12.436502877146236,-12.720204912424812,-2.3159403591382453,-9.44273345654372,-3.585771245167803,-11.573237986438127,-15.302656977323444,-13.31198531842799,-14.785358567119268,-14.831059210451286,-13.490018841167096,-3.704184032007791,-15.193958373215013,-13.450851995045962,-14.119142935445371,-15.818845722658278,-16.780028907892678,-11.802848458697179,-14.759660537061954,-15.57188693579199,-25.251628491188725,-25.275616023519177,-20.69807712663078,-21.696679326017694,-22.310134389623578,-11.593465961253518,-18.548559398876108,-11.439319825717542,-20.384975346471556,-26.261601576596107,-23.84169416441427,-21.960648242863144,-25.455248948455377,-24.224641310423756,-14.808629268841553,-24.502232915062745,-23.91835536213948,-24.36661415516637,-25.966531085744123,-26.912121786256016,-20.88649307357189,-24.429099027099525,-26.596075979491502
2023-04,-13.368389639281158,-13.825678936917768,-12.078540899635154,-11.116750792831555,-12.77355135055116,-1.6097931466484026,-6.156066988741007,-2.3179766385467064,-11.359530335390122,-16.56784749394812,-13.312511843353676,-12.921031013887974,-14.940195823741018,-14.168181179844748,-4.2149746379929836,-14.980071333518564,-13.817094407140099,-12.988408505732055,-15.10914168219286,-15.632579673777949,-12.006862401573512,-14.294741525112592,-16.9548833169939,-24.131737118712923,-23.76382136002949,-20.53053714520822,-19.72809050723321,-21.719450154012442,-11.14411154622623,-14.680237994638283,-10.627611588242479,-19.529242567845007,-26.54683988024476,-23.541670707343663,-20.633706811818172,-24.828559111253757,-24.6391281562855,-15.078654055703216,-23.947668398593454,-23.6164250559195,-23.719586644089105,-24.993344237828868,-25.837551039067105,-20.247303327227993,-23.475784739906302,-26.154272730640194
2023-06,-12.691775399908236,-12.645661395987714,-11.21897139607931,-10.292623853236549,-12.431355913729652,0.30956003908874247,-2.8176011413113438,-2.1497443372428364,-11.421404937163924,-14.784748501690233,-13.394221323644153,-12.354778232920127,-13.502325585155502,-12.630204489357457,-5.284555703408186,-13.690381416857944,-11.128780895163526,-9.626169740575172,-13.751869377967296,-17.474662646867067,-10.87792822597422,-13.537250216451676,-14.190954056468486,-20.53711460505595,-21.26427875305681,-19.075555767721543,-18.088141773747402,-20.483629364595323,-8.919643568518335,-10.943589108922135,-10.51875650420279,-19.21537214397215,-22.00602831150931,-21.82836135253423,-19.21904726631526,-22.221489962392454,-22.84132460414534,-15.661162786664994,-21.572509822338397,-19.8654585473694,-18.47895184786777,-20.793895349631818,-27.177057775579982,-18.48138078788609,-21.230019589546423,-23.133474838837778
2023-08,-11.58026260641915,-7.7867070473516895,-10.862269061399305,-8.158733672377707,-11.800668525406294,0.21334679240373572,-1.416025061526583,-3.3083059446039815,-10.416233785142145,-13.209560521320737,-11.78223224905383,-12.321611646528087,-12.564756715225066,-14.040979620447608,-3.26543657252358,-12.71214935716926,-9.776829786638821,-4.472109905915658,-12.179318932664119,-9.079353060830895,-11.191638985245145,-12.965465095431641,-11.764891301662775,-18.205214980894436,-17.41419226822192,-18.463692027205823,-15.39354044273434,-19.462005740680176,-8.93352089395475,-9.298831434005617,-10.887815865465061,-18.07006129337283,-19.25984693320634,-18.980414109297552,-19.723902407776002,-19.70124437586334,-23.16845516349461,-15.406243975081379,-20.04799327640744,-16.68993731635527,-14.591684258001509,-19.81027658945098,-20.545660322203535,-18.840391400094404,-20.58167530245816,-18.289114197829115
2023-09,-10.829287157299596,-6.642299085409395,-9.41980553324422,-7.382994434700511,-10.397203535363673,1.2429616935640502,0.2100766185175862,-2.641778500662492,-9.71565431882091,-11.196512933180252,-10.816747897848208,-11.156377974915014,-10.90200415735218,-12.544756424710144,-3.445914590598335,-11.722773653921358,-8.414499372241973,-4.227613745637328,-11.691170973565836,-5.244363526110144,-10.243681121723473,-11.754389670312442,-11.157541575399723,-17.87703059475797,-15.627296262528791,-17.109863279722692,-14.76648566788758,-17.841106063397966,-8.221124862896785,-8.5118203598598,-10.05553308008897,-17.30148571826504,-17.212290568750895,-17.963706443859017,-17.8968240406837,-17.630097469270954,-21.520749293572973,-15.30755596090361,-19.02971723918408,-15.698499158229454,-13.82856095644638,-18.680130673103413,-16.174977741606323,-18.044324671225183,-18.73030773277914,-17.297404843904093
2023-10,-13.67569861328473,-8.470114518955043,-11.529436651715406,-9.484081825565498,-12.995833166216155,0.23310045059037565,-2.440538197889122,-2.92015980474478,-11.441901855590775,-15.667684030159945,-12.918935582249981,-13.736756515293775,-13.662448447604842,-14.670463795816438,-2.7710578559745573,-13.918936701061003,-11.552946254718936,-5.692674085194532,-13.937321991364295,-4.482683981703618,-12.213924836222564,-13.734840742535713,-13.826747273015847,-23.06489766282669,-17.23432522743061,-19.92415606874208,-17.577703313386916,-20.75289183684746,-9.359153491580205,-10.822260431264842,-9.899288343055016,-20.250405991005362,-24.91682892371818,-22.50468018676172,-20.80529921803634,-21.959672655441516,-24.169521909004654,-15.81074856815113,-22.921050176364968,-20.97430688923703,-14.317133283173398,-22.58546227929749,-14.586973457270982,-20.35932259827017,-23.59755736315249,-23.220013159211938
2023-11,-14.73453877251254,-7.419098188671111,-12.252372637624218,-9.558481105209466,-13.190833568828525,-0.13437660752145245,-5.017251805383081,-2.7496726991434115,-11.700114462569509,-17.518054023726858,-13.552365241914174,-13.721102150242974,-13.854983253360505,-14.952718501832837,-2.4198101794209395,-14.13722440027391,-12.488955211890524,-5.397167085373031,-15.6850196481643,-3.3951936984842237,-12.769848119560383,-14.47489612898434,-15.329949942951547,-27.708644740845763,-16.48788459817623,-22.24675156208643,-20.346696392959714,-23.19766358950993,-9.430860420430676,-12.789465925564135,-9.32029499080891,-21.771907092571055,-29.864264448086786,-25.299561731314505,-21.6102536875618,-25.813381879186302,-25.669463476810694,-15.91319086146581,-24.414896848000282,-25.231252630713584,-14.093084961922678,-27.276854235199345,-14.2362190974581,-22.095897752444973,-25.583298219968547,-30.220567417560222
2023-12,-16.316605236474594,-7.695204642091525,-13.73003773662775,-10.401169346887604,-13.809997141200684,-0.6545335369450016,-5.22927173018795,-2.4688819317505204,-12.837474377834376,-18.46259215074021,-14.46699310972156,-15.406547659354034,-13.334761076438738,-15.73693278331309,-2.8380588934045963,-14.518165308093199,-13.26444809323307,-5.5146887099291435,-16.969799100427263,-4.984354340272477,-14.151403048594595,-14.352457883785705,-16.829004843733156,-30.028994359416053,-16.655053294541933,-24.259382015954984,-20.875323090518055,-24.12244424784662,-10.046091176948535,-13.368585995461299,-9.343040548804506,-23.365475576753187,-31.350381596787294,-26.252352745918895,-25.8677085607023,-27.423124524157824,-26.863157549839535,-15.777485928696313,-26.57378252203695,-25.867650525534884,-14.895167719312399,-28.538900154644445,-15.793795748650814,-24.411203917035216,-25.893291264988235,-30.57150846261854
2024-01,-15.071694269594387,-7.634340972049775,-13.467250298299717,-9.697952140037033,-13.17073688303616,-0.892844223224527,-4.924346627905012,-2.75074385506497,-11.632893751801312,-15.695880661423576,-13.22155875243223,-14.33867602747599,-16.26841532107442,-15.714864765370212,-3.943910981431641,-13.273153428867749,-13.16304484755299,-5.520084992437478,-16.182774600456437,-5.644596042959857,-13.584350025441475,-13.209111517225683,-14.864036919706175,-28.85122147682473,-16.64490010338247,-23.536212554871113,-20.368531821713457,-23.208671480424808,-10.370526732385262,-13.122784519034163,-9.682716234808888,-22.511161914571158,-28.08309992030559,-25.11113589474711,-24.26626982638621,-28.9271377503251,-27.461682072756957,-15.265419134339975,-24.24984860588906,-24.984864047505788,-14.554355663732322,-26.727704279784486,-15.66651023864045,-23.034213154449443,-24.58474913227621,-29.143881978717456
