ym,VV:cn_horinger_r02,VV:cn_horinger_r03,VV:cn_horinger_r04,VV:cn_horinger_r05,VV:cn_horinger_r06,VV:cn_horinger_r08,VV:cn_horinger_r11,VV:cn_horinger_r12,VV:cn_horinger_r13,VV:cn_horinger_r14,VV:cn_horinger_r15,VV:cn_horinger_r16,VV:cn_horinger_r17,VV:cn_horinger_r18,VV:cn_horinger_r19,VV:cn_horinger_r20,VV:cn_horinger_r21,VV:cn_horinger_r22,VV:cn_horinger_r23,VV:cn_horinger_r24,VV:cn_horinger_r25,VV:cn_horinger_r26,VV:cn_horinger_r27,VH:cn_horinger_r02,VH:cn_horinger_r03,VH:cn_horinger_r04,VH:cn_horinger_r05,VH:cn_horinger_r06,VH:cn_horinger_r08,VH:cn_horinger_r11,VH:cn_horinger_r12,VH:cn_horinger_r13,VH:cn_horinger_r14,VH:cn_horinger_r15,VH:cn_horinger_r16,VH:cn_horinger_r17,VH:cn_horinger_r18,VH:cn_horinger_r19,VH:cn_horinger_r20,VH:cn_horinger_r21,VH:cn_horinger_r22,VH:cn_horinger_r23,VH:cn_horinger_r24,VH:cn_horinger_r25,VH:cn_horinger_r26,VH:cn_horinger_r27
2018-11,-16.898607876318145,-17.87160602435287,-14.24244564225669,-15.007911320605697,-14.496884854964737,-16.772134187336846,-13.718977574175803,-15.018307897875449,-13.544424734237694,-15.740877540861813,-12.884433410238113,-16.29857453398075,-14.828654876125233,-15.680650040463053,-17.28757748683989,-14.63368069557766,-17.58453626886589,-15.351470991441865,-17.298680354358865,-17.778009995028448,-14.560052137574349,-15.40906616751809,-17.63936302886205,-30.168605154976493,-31.52698666502785,-22.602392809569466,-29.312579871311776,-27.18781257916192,-27.77503974037257,-24.790288132263015,-30.344571114332396,-22.906972489168353,-27.408215303959665,-24.27286644534358,-23.954892802324178,-28.854835760278732,-28.63549274618959,-31.74957929363763,-25.840597541618624,-32.13067078022213,-26.29224063000852,-27.88239894356918,-30.503123390886984,-22.544301442595902,-26.421646461890347,-30.022863181431347
2018-12,-17.136061537091017,-18.057508748414147,-14.513144931093922,-15.829070442535215,-14.502666781860038,-16.833306014688844,-13.835983070874759,-15.190428988683282,-13.867171599712396,-15.814194040225985,-12.86730723906049,-17.134110696043546,-14.72431010881994,-15.295377480807755,-17.44038124410489,-14.787220659521845,-17.72529752962687,-15.152675353073786,-17.891815245769134,-18.215491248381362,-14.683056408349465,-15.418085390134207,-18.278648093812613,-30.42967134878726,-32.848945141218486,-23.945818343132007,-31.28624014761352,-27.316782336854146,-29.288931786935795,-25.020631876517832,-30.946591563034737,-23.274277037114597,-28.303276955213438,-24.647338836079854,-26.45508069539182,-29.108509889613416,-28.857991402474607,-31.68461019014706,-26.513178277625233,-32.12598494419406,-27.378166973094636,-28.820227466268854,-31.002964943113728,-24.675671623198944,-27.082195083126855,-31.207199064673038
2019-01,-17.27651001225603,-17.951204609459232,-14.928383731277854,-16.070396494820518,-14.62546830413116,-16.908800775510397,-13.847175568860045,-15.07510232412799,-14.092783326937901,-15.678544840377278,-12.966587436819651,-17.285618306498286,-14.733085527445251,-15.488515382240173,-17.781714841613976,-14.919322721399984,-17.582745599055656,-15.238158555342903,-18.058510837007955,-18.132887813959474,-15.18764324717376,-15.479930136883311,-18.854219586534732,-30.550253803600594,-32.25285519404115,-24.50333192020273,-31.352782474766144,-28.024337711776447,-28.743577137336892,-25.317440520550086,-30.006657105104836,-23.508496191569932,-28.532824254831084,-24.54935922826838,-27.687103742806848,-29.76557286135486,-28.440430281622177,-32.111135641282374,-26.640520588563376,-32.36746482422159,-28.168955169552575,-30.249137730477962,-30.92713512882169,-25.1498282825559,-26.37537113654713,-31.5923855308749
2019-02,-17.029045092623413,-17.87633401875071,-14.196410256354595,-16.135921013489387,-14.4060302559476,-16.75567328018937,-13.510893750445097,-14.939759168848166,-13.6015008181041,-15.36632028176784,-12.796744351399429,-15.997182924253488,-14.617768073604175,-15.272655946421246,-17.351630016549713,-14.496714594206678,-17.071355010989834,-14.661426012700206,-17.585995425281915,-18.02574513804074,-14.855356234977286,-15.507703218648063,-18.299345445623498,-30.78143851877352,-31.962380701831062,-23.081279085301194,-30.25084954569259,-27.125815062717407,-27.834325150509468,-24.811513632410726,-29.769637122999857,-23.027335920957523,-27.68977826130874,-24.019519286186007,-25.677978505102967,-28.408538029901464,-28.228096624675732,-31.375248673108526,-25.858798589442635,-31.486418437548288,-27.39915393565875,-27.7097683781614,-28.86465969772869,-23.810872485360264,-26.580936716571273,-30.237607065791003
2019-03,-15.504825640759599,-16.31572300136677,-13.274034110713332,-14.396520849133463,-12.801989095821448,-15.403111715864654,-12.766871599236786,-13.609679050606589,-12.738215425887393,-15.027761941637245,-12.255368740052187,-14.164602831515959,-13.082450710781382,-14.148135325101688,-16.568313388213156,-14.060226751318389,-15.489352537968166,-14.413021083004953,-15.838687961783611,-16.48253508995026,-13.359452725894972,-14.514197783120887,-16.26794939901721,-27.71221443871859,-28.69649637344741,-21.151290726104364,-28.226808040684002,-25.0608162089288,-26.065711428900528,-23.02661984956428,-27.72301226206534,-21.745780373835498,-25.76809693275262,-23.58795932063482,-21.168833805761373,-26.18126263308116,-25.902849731976666,-31.376349903202595,-24.919628955990706,-30.448744510825122,-25.110960880048612,-26.041868859379193,-28.446478292343308,-22.413043274127634,-25.579013962063662,-28.916906809377473
2019-04,-16.634239229441988,-17.567490717872523,-13.402652380379983,-15.235995315291918,-16.188200775214764,-16.550335949777963,-13.441795892448898,-15.092649619101536,-12.769503883627387,-15.002711753697263,-12.858747431377624,-14.468277524533079,-14.518025457205237,-15.146793012455566,-17.678948472939478,-14.366638419358802,-17.082033584841394,-14.796919148069271,-15.867316922917924,-17.531161685780635,-13.891096164387392,-15.362544841374772,-17.796574224706767,-29.257147972578593,-31.768064948604582,-21.240742134481643,-29.78027522257883,-27.412992492667914,-27.656528083753813,-24.424531336029375,-29.237938014177626,-21.614451069866938,-26.18933691808491,-23.72223354353502,-20.727164685143457,-27.45433290109778,-27.871750693911025,-30.994958173706365,-24.145838389795042,-31.356626475900285,-24.17521021599258,-26.40027080893066,-29.710426809396317,-21.96211520928996,-24.51202930912482,-30.108862260982363
2019-05,-15.404031388602561,-15.80794821676865,-12.952899153727003,-15.732335701369347,-16.914605551212013,-13.852160858485853,-12.957449281852279,-14.124240211105153,-12.44804268825883,-13.482364533423748,-12.057959828041607,-12.930810926551654,-13.912203118325484,-14.683215952891569,-16.79942488701034,-13.87309931931552,-15.214623483670081,-14.171749750505962,-15.199484518794836,-15.811149810337103,-12.611191708424688,-14.856239847695019,-16.281368151966035,-28.074648619635404,-28.717976118066815,-21.217744400256276,-28.528196404878415,-28.29509791451101,-24.00615065319788,-22.473897484425173,-25.99973647485161,-20.784129203317782,-24.414863041005866,-22.868669103704853,-19.423705250429308,-24.60571866834583,-24.695834994263503,-29.840159522838274,-22.629586452463705,-28.79338066428742,-22.64078230706832,-25.210130048573788,-27.26431352588625,-20.364497374163534,-24.72987454965093,-27.469906214525093
2019-06,-14.127675903327573,-14.28374225218448,-13.856063711796546,-17.321833266812305,-16.881658081948775,-12.554638499125435,-12.356885540086278,-13.703670162252607,-11.575657381348313,-13.246991164475109,-11.771009049170972,-12.793352288322337,-13.576314182766493,-14.665839301686468,-14.993858284834037,-13.515561295340023,-14.552875319272907,-13.664983677506191,-14.346832623349194,-14.671086039699192,-11.738957734858353,-14.411200798627885,-14.825469315282893,-25.542814403831557,-25.928840193055894,-21.958307052137336,-28.63190916305051,-27.059972487953964,-22.16478523328365,-21.794084862771424,-23.849727480477398,-19.769060248943862,-22.885206746608507,-21.876452095981545,-19.33097516187459,-22.903219664192946,-23.857831194681385,-26.672235608007345,-22.789251764176136,-27.122906325362724,-21.645527794672667,-24.69422876302861,-25.88678675428431,-19.62092012285609,-23.865225053785196,-24.677029130497125
2019-07,-12.302350676191026,-11.548693459906207,-12.69884270484768,-11.490449602361219,-13.413510103423725,-11.291775730260715,-11.215292863238835,-12.320888860231776,-10.193481291309906,-12.88527081053518,-12.138355818999992,-12.275295532928862,-12.0045286240911,-12.188314145135363,-12.106821516917298,-13.485066298854326,-12.806315645704975,-12.93798643694392,-11.563003660214394,-11.85846977392397,-11.841820843959784,-13.210031320270517,-12.898002979771933,-18.991658482474786,-18.38723065633379,-19.76761569129583,-18.08993484560324,-19.9378690630981,-17.818267179989228,-18.50118850958642,-19.627104831985452,-17.112900896007677,-20.061324425991764,-19.875915541436996,-19.24884136087499,-19.062034995067517,-19.176312111552075,-20.029631684754513,-21.174609411805623,-21.887345813996355,-19.631450368307625,-18.487009103238044,-17.950011489922886,-18.678539388586398,-21.295957882491045,-19.73917345369245
2019-08,-12.211551992793867,-12.014345278568214,-12.69279106571593,-11.663168398884816,-12.010066532092502,-11.630205556243531,-11.18356519685937,-12.4139893432936,-9.847117568020689,-12.660082906964089,-11.436357503244714,-12.435267861211809,-12.369526611165377,-12.047013820010989,-12.217581100461105,-13.448543000587687,-12.686987775106275,-12.63926142933897,-12.077323310575412,-11.533743920122728,-11.585055705606933,-13.412995291533562,-12.851022682652607,-18.386469808480225,-18.146919464090622,-19.497273464744808,-17.408138068638358,-18.33498846501098,-18.14031977826099,-17.91717289332947,-19.18406415292253,-16.70808541283608,-19.553509832598728,-19.57813474645714,-18.90031107770824,-19.10329236888991,-18.91773746120692,-19.662914440097595,-20.174354294196746,-20.883631561701396,-19.73705950203582,-18.319902577250808,-17.931784442665894,-18.785753075199175,-20.634502699271803,-19.163135544716518
2019-09,-12.958769195000183,-12.686835672142797,-13.200457933949217,-12.30436351469372,-12.67412086627143,-12.76912329757892,-11.49364541272759,-13.04908874878145,-9.894015153457511,-12.967100887976862,-11.844036810695252,-12.768186092004688,-12.188731546637047,-12.671955670556697,-13.0386836306563,-13.616205765751614,-12.165408477985439,-13.610996317936134,-12.56445240344791,-12.066742413426883,-11.932817303494616,-14.12217638854679,-13.44372702832743,-19.6161977424297,-18.735057050077508,-20.42587437255295,-18.603818606392522,-18.50390508269724,-21.031074097692986,-18.973419686667718,-21.008056575684797,-17.39474140672248,-20.700389189057162,-20.410509505567774,-19.573082621491146,-19.36320111606111,-19.80627514905771,-20.820408886317686,-21.441199472582966,-20.70482437795338,-20.642282058090398,-19.171856193624894,-18.24172432816178,-19.760696335729147,-21.67395822521084,-20.03445699920105
2019-10,-14.392574705218747,-14.857043672536692,-14.844567924271162,-15.813550619412045,-15.151161527947437,-14.601798577744791,-12.370051542348527,-14.365832572107653,-10.93950909133778,-14.289857617690231,-12.639466405617949,-14.444054472002595,-14.401558509538837,-14.612576429877162,-14.837981714999724,-14.394111486448281,-11.642824292205715,-15.349137240996118,-15.162829922739489,-13.616801180768874,-13.08523668062886,-14.978428264207313,-15.327166661269949,-24.168486146606014,-24.689216721963966,-24.33831899413343,-23.914676802504914,-24.363815855203846,-24.745237065979023,-20.80396461962364,-24.468285097855063,-19.18380703900052,-23.753140114664436,-23.151501161307245,-20.76463785473198,-24.283313494339772,-23.67777108928027,-24.45307232011676,-23.7606557575971,-22.75262942752169,-23.673841479324405,-22.720527618394858,-20.52827285387859,-21.590364296608417,-24.917847169246656,-22.869981442779803
2019-11,-13.500099077740582,-14.720929609670453,-14.092925791866712,-16.43132257530154,-14.63130388610952,-14.169103709574646,-12.373287476970122,-13.337418880740456,-10.044730664690581,-14.407383830059196,-12.34075713341536,-13.420349093954057,-13.549721374185266,-14.012210340171942,-14.547054297502617,-13.900051489852013,-11.564009516433767,-14.93118666582696,-14.110318750637527,-14.328957287654578,-13.087945502221192,-13.831523667356002,-14.058078090764877,-26.46943756998645,-27.166857588260264,-24.030358289280844,-29.643673995355766,-26.0628156765728,-25.774793668888705,-22.03926502529627,-26.785280128984574,-19.438015766800113,-25.731577279946503,-24.036417920590434,-20.24316174039016,-26.632325681345524,-25.61718624407683,-27.86704927630313,-24.871847164187873,-24.260682212529236,-25.184122795485806,-24.253303820639537,-23.026606589456026,-21.21065624647471,-25.639098191585663,-26.02931785409296
2019-12,-15.657779734766699,-16.35948103850931,-15.121515776004362,-17.366294852913118,-16.381334671182493,-15.864055157003428,-12.959865528696028,-14.669392709333124,-12.211495419861055,-15.022454849499729,-12.706830340040973,-16.03574744641244,-14.652160367406864,-15.109313412805376,-16.016643277763038,-14.133607587973412,-13.578553393373275,-14.914771333012094,-15.984196904311915,-16.25951052213188,-14.320366311498134,-15.003467233220118,-16.871785257683868,-29.93019900181497,-31.203838663501944,-26.372504880445053,-29.98613343400035,-28.260447021357955,-28.301651784256876,-22.792941850671564,-28.282873253155557,-22.493836981220092,-27.01493773557165,-24.938661480112252,-25.361514783690502,-28.96117653647513,-27.22876729355606,-29.011947265232266,-26.062195689939678,-25.101282158636906,-26.248325212791613,-27.311238014551698,-28.38901468199078,-24.642369848237408,-26.28783872414079,-29.759540088634473
2020-01,-15.765984773499374,-15.965644860017248,-14.721733738708119,-16.572822501642744,-16.52480673170579,-15.740680421593789,-12.639260609460198,-14.334689157567706,-12.080341506734534,-14.723979353523115,-12.306342247665004,-15.677111118721562,-14.697574831966174,-14.613036828013334,-15.599733678206475,-13.96330172581685,-13.600186616247449,-14.474043247092892,-15.471895565802663,-15.70003962783906,-14.465827632011822,-14.903117712562931,-16.46046017803982,-26.71237905281895,-26.916094190906335,-25.147963697949525,-26.597784482229397,-25.733929664523504,-26.281039324783457,-22.306840798209972,-26.436470847639225,-21.616759587226532,-25.582060736429085,-23.873437148581473,-25.587892295574413,-26.90695890776377,-25.33100147159932,-26.935697750026772,-24.89457504178341,-24.268701411772966,-24.59354357579722,-25.878560125308958,-25.960864331168075,-23.571099459602767,-24.229187749510398,-26.506465440287965
2020-02,-14.482655482379258,-14.939294188572536,-13.642438606040512,-15.344740911831009,-15.492851592558349,-15.595877099745797,-12.185007150353279,-13.914214590035279,-11.687686830966333,-13.536277544390321,-12.026250227430767,-14.967167362596202,-13.862752316557655,-14.195134063812665,-14.828824446683738,-13.802507774205989,-12.878162817103256,-14.016201866861143,-13.924184245558775,-14.450085855538642,-14.300315355216334,-13.919698078347816,-15.550275682274364,-25.386348226054256,-25.387804223089834,-23.31455585751397,-25.15234528830626,-24.666074864540533,-25.265207859983693,-20.85174288832861,-24.971072790504945,-20.17551044614048,-23.917355237666786,-22.673023444345645,-23.13041087038339,-25.047252830980288,-24.0167213878657,-24.82450223337485,-22.509751452775447,-22.59934311669268,-23.242817921444004,-23.993857745268905,-24.42075529053376,-22.91286549378593,-23.463054302181924,-26.286066861830868
2020-03,-15.139990495544758,-16.500140751400707,-14.842457061214573,-18.366172683160055,-16.4625245895834,-14.97249993609361,-13.026538550910269,-14.777801220904635,-11.896058420613354,-14.743162258588097,-12.671305621069791,-13.258666616092881,-14.491954674159032,-14.720747588078915,-16.442037339140153,-14.190414490180197,-12.885428600044076,-15.16852929380987,-15.073069891210402,-15.940220277082608,-13.05463717091529,-14.448826125330172,-15.482646959834186,-26.249870918165527,-27.205549729883696,-24.933970393067916,-27.339425776740264,-25.50302226261762,-25.456036306468352,-21.830584526265653,-26.620862074664462,-20.765233034352146,-25.229233478702795,-23.668983738154953,-20.652054804202038,-25.96498263329619,-25.70981928129534,-26.635739478888436,-24.520176221488544,-23.56528519392106,-24.25005864044781,-24.334450337253006,-26.71089467747665,-21.2926278702739,-24.390424918029773,-26.180407200039976
