ym,VV:structure,VH:structure
2018-01,-15.442507496283037,-19.93319783638663
2018-02,-15.170395368559838,-24.33175777686199
2018-03,-14.740193749534685,-21.13751907681289
2018-04,-11.779083045227967,-18.84985122000336
2018-05,-13.688523500344454,-22.65904885382623
2018-06,-13.382534206296668,-23.96435935809573
2018-07,-12.378043614304891,-19.71413360161282
2018-08,-12.03736075747719,-19.05330050556673
2018-09,-13.477496325740027,-21.770195951203146
2018-10,-11.888141016286362,-18.998000415147096
2018-11,-13.930761836650582,-25.739711924836342
2018-12,-14.505480022336853,-19.676467803922822
2019-01,-15.222552128651454,-32.200395227082645
2019-02,-14.71931597006897,-26.979216550944564
2019-03,-15.01883865565389,-33.02775993678386
2019-04,-12.51288248037297,-24.696510396503776
2019-05,-12.724984612192006,-28.53640187766719
2019-06,-12.089008861871577,-23.354498744542074
2019-07,-11.64514598229105,-19.014168544984145
2019-08,-12.909662775396392,-20.114198997506396
2019-09,-12.925715151095863,-22.030034772786895
2019-10,-13.211041244558352,-26.249713337936196
2019-11,-13.961205164299232,-26.16300357755325
2019-12,-14.458478742698688,-31.63187582488679
2020-01,-13.851738817659042,-24.845027528979205
2020-02,-14.06849933271863,-23.38403882801049
2020-03,-13.66380914465632,-23.101663633194075
2020-04,-12.981243388893745,-19.81875281369029
2020-05,-12.156671127852404,-23.236279301927713
2020-06,-11.124953003474475,-21.79384874401963
2020-07,-9.51927094515064,-18.00710189940203
2020-08,-9.227765232587016,-16.842526617389254
2020-09,-9.324882447628449,-17.426880801640326
2020-10,-12.089580647079796,-21.479600488705923
2020-11,-13.325284712005027,-24.252136637090636
2020-12,-13.523112669510136,-24.76823607842999
2021-01,-13.697763953917304,-24.251325934492716
2021-02,-14.095024127137547,-24.249662159631495
2021-03,-10.868669350227126,-22.62153461371488
2021-04,-13.88239979936644,-24.148875196322994
2021-05,-11.351401737494776,-20.36994248480976
2021-06,-9.004057836773061,-18.939900560124386
2021-07,-9.37763221107303,-18.044752939020057
2021-08,-9.71369349380637,-17.31328443431422
2021-09,-10.162527329912738,-19.11442861563583
2021-10,-13.233322489056414,-18.48117209473409
2021-11,-12.852875526972934,-17.237038807709368
2021-12,-14.100662610888383,-23.826605213434767
2022-01,-14.804234776900952,-25.653376985083764
2022-02,-14.504761771589608,-25.564026571243915
2022-03,-14.225929247655726,-24.754404395180103
2022-04,-14.192245983413278,-24.14027071778623
2022-05,-12.784829611180202,-23.729211478454147
2022-06,-9.296196564669112,-20.24299163952084
2022-07,-10.421836548813378,-18.48877122473518
2022-08,-10.311150066591884,-18.503164693948776
2022-09,-11.023461977236266,-18.563327984567845
2022-10,-13.477613997691352,-23.83045487876023
2022-11,-13.67452676160309,-23.99764353491441
2022-12,-15.67544855822544,-26.047173008839145
2023-01,-15.699690732971805,-25.927269472025035
2023-02,-15.84974805329916,-25.74880155679967
2023-03,-14.56392312430477,-24.921324831562547
2023-04,-10.42874184535042,-22.057651128048903
2023-05,-7.212295800903381,-18.94845473639181
2023-06,-1.6396188779220606,-17.022134397583812
2023-07,1.4484207910166915,-15.270875602562237
2023-08,2.538667115902334,-17.09614104700713
2023-09,1.9402456749330743,-17.340019405265227
2023-10,1.9459980863627424,-17.95325430028627
2023-11,0.9806204288997922,-17.828879495069565
2023-12,3.3327727690401856,-15.560913536856532
2024-01,2.2129827215612696,-16.055402248491497
2024-02,0.8906185672740353,-18.63616295358258
2024-03,1.1436624687716843,-18.55944725776545
2024-04,1.203478348417633,-18.216779261035494
2024-05,1.5568413107199823,-18.006535599868183
2024-06,1.709835232803167,-17.71795012637144
2024-07,1.996581605114719,-17.19447308009907
2024-08,1.8439369687119969,-17.244012150306013
2024-09,2.4647563564714168,-16.535782181527225
2024-10,2.022665502939562,-16.961920738240337
2024-11,2.2235231764558008,-16.628666399450353
2024-12,2.5663310987485626,-16.03488371895017
2025-01,2.561615358119047,-15.970373175940514
2025-02,2.3913641854092895,-16.33977910666698
2025-03,2.4715991602856815,-16.63382129776428
2025-04,1.604287000594748,-17.483945893266547
2025-05,2.530151581296005,-16.710803370074643
2025-06,2.1783193120123348,-16.696208949867597
2025-07,2.4439008833663696,-16.465869620322202
2025-08,2.211535510705919,-16.45528953594009
2025-09,2.156796032654142,-16.554302295175084
2025-10,2.287625278729398,-16.916818257161935
2025-11,2.0540638682588286,-16.538914392066328
2025-12,2.674350770343034,-15.895274423734488
2026-01,2.317890026293038,-16.04264291578132
2026-02,2.219543439305754,-16.619251836979906
2026-03,2.4452095289249556,-16.528397269651183
2026-04,2.3094776003485764,-16.413770131701444
2026-05,2.155375588184901,-16.70424228491415
2026-06,2.498964408040504,-16.457278247419108
2026-07,2.621980595241654,-15.837490385002654
2026-08,2.465474326826162,-15.934360736907394
2026-09,2.28922732176768,-16.12201785262976
