ym,VV:structure,VH:structure
2018-01,-11.604971996590349,-22.602144424281583
2018-02,-11.076815315075066,-21.834235254740015
2018-03,-11.042523670024812,-21.515443019843207
2018-04,-11.57032866866523,-18.87093142126927
2018-05,-10.201979126605751,-16.594556510030884
2018-06,-9.280840098031518,-16.83827716766815
2018-07,-7.641166472061676,-14.21201587041417
2018-08,-7.127092218988718,-15.247374143581162
2018-09,-8.612798178544942,-16.054653241909904
2018-10,-9.671626247483728,-17.844074129327197
2018-11,-9.55515747649306,-19.62173964391046
2018-12,-11.934956984493596,-22.3216044010204
2019-01,-12.264932613543188,-22.09137226373332
2019-02,-11.523081111041828,-21.153089167088233
2019-03,-11.191049688859676,-21.26361146916949
2019-04,-9.775653179915878,-19.504397403714385
2019-05,-9.307859247808816,-18.065700834570887
2019-06,-8.206538547586815,-16.85151377183693
2019-07,-8.560996605155038,-16.28797954277854
2019-08,-8.527024468828115,-15.058265221842325
2019-09,-8.689804995734296,-15.530728914071664
2019-10,-8.139323795648618,-16.84945094096207
2019-11,-8.65913254153194,-19.2461916554242
2019-12,-11.843156165666612,-22.89216511748972
2020-01,-12.474760633351837,-22.913223803252144
2020-02,-11.711922992542432,-21.834590069136603
2020-03,-11.7084034406709,-20.65229948461936
2020-04,-11.204308265496492,-19.066832213590164
2020-05,-10.66672087007052,-18.798037883890885
2020-06,-8.650854706177626,-16.932182174502103
2020-07,-7.541148593326312,-14.33428128941614
2020-08,-8.646064070740099,-15.231341507014898
2020-09,-8.491206119124625,-14.742707284107087
2020-10,-9.164708645428275,-16.596078048073647
2020-11,-10.089253972990305,-18.1039248730743
2020-12,-11.915148922404914,-21.32931583616055
2021-01,-12.977871309696331,-21.86520458624606
2021-02,-11.438399475760448,-19.87481366394678
2021-03,-10.20171072285934,-18.840387894854913
2021-04,-9.028235932490537,-16.334480776930135
2021-05,-10.217813947349905,-17.24032662714038
2021-07,-8.132915355796781,-15.074366687400476
2021-08,-8.906588140110529,-15.795867999108635
2021-09,-8.725217963919775,-15.482443542216105
2021-10,-8.433879601828028,-15.606060160413692
2021-11,-10.029485189058704,-18.603313872890695
2021-12,-11.192801012225544,-19.6991685121216
2022-01,-11.84128501407867,-20.875266595819607
2022-02,-10.605352463852348,-19.96815356599184
2022-03,-9.344118675117482,-17.960834729995568
2022-04,-10.590441929910902,-18.52092899146172
2022-05,-10.046516234845685,-17.969651470139816
2022-07,-9.249875182040295,-16.546915727177716
2022-08,-9.341922479749368,-16.72181955007608
2022-11,-9.858815526624412,-17.888651867536314
2022-12,-12.484183853744195,-22.090913672495724
2023-01,-12.674190731705494,-21.9589895048098
2023-02,-10.860255012815706,-20.738330488968906
2023-03,-12.313351428218857,-21.86228904801865
2023-04,-10.74580075965046,-19.555021115922123
2023-05,-7.695114129879149,-18.20315477425343
2023-06,-9.345198215608232,-19.528397369479976
2023-09,-9.211245360795235,-17.283894725512926
2023-10,-8.788311480746426,-16.394029125688853
2023-12,-9.036377666133433,-20.02577177022669
2024-01,-11.90895113225172,-23.04787918079569
2024-02,-9.953416518733,-21.698178132900377
2024-03,-8.250502899632137,-19.980791018817193
2024-05,-9.608238245990544,-21.177635420158506
2024-06,-8.716262232629562,-19.286989080578397
2024-07,-3.4503191085421254,-16.433375622875808
2024-08,-4.588102551283566,-15.113906735586864
2024-09,-4.668701845157722,-15.826968169857327
2024-10,-2.6371755382264785,-15.907542543498955
2024-11,-3.9068354497286815,-15.153210503078272
2024-12,-6.05165754117986,-17.131290958514253
2025-01,-6.30026142479214,-17.584936507072506
2025-02,-4.8155681673255035,-16.942987194318274
2025-03,-4.110364075102778,-15.229446521145256
2025-04,-4.451523036242289,-16.075503469587222
2025-05,-4.282983755253392,-15.61581142128538
2025-06,-2.9352357024184266,-14.953256167044666
2025-07,-1.9987067309439452,-13.85515981402741
2025-08,-2.4188305860106523,-14.39906820587326
2025-09,-1.8663080964442669,-13.596624074644629
2025-10,-2.336200592199812,-14.238042618164464
2025-11,-3.0924275843230618,-15.45362095754044
2025-12,-3.022413899436121,-15.758968709247975
2026-01,-2.893810448806873,-15.877723388404997
2026-02,-2.5271016577171497,-14.376462142165208
2026-03,-2.414296187585719,-14.649855936518222
2026-04,-2.7498763106912865,-14.988342083536178
2026-05,-1.8490667981207,-14.20654781131912
2026-06,-1.9653934108119857,-14.07002541947056
2026-07,-2.223445715314398,-13.745101687354977
2026-08,-2.2211535914773974,-13.414046233638937
2026-09,-2.792147238068259,-14.51557134306357
