name,d,VV,VH
structure_north,2022-01-01,-12.084434696046394,-19.121404100668478
structure_south,2022-01-01,-9.917818791088132,-21.940414017525974
structure_north,2022-01-13,-11.26529654769916,-17.888673954776976
structure_south,2022-01-13,-7.536455522431007,-19.006680416821414
structure_north,2022-01-25,-11.073420243426419,-17.367975184731108
structure_south,2022-01-25,-8.917591161001049,-18.39813364601394
structure_north,2022-02-06,-10.94673608771363,-17.24929818156655
structure_south,2022-02-06,-9.182201518371535,-18.263938177475357
structure_north,2022-02-18,-10.092232415503805,-16.79150664785232
structure_south,2022-02-18,-8.34628594093597,-18.440768596904537
structure_north,2022-03-14,-13.663764810681624,-20.867817582324438
structure_south,2022-03-14,-11.844269520455756,-24.896984557797357
structure_north,2022-03-26,-13.83822780813964,-21.56407219290264
structure_south,2022-03-26,-13.352750270062458,-26.385358812367436
structure_north,2022-04-07,-12.152980637717647,-19.33866557316623
structure_south,2022-04-07,-12.686768738634715,-25.46326129115
structure_north,2022-04-19,-12.917706826863652,-20.634175232584088
structure_south,2022-04-19,-14.102474328730732,-27.735884902518006
structure_north,2022-05-01,-14.586762692178223,-24.789654935000986
structure_south,2022-05-01,-13.472866468273105,-26.437493890133098
structure_north,2022-05-13,-13.723203964682646,-21.345862491322425
structure_south,2022-05-13,-12.885808309260227,-25.06669062096516
structure_north,2022-06-06,-13.887446538952771,-22.79700686209414
structure_south,2022-06-06,-11.603186695950274,-20.733223494323713
structure_north,2022-06-30,-9.769210259275047,-16.291017904636142
structure_south,2022-06-30,-9.08069288065557,-16.165710885931627
structure_north,2022-07-12,-8.517865402827166,-15.117479522176644
structure_south,2022-07-12,-8.483971977317958,-15.604229112941525
structure_north,2022-08-05,-8.8540119391875,-15.437633794154358
structure_south,2022-08-05,-9.74491435370497,-17.147180512439114
structure_north,2022-08-17,-8.37406556027571,-15.14134566204477
structure_south,2022-08-17,-9.00668854078781,-16.603552218111354
structure_north,2022-08-29,-8.454034029565543,-14.521441049631564
structure_south,2022-08-29,-7.805411559891533,-14.909766462581844
structure_north,2022-09-10,-7.746107709813664,-13.210788945616462
structure_south,2022-09-10,-7.739842414344365,-13.086300337284433
structure_north,2022-09-22,-13.18637868115291,-16.87630010020826
structure_south,2022-09-22,-11.592962340797428,-17.455017142164245
structure_north,2022-10-04,-16.108796427452464,-24.1488912152279
structure_south,2022-10-04,-14.817256927152533,-23.590293605765982
structure_north,2022-10-28,-13.952427927695995,-22.907794238149116
structure_south,2022-10-28,-16.52671838400587,-27.02954666639942
structure_north,2022-11-09,-10.206913485067018,-16.284712468775577
structure_south,2022-11-09,-10.503174580420934,-19.786492662758782
structure_north,2022-11-21,-12.515227911837139,-19.232770934746316
structure_south,2022-11-21,-11.270358091747934,-22.961704998248525
structure_north,2022-12-03,-11.790894532453708,-17.672679878770552
structure_south,2022-12-03,-10.423111130113764,-20.43025024985182
structure_north,2022-12-27,-12.876586865860846,-19.8635821491389
structure_south,2022-12-27,-11.048074478925887,-20.14684748657991
structure_north,2023-01-08,-12.312228554946195,-18.997070042436636
structure_south,2023-01-08,-10.683530696032339,-20.965541007645808
structure_north,2023-01-20,-12.129451146062019,-19.21597655898896
structure_south,2023-01-20,-10.663710587886884,-20.394226041153924
structure_north,2023-02-13,-13.392753139472761,-21.36390659967414
structure_south,2023-02-13,-11.612442052836824,-23.498081741365205
structure_north,2023-02-25,-15.886870272469316,-24.161136773682514
structure_south,2023-02-25,-14.306563005298989,-26.485940426646
structure_north,2023-03-09,-15.23747611642325,-24.76205482645307
structure_south,2023-03-09,-11.143406791421476,-23.022353584459204
structure_north,2023-03-21,-16.475717858531993,-24.83139461265946
structure_south,2023-03-21,-9.692951407466989,-26.365449428848482
structure_north,2023-04-02,-15.468663907015879,-23.4708493669299
structure_south,2023-04-02,-10.567849174965971,-23.92958074342889
structure_north,2023-04-14,-13.738058514743544,-20.19197051408279
structure_south,2023-04-14,-10.307438241565123,-21.214095700752
structure_north,2023-04-26,-14.910002997366657,-21.1146952058711
structure_south,2023-04-26,-13.74062004216565,-21.84278437068045
structure_north,2023-05-08,-9.653071464420362,-15.819560848303484
structure_south,2023-05-08,-9.055100114598503,-15.069059238197356
structure_north,2023-05-20,-10.866771082258323,-17.599294044314387
structure_south,2023-05-20,-10.912968854988971,-18.252612490149687
structure_north,2023-06-01,-10.93827573295151,-17.011221806929743
structure_south,2023-06-01,-12.296768596883508,-18.66037975185443
structure_north,2023-06-13,-10.734780632755443,-16.699471917998263
structure_south,2023-06-13,-11.842414713034955,-18.178383489366347
structure_north,2023-06-25,-11.687944195961597,-17.48594141919645
structure_south,2023-06-25,-9.150198589979892,-15.871080892566564
structure_north,2023-08-12,-16.811012863783343,-22.69195394364072
structure_south,2023-08-12,-13.886620810080146,-22.405522847554675
structure_north,2023-08-24,-11.064697002019937,-18.70956883807918
structure_south,2023-08-24,-14.69680021391813,-25.02498524807942
structure_north,2023-09-05,-8.514857965104401,-16.453527490911192
structure_south,2023-09-05,-6.193449095803433,-15.261061927627779
structure_north,2023-09-17,-12.242651206384371,-21.129882364025715
structure_south,2023-09-17,-10.171601427339038,-22.58919582975801
structure_north,2023-09-29,-11.760817889607075,-20.630764835295412
structure_south,2023-09-29,-10.32288205369883,-21.595590500269036
structure_north,2023-10-23,-12.133814711810345,-21.11171079643477
structure_south,2023-10-23,-10.133510124420011,-21.673537622665673
structure_north,2023-11-04,-12.404129249604326,-21.332931034565842
structure_south,2023-11-04,-10.682786319973644,-21.985085200456258
structure_north,2023-11-16,-10.338737960296802,-18.100800479012246
structure_south,2023-11-16,-7.450932884230963,-17.733553386312643
structure_north,2023-11-28,-10.926564763267345,-19.319353215641076
structure_south,2023-11-28,-6.506869560502404,-19.76573669080515
structure_north,2023-12-10,-8.636445955797013,-15.360940553870151
structure_south,2023-12-10,-5.649120637326341,-14.755018018583888
structure_north,2023-12-22,-11.493622932744787,-19.802422993828664
structure_south,2023-12-22,-6.6125173737874405,-19.88608609946557
structure_north,2024-01-03,-13.893379856534615,-22.968856474182655
structure_south,2024-01-03,-8.354908828972661,-22.52870981599042
structure_north,2024-01-15,-12.336392093825761,-20.325064063482465
structure_south,2024-01-15,-7.3991896423752825,-19.145873138441516
structure_north,2024-01-27,-10.066060772840121,-16.465705487872214
structure_south,2024-01-27,-6.5215127905947075,-14.403361283428973
structure_north,2024-02-08,-11.850347671010555,-18.7912174232621
structure_south,2024-02-08,-6.5862051896490925,-18.061997512019474
structure_north,2024-02-20,-12.200278661751533,-18.3359692888418
structure_south,2024-02-20,-7.5760695229114,-18.605358897793057
structure_north,2024-03-03,-12.268418084311087,-18.159904120394057
structure_south,2024-03-03,-9.972699414078573,-20.44340231675323
structure_north,2024-03-15,-12.990728782198794,-20.37996232473899
structure_south,2024-03-15,-8.640438776738252,-21.30528390347889
structure_north,2024-03-27,-12.414367692164518,-19.854529844880247
structure_south,2024-03-27,-7.377101412875613,-16.48854419328872
structure_north,2024-04-08,-16.44492023544586,-25.763228156052758
structure_south,2024-04-08,-11.748462792160497,-25.640300511442895
structure_north,2024-04-20,-14.590163790845049,-24.49929170925645
structure_south,2024-04-20,-11.697244746898566,-25.267742091768184
structure_north,2024-05-02,-15.313748927661475,-23.439873126343578
structure_south,2024-05-02,-7.384855768528107,-20.902258011100244
structure_north,2024-05-14,-11.747297765658821,-18.73485122260725
structure_south,2024-05-14,-7.309114807548717,-17.15767666883016
structure_north,2024-05-26,-11.109412061440338,-18.273277233732298
structure_south,2024-05-26,-7.976721650077377,-18.155153261392314
structure_north,2024-06-07,-10.359115246376378,-16.324718224928887
structure_south,2024-06-07,-7.953939697128191,-16.120515271003807
structure_north,2024-07-01,-8.100589093634014,-14.864377965649684
structure_south,2024-07-01,-7.3877623734315705,-14.643971473402848
structure_north,2024-07-13,-9.393350386925393,-16.04169541889457
structure_south,2024-07-13,-8.876202405444946,-15.638103658199665
structure_north,2024-07-25,-8.644207080012022,-15.29525808156914
structure_south,2024-07-25,-8.557126667969424,-15.457931566973558
structure_north,2024-08-06,-8.346507718780412,-14.774196724238012
structure_south,2024-08-06,-7.707319112421012,-14.424441139024665
structure_north,2024-08-18,-9.138381886478308,-13.846589324777712
structure_south,2024-08-18,-8.34530534384477,-14.063827874279584
structure_north,2024-08-30,-10.313557369130356,-16.204588139073905
structure_south,2024-08-30,-9.569924958009707,-15.888546385096138
structure_north,2024-09-11,-13.868669355809946,-23.016825956428082
structure_south,2024-09-11,-10.459547960277616,-22.49626601166071
structure_north,2024-09-23,-15.336503199064609,-24.641345591357044
structure_south,2024-09-23,-12.294515057335156,-23.701761540853134
structure_north,2024-10-05,-15.553292297208012,-22.97144713001449
structure_south,2024-10-05,-13.31855086790131,-21.05696111543319
structure_north,2024-10-17,-14.978265116233047,-21.311649911059234
structure_south,2024-10-17,-13.566212919259895,-21.06928491822506
structure_north,2024-10-29,-13.227675136520446,-19.88425235244906
structure_south,2024-10-29,-12.051108953157536,-19.327966994845816
structure_north,2024-11-10,-9.274410369621435,-14.394732101570725
structure_south,2024-11-10,-8.535030106387298,-14.721003745479981
structure_north,2024-11-22,-11.054834120282695,-17.133012819201213
structure_south,2024-11-22,-9.77498851485929,-17.177656746654137
structure_north,2024-12-04,-13.440175768519518,-19.8072500230114
structure_south,2024-12-04,-11.274141127129997,-19.984164685628723
structure_north,2024-12-16,-11.295282031396207,-17.665907398895698
structure_south,2024-12-16,-10.04734472628139,-18.260435109240063
structure_north,2024-12-28,-11.966279017457008,-19.15446069207428
structure_south,2024-12-28,-10.655842132020478,-19.759736430704976
structure_north,2025-01-09,-12.800165862329184,-20.70675986411348
structure_south,2025-01-09,-11.35524631287932,-21.892764597960362
structure_north,2025-01-21,-14.277725312985522,-23.734876290036027
structure_south,2025-01-21,-12.25115324407422,-25.986251300108425
structure_north,2025-02-02,-11.99228099336177,-19.34165536967045
structure_south,2025-02-02,-10.517491155805445,-19.562618219582916
structure_north,2025-02-14,-12.28104808997093,-18.556634131839647
structure_south,2025-02-14,-10.989314843996977,-18.69265252489845
structure_north,2025-02-26,-11.695456917350064,-17.87697778817814
structure_south,2025-02-26,-10.083503757593334,-18.41689197743112
structure_north,2025-03-10,-10.085198792941101,-16.07047127545137
structure_south,2025-03-10,-9.49289580475912,-16.063586919239736
structure_north,2025-03-22,-12.228608730783806,-18.78911280622153
structure_south,2025-03-22,-12.488281015403796,-20.352034513142645
structure_north,2025-04-03,-12.205442385887293,-17.601948395761553
structure_south,2025-04-03,-11.148432283051747,-18.986220476688494
structure_north,2025-04-15,-13.371562182679051,-19.56853867872758
structure_south,2025-04-15,-13.51071791346118,-20.684423302321097
structure_north,2025-04-27,-11.167424209665292,-16.870789645484464
structure_south,2025-04-27,-10.4220355970946,-17.468231605979682
structure_north,2025-05-21,-12.373514448239929,-20.957239990211715
structure_south,2025-05-21,-12.0955556031314,-20.367990208307862
structure_north,2025-06-14,-13.758171420583185,-24.49214631094798
structure_south,2025-06-14,-11.454367050666317,-20.999681850621336
structure_north,2025-06-26,-17.183308808135113,-27.612010833531304
structure_south,2025-06-26,-13.600146315795282,-22.91264630939277
structure_north,2025-07-08,-15.881228112968527,-26.76188116524556
structure_south,2025-07-08,-14.606693037449329,-26.21101628441715
structure_north,2025-07-20,-14.774209551409937,-23.924289361138833
structure_south,2025-07-20,-15.865932292827974,-26.639176360768733
structure_north,2025-08-01,-17.435463453981566,-27.92409016658249
structure_south,2025-08-01,-11.824327224549833,-22.613016456110223
structure_north,2025-08-13,-12.830280655989576,-23.85380958559978
structure_south,2025-08-13,-13.522433061607348,-25.266402341984264
structure_north,2025-09-06,-13.989272114062054,-25.126808667217666
structure_south,2025-09-06,-19.474449517404043,-30.771790213360063
structure_north,2025-09-18,-15.519606796002515,-27.330319344266957
structure_south,2025-09-18,-16.24647661319046,-26.532099998246135
structure_north,2025-09-30,-17.8519282913486,-28.435633469271572
structure_south,2025-09-30,-15.072667160548656,-25.48048537507645
structure_north,2025-10-12,-16.330293559293242,-26.811402476924947
structure_south,2025-10-12,-15.12882877837515,-25.44231587755367
structure_north,2025-10-24,-13.460990260252338,-23.232611978593937
structure_south,2025-10-24,-13.942566641012592,-24.388516916904845
structure_north,2025-11-05,-12.764739456402122,-22.362807888065245
structure_south,2025-11-05,-13.183354096634034,-23.60981290520686
structure_north,2025-11-29,-12.616732010861135,-22.57239599729377
structure_south,2025-11-29,-15.028854231414025,-25.820562010665924
structure_north,2025-12-11,-12.878091397371659,-22.86705071976293
structure_south,2025-12-11,-14.486662915742311,-24.90480637221331
structure_north,2025-12-23,-13.916841544914341,-23.452320622438034
structure_south,2025-12-23,-14.945082061886788,-25.429644484604093
structure_north,2026-01-04,-14.274461291281007,-24.060722018973234
structure_south,2026-01-04,-14.946047601499252,-25.413195104965745
structure_north,2026-01-16,-12.742187842899645,-22.825208996032533
structure_south,2026-01-16,-15.536118896774061,-25.210874997421882
structure_north,2026-01-28,-12.168021694542814,-22.07245129289633
structure_south,2026-01-28,-14.898549384013505,-24.45352064203455
structure_north,2026-02-21,-13.42663570851767,-23.05657930277831
structure_south,2026-02-21,-15.547990463544199,-25.709070202527084
structure_north,2026-03-05,-14.034039153567416,-23.66112434186707
structure_south,2026-03-05,-15.258280268318257,-25.58202980979381
structure_north,2026-03-17,-13.365643739849641,-23.0735280102956
structure_south,2026-03-17,-14.539355403166546,-24.51618617923654
structure_north,2026-03-29,-14.354585903470946,-23.93345197700663
structure_south,2026-03-29,-14.171562388939464,-23.711827124533237
structure_north,2026-04-22,-13.962947754700975,-22.963411065294313
structure_south,2026-04-22,-13.020441466798859,-22.689513765403248
structure_north,2026-05-04,-13.372610325686258,-22.276860461893374
structure_south,2026-05-04,-11.779839076901679,-19.907191897458357
structure_north,2026-05-16,-13.586419298898443,-22.400887708736132
structure_south,2026-05-16,-12.27968321989993,-19.390987338523736
structure_north,2026-06-09,-13.050880153765455,-21.89511859006597
structure_south,2026-06-09,-10.72278615671564,-17.994640430327348
structure_north,2026-06-21,-12.412093870848077,-21.468727023784574
structure_south,2026-06-21,-11.402613345280816,-19.028964366815817
structure_north,2026-06-28,-13.056572243181485,-21.49392884048076
structure_south,2026-06-28,-12.129970590871546,-19.165603287273747
structure_north,2026-07-22,-13.718983291304015,-22.414206090444015
structure_south,2026-07-22,-12.09292775346337,-18.812579621374038
structure_north,2026-08-15,-13.519639296953802,-21.90433909660216
structure_south,2026-08-15,-11.3170340291545,-17.954843977515353
structure_north,2026-08-15,-13.519685604155859,-21.9043963945219
structure_south,2026-08-15,-11.317464184804473,-17.95513192799519
structure_north,2026-09-08,-13.386864069206755,-21.87222291500799
structure_south,2026-09-08,-11.319844181447458,-17.881476249840464
