ym,VV:structure,VH:structure
2018-01,-12.032364566974508,-17.908060670294162
2018-02,-11.26050770563395,-16.953776993610916
2018-03,-10.749147937906883,-14.990711944564044
2018-04,-10.382323414853444,-15.051083079776529
2018-05,-11.922077136632174,-18.04864716857851
2018-06,-11.618741580818416,-19.638051575647232
2018-07,-10.56979282168458,-17.692485208444023
2018-08,-9.616397619439857,-16.507360365095572
2018-09,-10.16876403981215,-16.528311063679347
2018-10,-10.600031113848493,-15.732011280856227
2018-11,-10.363612999834402,-16.8550171260403
2018-12,-10.365929424674857,-15.673600816102589
2019-01,-11.166551813775714,-22.17673112560176
2019-02,-11.196957147922497,-21.306229206782906
2019-03,-11.09620982926742,-22.771370421572875
2019-04,-10.975037688219544,-20.490335141218505
2019-05,-10.21908066000033,-22.4121969958698
2019-06,-9.860238310740028,-19.72895169904451
2019-07,-9.814630554270966,-17.948865123509574
2019-08,-10.1003299062051,-17.504267356776452
2019-09,-10.2081253624061,-18.445164025464383
2019-10,-10.951671446360685,-21.77962089642757
2019-11,-11.268329249580756,-22.35614547222259
2019-12,-11.417259327248798,-23.54807592501904
2020-01,-11.282050594712594,-21.65263488573233
2020-02,-11.421035441699916,-21.229423074208377
2020-03,-11.318681001058426,-21.501724021899985
2020-04,-10.447789677109522,-18.467015383920497
2020-05,-10.798245453633832,-20.48875541126598
2020-06,-11.077875058955836,-19.565506656030944
2020-07,-9.915330818670292,-18.555504564931653
2020-08,-9.201237518887638,-16.86658507003711
2020-09,-9.58507161294229,-16.231162938562104
2020-10,-10.695939391803435,-14.702136978481729
2020-11,-11.643462592674648,-21.57464661289028
2020-12,-11.323013436262691,-20.850313379522195
2021-01,-11.262296251862251,-21.264411919327785
2021-02,-11.604739190997517,-21.31763234755316
2021-03,-10.267869424577563,-20.244631133451943
2021-04,-11.625896263270302,-20.752718444987515
2021-05,-9.491922991729869,-17.301773201107483
2021-06,-11.08300108446014,-19.76096730952542
2021-07,-11.375465822353776,-19.648850281345116
2021-08,-9.989278428938125,-18.11762663413931
2021-09,-9.81950967582971,-18.561035281948797
2021-10,-11.065978539188665,-16.404700086021304
2021-11,-11.580415193799904,-17.99252765703083
2021-12,-11.345426003362093,-19.53855641529198
2022-01,-12.031759618382042,-22.218239981758487
2022-02,-11.869208343901075,-22.29759501516966
2022-03,-11.842827323760533,-21.93101778049931
2022-04,-11.632855112509535,-20.89889471949541
2022-05,-11.499624182673898,-21.15421201992745
2022-06,-10.145830326042162,-20.8249626843467
2022-07,-11.199320799401049,-18.721946108541772
2022-08,-11.19121443694869,-18.86733587130462
2022-09,-10.811526006630965,-19.444797437858696
2022-10,-11.665007635422857,-21.596559566142005
2022-11,-11.851821011132456,-22.184943386830614
2022-12,-12.304284704278178,-22.18541604840424
2023-01,-12.404064306204797,-22.19605212371672
2023-02,-12.55776373357427,-22.083037818301513
2023-03,-12.229352183535752,-21.733248451617175
2023-04,-11.204719352468963,-21.774501369559108
2023-05,-11.104637293474273,-21.70018080185579
2023-06,-11.128454591746284,-20.453344974498616
2023-07,-9.079513663470092,-18.296530388110348
2023-08,-10.52616153649803,-19.069683738085487
2023-09,-10.86419655527586,-19.87703001758049
2023-10,-11.40358976741222,-22.53420286040607
2023-11,-12.07025697387413,-23.88531660440262
2023-12,-12.39789389878086,-24.726430534964187
2024-01,-12.296578536325637,-24.49667147192922
2024-02,-11.534706561282228,-23.467132754870097
2024-03,-11.284858808045543,-23.25643636156461
2024-04,-11.73129010310973,-23.906171421013266
2024-05,-11.59962317901786,-23.40929670651445
2024-06,-11.5680724791415,-22.4009504295628
2024-07,-11.288408194505797,-20.533227813946738
2024-08,-9.87443866297126,-17.8172470706389
2024-09,-7.818772248498437,-15.82018766651526
2024-10,-10.989480998334354,-23.72200430995577
2024-11,-11.67627494652998,-25.97331813155301
2024-12,-12.22367057213176,-25.539892369403702
2025-01,-12.243728497852976,-25.4702011101867
2025-02,-12.4154172158931,-25.969987920218067
2025-03,-11.625608795030464,-24.45135030267252
2025-04,-12.54822261282246,-24.73608509786414
2025-05,-10.369327917189324,-22.459937237291935
2025-06,-10.928044581429653,-21.261448917627177
2025-07,-10.819865766800888,-19.431545940813557
2025-08,-9.61170794899556,-18.73735784849188
2025-09,-8.537507433126901,-18.889931225748736
2025-10,-7.003874389796733,-18.923136244385688
2025-11,-8.996228745845775,-21.44054288168975
2025-12,-9.503606715031705,-20.954094510089895
2026-01,-9.377888105837826,-20.621366478989195
2026-02,-9.191094641522673,-20.317325841145475
2026-03,-8.418902327325881,-19.724520153386884
2026-04,-6.157581629728625,-18.22185886347161
2026-05,-0.4194017137121828,-14.764246857657348
2026-06,0.6236746913096587,-13.68118398069519
2026-07,-0.7012279225754621,-14.754033734393788
2026-08,-2.0499879144508726,-15.144009108819752
2026-09,-3.0022068612328683,-16.45200760389888
