site_id,product_id,datetime_utc,ptype,reason,n_valid_bg,n_total_bg,polygon,n_valid_poly,n_total_poly
colossus_memphis,ECOv002_L2T_LSTE_32260_006_15SYU_20240315T005411_0711_01,2024-03-15T00:54:11+00:00,all,no_valid_lst_in_window,,,,,
colossus_memphis,ECOv002_L2T_LSTE_32275_004_15SYU_20240316T000636_0711_01,2024-03-16T00:06:36+00:00,all,no_valid_lst_in_window,,,,,
colossus_memphis,ECOv002_L2T_LSTE_32275_004_16SBD_20240316T000636_0711_01,2024-03-16T00:06:36+00:00,all,no_valid_lst_in_window,,,,,
colossus_memphis,ECOv002_L2T_LSTE_32321_006_16SBD_20240318T232104_0711_01,2024-03-18T23:21:04+00:00,all,background_too_cloudy,400.0,1934.0,,,
colossus_memphis,ECOv002_L2T_LSTE_32321_006_15SYU_20240318T232104_0711_01,2024-03-18T23:21:04+00:00,all,background_too_cloudy,408.0,1943.0,,,
colossus_memphis,ECOv002_L2T_LSTE_32687_006_16SBD_20240411T134741_0711_01,2024-04-11T13:47:41+00:00,all,no_valid_lst_in_window,,,,,
colossus_memphis,ECOv002_L2T_LSTE_32687_006_15SYU_20240411T134741_0711_01,2024-04-11T13:47:41+00:00,all,no_valid_lst_in_window,,,,,
colossus_memphis,ECOv002_L2T_LSTE_32768_004_15SYU_20240416T192935_0711_02,2024-04-16T19:29:35+00:00,all,no_valid_lst_in_window,,,,,
colossus_memphis,ECOv002_L2T_LSTE_32768_004_16SBD_20240416T192935_0711_03,2024-04-16T19:29:35+00:00,all,no_valid_lst_in_window,,,,,
colossus_memphis,ECOv002_L2T_LSTE_32768_004_15SYU_20240416T192935_0711_03,2024-04-16T19:29:35+00:00,all,no_valid_lst_in_window,,,,,
