site_id,product_id,datetime_utc,ptype,reason,polygon,n_valid_poly,n_total_poly,n_valid_bg,n_total_bg
colossus_memphis,LC08_L2SP_023036_20221031_20221108_02_T1,2022-10-31T16:37:44+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC08_L2SP_023036_20230527_20230606_02_T1,2023-05-27T16:36:23+00:00,cooling,background_too_cloudy,,,,0,10412
colossus_memphis,LC08_L2SP_023036_20230527_20230606_02_T1,2023-05-27T16:36:23+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC08_L2SP_023036_20230628_20230711_02_T1,2023-06-28T16:36:39+00:00,cooling,background_too_cloudy,,,,0,10412
colossus_memphis,LC08_L2SP_023036_20230628_20230711_02_T1,2023-06-28T16:36:39+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC08_L2SP_023036_20230815_20230819_02_T1,2023-08-15T16:37:00+00:00,hall,polygon_too_cloudy,electrolux_hall,19.0,145.0,3759,10412
colossus_memphis,LC08_L2SP_023036_20231018_20231103_02_T1,2023-10-18T16:37:13+00:00,hall,polygon_too_cloudy,electrolux_hall,57.0,145.0,10349,10412
colossus_memphis,LC09_L2SP_023036_20231026_20231027_02_T1,2023-10-26T16:37:18+00:00,cooling,background_too_cloudy,,,,715,10412
colossus_memphis,LC09_L2SP_023036_20231026_20231027_02_T1,2023-10-26T16:37:18+00:00,hall,background_too_cloudy,,,,715,10412
colossus_memphis,LC08_L2SP_023036_20231119_20231122_02_T1,2023-11-19T16:37:19+00:00,cooling,polygon_too_cloudy,east_yard,0.0,48.0,4636,10412
colossus_memphis,LC08_L2SP_023036_20231119_20231122_02_T1,2023-11-19T16:37:19+00:00,hall,polygon_too_cloudy,electrolux_hall,0.0,145.0,4636,10412
colossus_memphis,LC08_L2SP_023036_20240207_20240212_02_T1,2024-02-07T16:37:11+00:00,cooling,background_too_cloudy,,,,799,10412
colossus_memphis,LC08_L2SP_023036_20240207_20240212_02_T1,2024-02-07T16:37:11+00:00,hall,background_too_cloudy,,,,799,10412
colossus_memphis,LC09_L2SP_023036_20240318_20240319_02_T1,2024-03-18T16:37:14+00:00,cooling,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20240318_20240319_02_T1,2024-03-18T16:37:14+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC08_L2SP_023036_20240326_20240409_02_T1,2024-03-26T16:36:42+00:00,cooling,background_too_cloudy,,,,374,10412
colossus_memphis,LC08_L2SP_023036_20240326_20240409_02_T1,2024-03-26T16:36:42+00:00,hall,background_too_cloudy,,,,374,10412
colossus_memphis,LC09_L2SP_023036_20240403_20240404_02_T1,2024-04-03T16:37:05+00:00,cooling,background_too_cloudy,,,,1044,10412
colossus_memphis,LC09_L2SP_023036_20240403_20240404_02_T1,2024-04-03T16:37:05+00:00,hall,background_too_cloudy,,,,1044,10412
colossus_memphis,LC08_L2SP_023036_20240427_20240510_02_T1,2024-04-27T16:36:30+00:00,cooling,background_too_cloudy,,,,1257,10412
colossus_memphis,LC08_L2SP_023036_20240427_20240510_02_T1,2024-04-27T16:36:30+00:00,hall,background_too_cloudy,,,,1257,10412
colossus_memphis,LC09_L2SP_023036_20240521_20240523_02_T1,2024-05-21T16:36:32+00:00,cooling,background_too_cloudy,,,,2091,10412
colossus_memphis,LC09_L2SP_023036_20240521_20240523_02_T1,2024-05-21T16:36:32+00:00,hall,background_too_cloudy,,,,2091,10412
colossus_memphis,LC09_L2SP_023036_20240606_20240612_02_T1,2024-06-06T16:36:26+00:00,hall,polygon_too_cloudy,electrolux_hall,34.0,145.0,8572,10412
colossus_memphis,LC09_L2SP_023036_20240622_20240623_02_T1,2024-06-22T16:36:07+00:00,cooling,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20240622_20240623_02_T1,2024-06-22T16:36:07+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20240809_20240810_02_T1,2024-08-09T16:36:37+00:00,cooling,polygon_too_cloudy,east_yard,0.0,48.0,6358,10412
colossus_memphis,LC09_L2SP_023036_20240809_20240810_02_T1,2024-08-09T16:36:37+00:00,hall,polygon_too_cloudy,electrolux_hall,0.0,145.0,6358,10412
colossus_memphis,LC09_L2SP_023036_20241231_20250102_02_T1,2024-12-31T16:37:12+00:00,cooling,background_too_cloudy,,,,4,10412
colossus_memphis,LC09_L2SP_023036_20241231_20250102_02_T1,2024-12-31T16:37:12+00:00,hall,background_too_cloudy,,,,4,10412
colossus_memphis,LC08_L2SP_023036_20250430_20250508_02_T1,2025-04-30T16:36:30+00:00,cooling,background_too_cloudy,,,,1580,10412
colossus_memphis,LC08_L2SP_023036_20250430_20250508_02_T1,2025-04-30T16:36:30+00:00,hall,background_too_cloudy,,,,1580,10412
colossus_memphis,LC09_L2SP_023036_20250711_20250712_02_T1,2025-07-11T16:36:49+00:00,cooling,background_too_cloudy,,,,1831,10412
colossus_memphis,LC09_L2SP_023036_20250711_20250712_02_T1,2025-07-11T16:36:49+00:00,hall,background_too_cloudy,,,,1831,10412
colossus_memphis,LC08_L2SP_023036_20250719_20250726_02_T1,2025-07-19T16:36:56+00:00,cooling,polygon_too_cloudy,east_yard,0.0,48.0,3679,10412
colossus_memphis,LC08_L2SP_023036_20250719_20250726_02_T1,2025-07-19T16:36:56+00:00,hall,polygon_too_cloudy,electrolux_hall,0.0,145.0,3679,10412
colossus_memphis,LC09_L2SP_023036_20250727_20250729_02_T1,2025-07-27T16:36:57+00:00,cooling,background_too_cloudy,,,,1523,10412
colossus_memphis,LC09_L2SP_023036_20250727_20250729_02_T1,2025-07-27T16:36:57+00:00,hall,background_too_cloudy,,,,1523,10412
colossus_memphis,LC08_L2SP_023036_20250804_20250814_02_T1,2025-08-04T16:37:02+00:00,cooling,background_too_cloudy,,,,841,10412
colossus_memphis,LC08_L2SP_023036_20250804_20250814_02_T1,2025-08-04T16:37:02+00:00,hall,background_too_cloudy,,,,841,10412
colossus_memphis,LC09_L2SP_023036_20250812_20250815_02_T1,2025-08-12T16:37:08+00:00,cooling,polygon_too_cloudy,east_yard,0.0,48.0,7248,10412
colossus_memphis,LC09_L2SP_023036_20250812_20250815_02_T1,2025-08-12T16:37:08+00:00,hall,polygon_too_cloudy,electrolux_hall,0.0,145.0,7248,10412
colossus_memphis,LC08_L2SP_023036_20250921_20250930_02_T1,2025-09-21T16:37:19+00:00,cooling,polygon_too_cloudy,east_yard,17.0,48.0,3616,10412
colossus_memphis,LC08_L2SP_023036_20250921_20250930_02_T1,2025-09-21T16:37:19+00:00,hall,polygon_too_cloudy,electrolux_hall,3.0,145.0,3616,10412
colossus_memphis,LC09_L2SP_023036_20260103_20260104_02_T1,2026-01-03T16:37:27+00:00,cooling,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20260103_20260104_02_T1,2026-01-03T16:37:27+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20260119_20260120_02_T1,2026-01-19T16:37:25+00:00,cooling,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20260119_20260120_02_T1,2026-01-19T16:37:25+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20260204_20260205_02_T1,2026-02-04T16:37:20+00:00,cooling,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20260204_20260205_02_T1,2026-02-04T16:37:20+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC08_L2SP_023036_20260316_20260328_02_T1,2026-03-16T16:36:53+00:00,cooling,background_too_cloudy,,,,281,10412
colossus_memphis,LC08_L2SP_023036_20260316_20260328_02_T1,2026-03-16T16:36:53+00:00,hall,background_too_cloudy,,,,281,10412
colossus_memphis,LC08_L2SP_023036_20260401_20260408_02_T1,2026-04-01T16:36:42+00:00,cooling,polygon_too_cloudy,east_yard,0.0,48.0,4016,10412
colossus_memphis,LC08_L2SP_023036_20260401_20260408_02_T1,2026-04-01T16:36:42+00:00,hall,polygon_too_cloudy,electrolux_hall,0.0,145.0,4016,10412
colossus_memphis,LC09_L2SP_023036_20260425_20260426_02_T1,2026-04-25T16:36:49+00:00,cooling,background_too_cloudy,,,,501,10412
colossus_memphis,LC09_L2SP_023036_20260425_20260426_02_T1,2026-04-25T16:36:49+00:00,hall,background_too_cloudy,,,,501,10412
colossus_memphis,LC08_L2SP_023036_20260604_20260613_02_T1,2026-06-04T16:36:10+00:00,cooling,background_too_cloudy,,,,0,10412
colossus_memphis,LC08_L2SP_023036_20260604_20260613_02_T1,2026-06-04T16:36:10+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20260714_20260722_02_T1,2026-07-14T16:36:40+00:00,cooling,background_too_cloudy,,,,2282,10412
colossus_memphis,LC09_L2SP_023036_20260714_20260722_02_T1,2026-07-14T16:36:40+00:00,hall,background_too_cloudy,,,,2282,10412
colossus_memphis,LC08_L2SP_023036_20260807_20260812_02_T1,2026-08-07T16:36:44+00:00,cooling,background_too_cloudy,,,,0,10412
colossus_memphis,LC08_L2SP_023036_20260807_20260812_02_T1,2026-08-07T16:36:44+00:00,hall,background_too_cloudy,,,,0,10412
colossus_memphis,LC09_L2SP_023036_20260831_20260901_02_T1,2026-08-31T16:37:00+00:00,cooling,polygon_too_cloudy,east_yard,0.0,48.0,6052,10412
colossus_memphis,LC09_L2SP_023036_20260831_20260901_02_T1,2026-08-31T16:37:00+00:00,hall,polygon_too_cloudy,electrolux_hall,0.0,145.0,6052,10412
fairwater_wi,LC08_L2SP_023030_20250601_20250607_02_T1,2025-06-01T16:34:10+00:00,hall,polygon_too_cloudy,fairwater_1,36.0,204.0,15186,15253
fairwater_wi,LC09_L2SP_023030_20250609_20250610_02_T1,2025-06-09T16:34:11+00:00,hall,background_too_cloudy,,,,162,15253
fairwater_wi,LC08_L2SP_023030_20250617_20250627_02_T1,2025-06-17T16:34:21+00:00,hall,polygon_too_cloudy,fairwater_1,51.0,204.0,14270,15253
fairwater_wi,LC08_L2SP_023030_20250804_20250814_02_T1,2025-08-04T16:34:39+00:00,hall,background_too_cloudy,,,,2598,15253
fairwater_wi,LC08_L2SP_023030_20250820_20250826_02_T1,2025-08-20T16:34:45+00:00,hall,background_too_cloudy,,,,0,15253
fairwater_wi,LC09_L2SP_023030_20250828_20250830_02_T1,2025-08-28T16:34:49+00:00,hall,polygon_too_cloudy,fairwater_1,59.0,204.0,5039,15253
fairwater_wi,LC09_L2SP_023030_20250913_20250915_02_T1,2025-09-13T16:34:55+00:00,hall,background_too_cloudy,,,,2700,15253
fairwater_wi,LC08_L2SP_023030_20251007_20251117_02_T1,2025-10-07T16:34:57+00:00,hall,background_too_cloudy,,,,0,15253
fairwater_wi,LC08_L2SP_023030_20251023_20251121_02_T1,2025-10-23T16:34:55+00:00,hall,polygon_too_cloudy,fairwater_1,13.0,204.0,6592,15253
fairwater_wi,LC09_L2SP_023030_20251031_20251104_02_T1,2025-10-31T16:34:59+00:00,hall,polygon_too_cloudy,fairwater_1,51.0,204.0,15535,15253
fairwater_wi,LC09_L2SP_023030_20251116_20251118_02_T1,2025-11-16T16:35:03+00:00,hall,polygon_too_cloudy,fairwater_1,46.0,204.0,15525,15253
fairwater_wi,LC09_L2SP_023030_20260204_20260205_02_T1,2026-02-04T16:34:56+00:00,hall,background_too_cloudy,,,,0,15253
fairwater_wi,LC08_L2SP_023030_20260212_20260220_02_T1,2026-02-12T16:34:42+00:00,hall,background_too_cloudy,,,,0,15253
fairwater_wi,LC09_L2SP_023030_20260308_20260309_02_T1,2026-03-08T16:34:46+00:00,hall,polygon_too_cloudy,fairwater_1,0.0,204.0,11182,15253
fairwater_wi,LC08_L2SP_023030_20260401_20260408_02_T1,2026-04-01T16:34:18+00:00,hall,background_too_cloudy,,,,0,15253
fairwater_wi,LC09_L2SP_023030_20260425_20260426_02_T1,2026-04-25T16:34:26+00:00,hall,polygon_too_cloudy,fairwater_1,4.0,204.0,15288,15253
fairwater_wi,LC08_L2SP_023030_20260503_20260514_02_T1,2026-05-03T16:34:06+00:00,hall,background_too_cloudy,,,,0,15253
fairwater_wi,LC09_L2SP_023030_20260511_20260512_02_T1,2026-05-11T16:34:13+00:00,hall,polygon_too_cloudy,fairwater_1,11.0,204.0,15428,15253
fairwater_wi,LC09_L2SP_023030_20260527_20260528_02_T1,2026-05-27T16:34:00+00:00,hall,polygon_too_cloudy,fairwater_1,41.0,204.0,13888,15253
fairwater_wi,LC08_L2SP_023030_20260604_20260613_02_T1,2026-06-04T16:33:47+00:00,hall,background_too_cloudy,,,,0,15253
fairwater_wi,LC08_L2SP_023030_20260620_20260627_02_T1,2026-06-20T16:33:57+00:00,hall,polygon_too_cloudy,fairwater_1,0.0,204.0,8539,15253
fairwater_wi,LC08_L2SP_023030_20260706_20260716_02_T1,2026-07-06T16:34:06+00:00,hall,polygon_too_cloudy,fairwater_1,3.0,204.0,14326,15253
fairwater_wi,LC08_L2SP_023030_20260722_20260731_02_T1,2026-07-22T16:34:13+00:00,hall,polygon_too_cloudy,fairwater_1,90.0,204.0,13785,15253
fairwater_wi,LC08_L2SP_023030_20260807_20260812_02_T1,2026-08-07T16:34:21+00:00,hall,background_too_cloudy,,,,3337,15253
fairwater_wi,LC08_L2SP_023030_20260823_20260902_02_T1,2026-08-23T16:34:28+00:00,hall,polygon_too_cloudy,fairwater_1,0.0,204.0,6087,15253
fairwater_wi,LC09_L2SP_023030_20260831_20260901_02_T1,2026-08-31T16:34:36+00:00,hall,background_too_cloudy,,,,0,15253
hyperion_la,LC08_L2SP_023038_20260111_20260115_02_T1,2026-01-11T16:37:59+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,19151,19857
hyperion_la,LC08_L2SP_023038_20260111_20260115_02_T1,2026-01-11T16:37:59+00:00,hall,polygon_too_cloudy,structure_south,36.0,165.0,19151,19857
hyperion_la,LC08_L2SP_023037_20260212_20260220_02_T1,2026-02-12T16:37:29+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,7780,19857
hyperion_la,LC08_L2SP_023037_20260212_20260220_02_T1,2026-02-12T16:37:29+00:00,hall,polygon_too_cloudy,structure_south,0.0,165.0,7780,19857
hyperion_la,LC08_L2SP_023038_20260212_20260220_02_T1,2026-02-12T16:37:53+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,7119,19857
hyperion_la,LC08_L2SP_023038_20260212_20260220_02_T1,2026-02-12T16:37:53+00:00,hall,polygon_too_cloudy,structure_south,0.0,165.0,7119,19857
hyperion_la,LC09_L2SP_023037_20260220_20260221_02_T1,2026-02-20T16:37:37+00:00,hall,polygon_too_cloudy,structure_south,19.0,165.0,17622,19857
hyperion_la,LC09_L2SP_023038_20260220_20260221_02_T1,2026-02-20T16:38:00+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,13706,19857
hyperion_la,LC09_L2SP_023038_20260220_20260221_02_T1,2026-02-20T16:38:00+00:00,hall,polygon_too_cloudy,structure_south,20.0,165.0,13706,19857
hyperion_la,LC08_L2SP_023037_20260401_20260408_02_T1,2026-04-01T16:37:05+00:00,hall,background_too_cloudy,,,,646,19857
hyperion_la,LC08_L2SP_023037_20260401_20260408_02_T1,2026-04-01T16:37:05+00:00,hall,background_too_cloudy,,,,646,19857
hyperion_la,LC08_L2SP_023038_20260401_20260408_02_T1,2026-04-01T16:37:29+00:00,hall,background_too_cloudy,,,,777,19857
hyperion_la,LC08_L2SP_023038_20260401_20260408_02_T1,2026-04-01T16:37:29+00:00,hall,background_too_cloudy,,,,777,19857
hyperion_la,LC09_L2SP_023037_20260425_20260426_02_T1,2026-04-25T16:37:13+00:00,hall,polygon_too_cloudy,structure_north,24.0,150.0,9684,19857
hyperion_la,LC09_L2SP_023037_20260425_20260426_02_T1,2026-04-25T16:37:13+00:00,hall,polygon_too_cloudy,structure_south,0.0,165.0,9684,19857
hyperion_la,LC09_L2SP_023038_20260425_20260426_02_T1,2026-04-25T16:37:37+00:00,hall,polygon_too_cloudy,structure_north,13.0,150.0,9853,19857
hyperion_la,LC09_L2SP_023038_20260425_20260426_02_T1,2026-04-25T16:37:37+00:00,hall,polygon_too_cloudy,structure_south,0.0,165.0,9853,19857
hyperion_la,LC08_L2SP_023037_20260519_20260528_02_T1,2026-05-19T16:36:35+00:00,hall,background_too_cloudy,,,,2,19857
hyperion_la,LC08_L2SP_023037_20260519_20260528_02_T1,2026-05-19T16:36:35+00:00,hall,background_too_cloudy,,,,2,19857
hyperion_la,LC08_L2SP_023038_20260519_20260528_02_T1,2026-05-19T16:36:59+00:00,hall,background_too_cloudy,,,,0,19857
hyperion_la,LC08_L2SP_023038_20260519_20260528_02_T1,2026-05-19T16:36:59+00:00,hall,background_too_cloudy,,,,0,19857
hyperion_la,LC08_L2SP_023038_20260604_20260613_02_T1,2026-06-04T16:36:58+00:00,hall,polygon_too_cloudy,structure_north,32.0,150.0,8367,19857
hyperion_la,LC08_L2SP_023038_20260604_20260613_02_T1,2026-06-04T16:36:58+00:00,hall,polygon_too_cloudy,structure_south,57.0,165.0,8367,19857
hyperion_la,LC09_L2SP_023037_20260628_20260629_02_T1,2026-06-28T16:36:58+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,10564,19857
hyperion_la,LC09_L2SP_023038_20260628_20260629_02_T1,2026-06-28T16:37:22+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,10536,19857
hyperion_la,LC08_L2SP_024037_20260713_20260720_02_T1,2026-07-13T16:43:04+00:00,hall,background_too_cloudy,,,,2245,19857
hyperion_la,LC08_L2SP_024037_20260713_20260720_02_T1,2026-07-13T16:43:04+00:00,hall,background_too_cloudy,,,,2245,19857
hyperion_la,LC09_L2SP_024037_20260721_20260722_02_T1,2026-07-21T16:43:21+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,5971,19857
hyperion_la,LC09_L2SP_024037_20260721_20260722_02_T1,2026-07-21T16:43:21+00:00,hall,polygon_too_cloudy,structure_south,0.0,165.0,5971,19857
hyperion_la,LC09_L2SP_023037_20260730_20260731_02_T1,2026-07-30T16:37:15+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,6304,19857
hyperion_la,LC09_L2SP_023037_20260730_20260731_02_T1,2026-07-30T16:37:15+00:00,hall,polygon_too_cloudy,structure_south,0.0,165.0,6304,19857
hyperion_la,LC09_L2SP_023038_20260730_20260731_02_T1,2026-07-30T16:37:39+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,6697,19857
hyperion_la,LC09_L2SP_023038_20260730_20260731_02_T1,2026-07-30T16:37:39+00:00,hall,polygon_too_cloudy,structure_south,0.0,165.0,6697,19857
hyperion_la,LC09_L2SP_024037_20260806_20260807_02_T1,2026-08-06T16:43:28+00:00,hall,background_too_cloudy,,,,3943,19857
hyperion_la,LC09_L2SP_024037_20260806_20260807_02_T1,2026-08-06T16:43:28+00:00,hall,background_too_cloudy,,,,3943,19857
hyperion_la,LC08_L2SP_023037_20260807_20260812_02_T1,2026-08-07T16:37:08+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,7119,19857
hyperion_la,LC08_L2SP_023037_20260807_20260812_02_T1,2026-08-07T16:37:08+00:00,hall,polygon_too_cloudy,structure_south,0.0,165.0,7119,19857
hyperion_la,LC08_L2SP_023038_20260807_20260812_02_T1,2026-08-07T16:37:32+00:00,hall,polygon_too_cloudy,structure_north,0.0,150.0,7302,19857
hyperion_la,LC08_L2SP_023038_20260807_20260812_02_T1,2026-08-07T16:37:32+00:00,hall,polygon_too_cloudy,structure_south,0.0,165.0,7302,19857
lulea,LC08_L2SP_194014_20220319_20220329_02_T1,2022-03-19T10:05:02+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC08_L2SP_194014_20220319_20220329_02_T1,2022-03-19T10:05:02+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_192014_20220329_20230423_02_T1,2022-03-29T09:52:44+00:00,hall,background_too_cloudy,,,,1136,8805
lulea,LC09_L2SP_192014_20220329_20230423_02_T1,2022-03-29T09:52:44+00:00,hall,background_too_cloudy,,,,1136,8805
lulea,LC09_L2SP_194014_20220412_20230422_02_T1,2022-04-12T10:05:02+00:00,hall,polygon_too_cloudy,hall_north,0.0,61.0,6059,8805
lulea,LC09_L2SP_194014_20220412_20230422_02_T1,2022-04-12T10:05:02+00:00,hall,polygon_too_cloudy,hall_south,11.0,87.0,6059,8805
lulea,LC08_L2SP_193014_20220429_20220504_02_T1,2022-04-29T09:58:43+00:00,hall,background_too_cloudy,,,,1631,8805
lulea,LC08_L2SP_193014_20220429_20220504_02_T1,2022-04-29T09:58:43+00:00,hall,background_too_cloudy,,,,1631,8805
lulea,LC09_L2SP_192014_20220430_20230418_02_T1,2022-04-30T09:52:32+00:00,hall,background_too_cloudy,,,,6,8805
lulea,LC09_L2SP_192014_20220430_20230418_02_T1,2022-04-30T09:52:32+00:00,hall,background_too_cloudy,,,,6,8805
lulea,LC08_L2SP_192014_20220508_20220512_02_T1,2022-05-08T09:52:40+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC08_L2SP_192014_20220508_20220512_02_T1,2022-05-08T09:52:40+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC08_L2SP_193014_20220515_20220519_02_T1,2022-05-15T09:58:54+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC08_L2SP_193014_20220515_20220519_02_T1,2022-05-15T09:58:54+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_192014_20220516_20230416_02_T1,2022-05-16T09:52:22+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_192014_20220516_20230416_02_T1,2022-05-16T09:52:22+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC08_L2SP_194014_20220522_20220525_02_T1,2022-05-22T10:05:05+00:00,hall,polygon_too_cloudy,hall_north,4.0,61.0,2333,8805
lulea,LC08_L2SP_194014_20220522_20220525_02_T1,2022-05-22T10:05:05+00:00,hall,polygon_too_cloudy,hall_south,0.0,87.0,2333,8805
lulea,LC08_L2SP_192014_20220524_20220602_02_T1,2022-05-24T09:52:43+00:00,hall,polygon_too_cloudy,hall_north,27.0,61.0,3351,8805
lulea,LC08_L2SP_192014_20220524_20220602_02_T1,2022-05-24T09:52:43+00:00,hall,polygon_too_cloudy,hall_south,8.0,87.0,3351,8805
lulea,LC08_L2SP_193014_20220616_20220629_02_T1,2022-06-16T09:59:09+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC08_L2SP_193014_20220616_20220629_02_T1,2022-06-16T09:59:09+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_194014_20220701_20230409_02_T1,2022-07-01T10:05:01+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_194014_20220701_20230409_02_T1,2022-07-01T10:05:01+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC08_L2SP_192014_20220711_20220722_02_T1,2022-07-11T09:53:01+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC08_L2SP_192014_20220711_20220722_02_T1,2022-07-11T09:53:01+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_192014_20220719_20230406_02_T1,2022-07-19T09:52:40+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_192014_20220719_20230406_02_T1,2022-07-19T09:52:40+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_193014_20220811_20230403_02_T1,2022-08-11T09:59:08+00:00,hall,background_too_cloudy,,,,75,8805
lulea,LC09_L2SP_193014_20220811_20230403_02_T1,2022-08-11T09:59:08+00:00,hall,background_too_cloudy,,,,75,8805
lulea,LC08_L2SP_193014_20220819_20220824_02_T1,2022-08-19T09:59:30+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC08_L2SP_193014_20220819_20220824_02_T1,2022-08-19T09:59:30+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_192014_20220820_20230402_02_T1,2022-08-20T09:53:00+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_192014_20220820_20230402_02_T1,2022-08-20T09:53:00+00:00,hall,background_too_cloudy,,,,0,8805
lulea,LC09_L2SP_192014_20220921_20230328_02_T1,2022-09-21T09:53:07+00:00,hall,background_too_cloudy,,,,85,8805
