site_id,product_id,datetime_utc,ptype,reason,n_valid_bg,n_total_bg,polygon,n_valid_poly,n_total_poly
colossus_memphis,LC09_L2SP_023036_20220108_20230502_02_T1,2022-01-08T16:37:20+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220108_20230502_02_T1,2022-01-08T16:37:20+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220108_20230502_02_T1,2022-01-08T16:37:20+00:00,hall,background_too_cloudy,0,10412,,,
colossus_memphis,LC08_L2SP_023036_20220116_20220123_02_T1,2022-01-16T16:37:18+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC08_L2SP_023036_20220116_20220123_02_T1,2022-01-16T16:37:18+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC08_L2SP_023036_20220116_20220123_02_T1,2022-01-16T16:37:18+00:00,hall,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220430_20230418_02_T1,2022-04-30T16:36:49+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220430_20230418_02_T1,2022-04-30T16:36:49+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220430_20230418_02_T1,2022-04-30T16:36:49+00:00,hall,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220516_20230416_02_T1,2022-05-16T16:36:39+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220516_20230416_02_T1,2022-05-16T16:36:39+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220516_20230416_02_T1,2022-05-16T16:36:39+00:00,hall,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220601_20230414_02_T1,2022-06-01T16:36:36+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220601_20230414_02_T1,2022-06-01T16:36:36+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220601_20230414_02_T1,2022-06-01T16:36:36+00:00,hall,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220617_20230411_02_T1,2022-06-17T16:36:44+00:00,cooling,background_too_cloudy,0,10412,,,
colossus_memphis,LC09_L2SP_023036_20220617_20230411_02_T1,2022-06-17T16:36:44+00:00,cooling,background_too_cloudy,0,10412,,,
