file,name,rank,area_ha,rise_db,lat,lon,A00_r,A01_r,A02_r,A03_r,A04_r,A05_r,A06_r,A07_r,A08_r,A09_r,A10_r,A11_r,A12_r,A13_r,A14_r,A15_r,A16_r,A17_r,A18_r,A19_r,A20_r,A21_r,A22_r,A23_r,A24_r,A25_r,A26_r,A27_r,A28_r,A29_r,A30_r,A31_r,A32_r,A33_r,A34_r,A35_r,A36_r,A37_r,A38_r,A39_r,A40_r,A41_r,A42_r,A43_r,A44_r,A45_r,A46_r,A47_r,A48_r,A49_r,A50_r,A51_r,A52_r,A53_r,A54_r,A55_r,A56_r,A57_r,A58_r,A59_r,A60_r,A61_r,A62_r,A63_r,A00_m,A01_m,A02_m,A03_m,A04_m,A05_m,A06_m,A07_m,A08_m,A09_m,A10_m,A11_m,A12_m,A13_m,A14_m,A15_m,A16_m,A17_m,A18_m,A19_m,A20_m,A21_m,A22_m,A23_m,A24_m,A25_m,A26_m,A27_m,A28_m,A29_m,A30_m,A31_m,A32_m,A33_m,A34_m,A35_m,A36_m,A37_m,A38_m,A39_m,A40_m,A41_m,A42_m,A43_m,A44_m,A45_m,A46_m,A47_m,A48_m,A49_m,A50_m,A51_m,A52_m,A53_m,A54_m,A55_m,A56_m,A57_m,A58_m,A59_m,A60_m,A61_m,A62_m,A63_m,bright,ndvi,bright_frac
results_s1/neg_blueoval_tn_candidates.geojson,cand01,1,21.6,9.1,35.41851,-89.42477,0.004694332149886535,-0.05990334925844322,0.06255955788051926,-0.057611329922484134,0.01539010279264721,-0.18625095972434544,0.11469748613713156,-0.07115804090939029,-0.26319626777625743,0.018358975120874494,-0.14044058821383393,-0.003263873969931638,-0.1811907531683904,-0.04834158807698398,-0.220018410199598,-0.011090704123608039,0.08476079666158723,0.10242996079884062,0.08646135738327021,-0.05586052198769538,0.06918548914948161,-0.14784657946897262,-0.1582018528725864,-0.07638440346208954,-0.012828707259766828,0.05721790723883488,-0.04687189142994016,0.03181900015665938,-0.0520431521449705,-0.05072311950567616,0.03458417370602086,-0.048730916817176874,0.0955196087510683,0.009921045989346828,-0.02944947850919049,-0.13999519886082717,-0.23848926090949285,-0.03940690512896829,-0.029710011788246067,-0.02481348637418411,0.04518785967480555,0.037629098297398245,-0.015311388145623547,0.003115237409927054,0.055222730498508614,0.2760282237782509,-0.019937908744349565,0.09562594827203397,0.1295672302276975,0.021460982490302895,-0.03493850847405027,0.17909182005335664,-0.233342775155508,-0.04884380928892659,0.2843254269050333,-0.1605727664608305,0.003552301530821206,0.17932550762835386,0.2554647367024839,-0.0817265638657655,-0.11709153446778488,-0.18726114687533899,-0.17822424740360623,-0.03799867310010072,-0.04307785294092124,-0.0553711695231179,0.07155374687957784,-0.034414669042723875,-0.0004740199061646117,-0.10097294823394054,0.041617503886579,-0.14421948502735435,-0.18452720825797078,-0.004544289480543102,-0.07164892805262067,-0.04174040640846606,-0.24517831625418557,-0.0468844295549091,-0.1655628646050217,-0.013378304515478967,-0.004232224025640951,0.11974296286433114,0.0043906370212089115,-0.043738538213177594,0.005133719409543993,-0.13683056162898788,-0.1344488545593187,-0.06253920161962177,-0.1314218302772882,0.0902329823200608,-0.05238928652162983,-0.020548215914347797,-0.03521934702097172,-0.00990732492905791,0.06433715499373692,-0.041083689022988125,0.14921692067298184,-0.02059891905443761,-0.0931007627315775,-0.09887377909060723,-0.18692828839035902,-0.06902438249960632,0.00856614137565918,0.05663955368560831,0.008276247109677708,0.04767740276641041,0.016072628636928835,0.01887792731295311,0.03982557541484611,0.2066182242013494,0.011984171191807991,0.0496728934821003,0.1731313338463391,-0.08293367157850998,-0.06359694103020058,0.18818158467875254,-0.17165242132301206,0.009160717020721744,0.24590955035367346,-0.1538567609741381,-0.055938683133432206,0.1736457441792583,0.2686772351705722,-0.05914228518510493,-0.15700895568944723,-0.23775817916952768,-0.1666107277183722,-0.02427534936533426,0.43578124614910685,0.026103424702956363,0.640018484288355
results_s1/neg_blueoval_tn_candidates.geojson,cand02,2,7.6,7.0,35.43009,-89.42756,-0.024049725785462897,-0.09189408979742858,0.09471766463485859,-0.003312938662212838,-0.02093747612759145,-0.11317845426365097,0.13898232908609967,-0.03708826503868478,-0.19758204994274603,0.06798269044462547,-0.08145171182459779,-0.07281640907079223,-0.21105870653191364,-0.04415510936724095,-0.13714106048988536,0.010362655930363514,0.02414899142808454,0.08602409554232267,0.00042083445494450294,-0.06328066135014715,0.07435554945478311,-0.15729699861141413,-0.16228857934731378,-0.12759874981702632,-0.09228632457047162,0.09933577245386346,-0.0020586251222547937,0.07995044640950062,-0.07512110924720632,0.011793643615716566,0.09871897379196622,-0.12849310193446645,0.1500483750321793,-0.06050568933347938,-0.09969045182228556,-0.09778201662618967,-0.12461905330668799,0.027085316992242585,-0.04877060785152252,0.07410540457794307,0.01611932899689898,-0.015579043529605886,0.005766917610454191,-0.04644642217754927,0.008655540944073413,0.2152697422879206,-0.02289666922252059,0.09458137971610675,0.12319335031645783,0.026434795055970954,-0.08224882924921614,0.19767153586220923,-0.20204997839970015,-0.03883892791996741,0.2730087946860952,-0.13839491449113717,-0.03284922383186218,0.18075385872208763,0.28100563179210264,0.033374180778169386,-0.11685960755790631,-0.25024978899844547,-0.1839295167983516,-0.006618461320475229,-0.03125694972554226,-0.1020820770996695,0.08250709146818125,0.029679633646351167,-0.006762387975730254,-0.054148022517166584,0.11813739080673973,-0.08002363930082718,-0.1334337218808253,0.06825984690429866,-0.011952053167607944,-0.06884782390181624,-0.2475090973163061,-0.06929193966380495,-0.11464472109370481,0.01877119938526956,-0.01571539028848859,0.03958163493801588,-0.021680044006550523,-0.05655377156443007,0.045789694686170467,-0.13509317867393625,-0.14613257938306579,-0.11129514852920004,-0.1414530368041972,0.07109406351028012,0.016302293409476313,0.05803143141760277,-0.07883010464914962,0.0145984692497141,0.09739188469897998,-0.12675561188440912,0.16949916347183902,-0.07065208713138643,-0.14519872772052128,-0.07573588286082446,-0.09293951041907067,-0.007640110353796922,-0.022060011453010755,0.12839935704403396,0.00026331494866848893,0.011322777252594044,0.0446304705358452,-0.04716121794393888,-0.015516774560362212,0.16833225216459818,-0.0029895618361778153,0.025495997648735728,0.14286320479312853,-0.0008202804209630761,-0.08699571102220116,0.17692337270901168,-0.21217694105461174,-0.030982858094627627,0.24493476256174893,-0.14441872185441126,-0.05669874993811233,0.15186874204524833,0.2579209299865523,0.015676573115888423,-0.1417746827413807,-0.23788417522866828,-0.1805209835243251,0.014870226467276565,0.5571412719298244,0.020089704144222283,0.8460526315789474
results_s1/neg_blueoval_tn_candidates.geojson,cand03,3,6.0,8.4,35.43072,-89.42082,0.008784428869325988,-0.10096317785630864,0.0880149999934803,-0.01978555351891594,-0.008815660314328476,-0.13860633076852757,0.1166225969150531,-0.11051280881915958,-0.24294498978486354,0.004008376119848485,-0.09741069473971098,-0.06272958003052008,-0.239101573055273,-0.08722076633603588,-0.2019206645436693,-0.0029599096266139284,0.061942659063014056,0.05582075709613916,0.002181331305375733,-0.05074450376761824,0.06426873620545574,-0.17357976028855818,-0.13707679808298717,-0.10193491260300615,-0.0532908595188589,0.08637079091386396,-0.03248282345625844,0.038753226639430906,-0.11073728648068595,0.005456494718923681,0.07397293192237905,-0.09035231950539388,0.15480575064892618,-0.01769893065939504,-0.036775599568692585,-0.12105242588304693,-0.16152219358646527,-0.04691083993219259,-0.03269095122128474,-0.01458762273419305,-0.03442874899936195,-0.015400646492364053,-0.034958207293665486,0.014620190481510042,0.052561814174321785,0.26195550908868,-0.01179246122474385,0.059488014320618454,0.10071137994291768,0.04504983560890135,-0.055791968496276836,0.1549866321076705,-0.28591165420840425,-0.010938571968520385,0.27158036119545126,-0.13900090175647667,-0.01145243302671831,0.1832335092726524,0.2601056599847095,-0.009388960416384937,-0.10091934397129668,-0.23244179356133057,-0.1855683251984115,0.008461680169410657,-0.05169165472931575,-0.14439581131117712,0.11715388252675164,0.001438537157047503,-0.014793622492763057,-0.043990644143393744,0.019962128601575386,-0.16346480355260437,-0.14492042014472908,-0.024020489745545565,-0.021684318987099487,-0.10969488971246502,-0.25119322651655535,-0.10178196757005926,-0.15612496711005325,-0.043649234486379127,-0.05176929433499815,0.10056002203690548,-0.04733106146741722,-0.0600711048687022,-0.027439961283862422,-0.07204976836222084,-0.1547850656258164,-0.10348600038312467,-0.1835379012819433,0.13006358467424928,-0.012400511015007524,-0.041140564974427675,-0.058185587492030844,0.059435387644877546,0.10343171543316046,-0.08541418479032088,0.16604101760046247,-0.06913958627713795,-0.12254871512236538,-0.06824096755230614,-0.1247011355030558,-0.10464891242732922,0.012500234064820882,0.10249183093748318,-0.05594930113025963,0.0068275696355045235,0.03220266803510991,-0.023483055349108592,0.05321605594664113,0.15060526555621714,0.007748737290163289,0.03247969263029545,0.15925434737758568,-0.07762711138495476,-0.06553022370119099,0.16384309165676594,-0.2293002376331073,0.027474261811525933,0.18360288625157076,-0.12126400737428725,-0.07908112705066249,0.15274837440783529,0.23992637293950667,0.0037295116342536123,-0.11470220970130256,-0.21597678687068972,-0.16728864047825154,0.009016371515009938,0.47553702777777845,0.03284531805259762,0.7333333333333333
results_s1/neg_blueoval_tn_candidates.geojson,cand04,4,3.1,6.4,35.41761,-89.40483,-0.0780956850331205,-0.14796754097121217,-0.006524435807544377,0.02185087645881814,-0.018700534144066194,-0.1474431702045436,0.033334062979707396,-0.2422434546015513,-0.1946494681422693,0.08765078530254491,0.08156592808955304,-0.06756124217507914,-0.2016692024354342,-0.10645081283761616,-0.19801980313084327,-0.07908930095750404,-0.0027599597142757624,0.1504597831959799,-0.07400202419091377,-0.0041924965610049564,-0.038276356040357694,0.03754027821317198,-0.19165127261387907,-0.12745412942705095,-0.18310688510496265,0.15161001754948097,-0.09339205500939382,0.037896974262136854,-0.022581024671126763,0.0040278355139359975,0.08554065062996381,-0.10406085316791165,0.17517704869267017,-0.12280544078482221,-0.10499336632589541,-0.16200012116752008,-0.1391033636532767,-0.14021219899404547,0.07174984288666596,0.12838315612996226,-0.04612768118217242,-0.019263543813201285,0.11124378789477046,-0.07727475692623423,0.0777470765034223,0.11049968329715637,0.020763036444845912,0.05176669738775042,0.25414849426245406,0.007812073468456576,-0.02804356814245075,0.19490614254946037,-0.10804188038124521,0.021985886790247627,0.1648668113083302,-0.002318458286925678,-0.062413755385888045,0.12592512606622056,0.20562368504764744,-0.20871937189662995,-0.0649890307077124,-0.1954065307312361,-0.24939652202995563,0.04173655176717216,-0.13062632827784115,-0.15805298255081807,0.05426119702004413,0.05966205454357631,-0.034138511816170565,-0.032754484597367725,0.015587408513815522,-0.19268116863516424,-0.09364769491418397,-0.04116364288443869,0.05299360465407698,-0.10571281833910667,-0.22493256313150237,-0.08467653028902783,-0.14781860067808353,-0.04839436578667439,-0.12095607454146665,0.096680031193143,-0.08010330884207482,-0.013815979277105378,-0.055435193845356105,0.056663571623164835,-0.14385835663645954,-0.12932372175205506,-0.19255255399253554,0.16451386525723924,-0.004446656487478912,-0.052020539714836105,-0.05784921267004084,0.03283738228871738,0.06194311860576886,-0.10975373731263857,0.1431723113852859,-0.08305487689334262,-0.16781417325101808,-0.1367489656575389,-0.09585964031584478,-0.1516838476242296,0.033650994546513935,0.13428693581389517,-0.017026316750516524,0.02326793570579808,0.1396641157752367,-0.050467661348617396,0.08547046167515089,0.1145880407068494,0.02483561683494963,-0.013753873030266699,0.2746553798889855,-0.08469194890499346,-0.055860805882765235,0.16685517348328385,-0.11787780123404026,0.037745507459568055,0.15236732436682932,0.01830632996240972,-0.07956146992578224,0.14667976940391267,0.16132086113185828,-0.1413670778081373,-0.0415867519724732,-0.14483907293943865,-0.15668913001574822,0.024863551004670394,0.18912158119658104,0.04430246976062709,0.0
results_s1/neg_blueoval_tn_candidates.geojson,cand05,5,2.8,9.4,35.42111,-89.43591,-0.09352836483771396,-0.12633924297372834,0.06754545011835293,0.01512471753028239,-0.01582392345382239,-0.10037784390817085,0.029810989563910827,-0.125280374873158,-0.1509088016317666,-0.008466016224892204,0.033559166479715415,-0.030562080277939132,-0.17661819338567314,-0.016770931812895566,-0.19373535395855448,-0.02744865212689442,-0.06348107285750154,0.0882129286404195,-0.04172063557151533,-0.05552770551472343,0.017391349134304294,-0.004030183588602265,-0.12478106696420384,-0.08054080464807854,-0.20434529705769294,0.048491679967856,-0.006335868771944073,-0.013430831257060202,-0.05436889500999467,-0.00865938241872491,0.11584039893498042,-0.10723538672660991,0.21547175847582495,-0.029981419109372513,-0.1874366370631634,-0.16368099662431254,-0.15122561738895884,-0.02804718666021541,0.03880612288862707,0.04118608277128277,-0.06293387637512343,0.018622147012519047,0.10647538706336974,-0.10698102341653118,0.005071709216440685,0.1520132234373641,0.005982080743460133,0.0760891746725547,0.23272545074234915,-0.05612893676821793,-0.06216248234280539,0.195110771049679,-0.20316720275865766,-0.0277133004794371,0.18923726696918935,-0.08440994042486881,-0.11066448697193287,0.07845812316793971,0.2969807358500192,-0.12714236110595245,-0.11439071506830371,-0.2531967818302867,-0.12055479140780322,-0.01405357288185061,-0.11202993496195052,-0.1374489513238983,0.01691891020361124,0.03035626978233797,-0.0012541496568876601,0.004366643541934885,0.03852541144380296,-0.10592299471897115,-0.10775727837404064,-0.023736856296476334,0.053911903561684765,-0.07118565225195216,-0.2211930564323071,-0.010257449211229435,-0.1438016370123509,-0.011251018234277401,-0.13508041299317483,0.01493496283293289,-0.07765409513220321,-0.007278160679503316,-0.03779636631630526,-0.03430783021409155,-0.12497110790258417,-0.1284866085201459,-0.21046720213151016,0.10412496490657938,0.05409524596775767,-0.04122276856336138,-0.08783983795774335,-0.018474042941220337,0.06142398786914055,-0.0806655197642887,0.17875988332411138,0.016042147071407803,-0.20947678202956208,-0.13767511288453962,-0.06956286571809643,-0.0817778727638103,0.0561913395885242,0.1382782437292449,-0.02975960894075128,0.0660245965916351,0.17180999741702985,-0.0695717772394403,-0.005766635486578812,0.11715027400943799,0.024930400871059542,-0.00985755277202514,0.2182266331726436,-0.1194144249299986,-0.06109750671701191,0.15445667901449736,-0.13958080943479678,0.014691490173859888,0.17498016127766752,-0.04367059360485936,-0.11698028300058462,0.11046158970561613,0.25283539846007524,-0.12210645877736022,-0.0998110165249733,-0.21521807113192132,-0.1110512025392522,0.022256739629867437,0.3076418452380954,0.054362217497728786,0.48214285714285715
results_s1/neg_blueoval_tn_candidates.geojson,cand06,6,2.5,8.2,35.42075,-89.43079,-0.042196621209037256,-0.07615366088512714,0.06985770674125567,-0.01499290047474888,0.018523113199682587,-0.1381039845130081,0.0470118276997865,-0.1357173977244608,-0.23775056824100266,0.025953121376014014,-0.07506636761070033,-0.04945622889369928,-0.2035116328247766,-0.016413873912154205,-0.21618153997975148,-0.06373140033170849,0.02903966948670036,0.14388991518108515,-0.01774850476143783,-0.026254781618656114,0.01896517721410121,-0.12439745389732687,-0.10331099856068174,-0.06274082184924418,-0.09118002076355679,0.1441318857281334,-0.08736592607559703,0.015317962226438327,-0.004677948452299519,-0.008931978304080624,0.06202002367553915,-0.07074637508544865,0.16019507772632288,-0.041951483798631485,-0.05844986198623283,-0.1357272311125176,-0.23890475126899877,-0.04746058465144284,0.0037265476880857457,0.02380685963337086,-0.0172429899059532,-0.01626256704451453,0.022591494601359688,-0.01466048018985333,0.07105900445530001,0.23901058895173447,-0.02053456798744216,0.12738758039522738,0.2209531472933175,-0.05016360157412126,-0.052087060348853534,0.19891920817190736,-0.14698911225642475,-0.0005977447984219838,0.26868783862731416,-0.158775625651131,-0.05383565227166815,0.16989988954606577,0.26151754230009316,-0.10099775410884178,-0.08150061252327398,-0.23863992331119493,-0.15213259226353637,-0.0323616431174125,-0.10908793052359902,-0.10168205032488599,0.06143477693264956,-0.010361859549449232,-0.024388960057218245,-0.010101638598741716,0.019191870172300608,-0.1667841299211161,-0.11472432146968081,-0.009656319944165895,-0.02637246091214117,-0.09959629082536504,-0.25277065216718003,-0.040610876628004784,-0.13492468573440547,-0.02217738782305022,-0.0959393754568972,0.09615520267498727,-0.0710837149997191,-0.029570917154602548,-0.021292947732447796,-0.05691091329085971,-0.11987840943944612,-0.07442533217468349,-0.21051054708149572,0.14501787105917355,-0.025672036135186913,-0.026660674942906085,0.004092477584324247,0.01719377268213738,0.09517983575450852,-0.040912960724950174,0.19026351094118837,-0.04215726218032165,-0.18380866576882476,-0.07874261117405992,-0.12878580642450593,-0.10182699611200405,0.06254230529254547,0.10967040421660144,-0.01739376333716729,0.037761011659670475,0.08611498175359172,-0.03265436247708022,0.04404741424126473,0.15066293645717851,0.022507883352143942,0.028527665749236677,0.21463679035924346,-0.1412341949064785,-0.08410298605832936,0.18213625870924074,-0.11975986642964764,0.03865385681491857,0.19668957726176015,-0.11997641719110759,-0.12017634914774743,0.16477934716858536,0.25967309191824534,-0.07176452362234312,-0.12961514032654464,-0.2539165950925493,-0.10214243731979585,-0.039504577606013266,0.31941038359788343,0.05729212285455941,0.44047619047619047
results_s1/neg_blueoval_tn_candidates.geojson,cand07,7,2.4,8.4,35.43153,-89.41049,-0.0032390234228092604,-0.11304118357764208,0.06413741509950852,0.010461588453919379,-0.023748054184072446,-0.16244645851680717,0.12952249214172107,-0.11527544322779475,-0.25257433960104186,0.02737754633804021,-0.09183070080204737,-0.04033709155525876,-0.21768343122614978,-0.06986458999413309,-0.2180765962144064,0.016874972663590733,0.0634477357728783,0.007092563714341075,0.041561316395372326,-0.060157507232409306,0.04360015682392535,-0.16170688919106257,-0.14912582875327784,-0.1584864173903037,-0.06368243689881978,0.08631093436234762,-0.010451410809594438,0.08932123014947557,-0.15608345285430408,-0.03109692605234325,0.0749276221009501,-0.11279652663460012,0.13811013701891353,-0.02015007998158835,-0.03467773505293006,-0.14502287279657813,-0.191094480671273,-0.033958111691790104,-0.03971181078454644,0.03695988825717645,0.015169395950273319,0.03086200309917721,-0.0011142513527582004,0.012211710186560334,0.018522773948122212,0.2387099690574131,-0.008460199855105887,0.015663209760054572,0.1015276957066563,0.03215245128821043,-0.026652974117153238,0.17146278978698212,-0.2688593812466275,-0.038784644287666745,0.28096540924630675,-0.12222271803247706,-0.013573100834634835,0.1918666797254242,0.2674713422828078,-0.06570457954712725,-0.11129681350803679,-0.2075534110936786,-0.17692455897067152,0.02334295806009716,-0.08331027604107122,-0.14590750115530682,0.08805334471940633,0.02863119608120633,-0.03470792285424565,-0.036510732596502435,0.019517554857385714,-0.16072076578988997,-0.1286183828420111,-0.031208042249825665,-0.032680512190010676,-0.09852107606379668,-0.24743048991625516,-0.09617784298871025,-0.17059630650450466,-0.04197896151937696,-0.07517650240487199,0.08920003176722471,-0.0492608076306524,-0.06252940925439249,-0.06816702313658653,-0.05215516005526741,-0.1484491873505673,-0.122053029277015,-0.1773700643938102,0.13583512098023792,0.009045748926402681,-0.024914047217384272,-0.09097907799529102,0.0459134734332607,0.07814254762731382,-0.10278194526110807,0.17160394160411976,-0.06863380975717683,-0.12770454562123415,-0.08733787177776797,-0.11539001289529277,-0.12564244490329138,0.01335452350800387,0.11060762797569261,-0.04300572386150867,0.03449811290546595,0.05884376547810896,-0.012083814579493856,0.04476840639815355,0.14367331162489383,0.01867418460968936,-0.015473709682265257,0.17616488424837531,-0.0906965273076892,-0.0631793202362255,0.1562967766908204,-0.1999725825831899,0.03008923726952154,0.1915232150421346,-0.07411213822148201,-0.09893341281177209,0.15725077076450103,0.24044435930176108,-0.037860778786182145,-0.1052470450403126,-0.2009688660979368,-0.1406458994335502,0.027065084666774562,0.4838842213114756,0.02485195625908805,0.7950819672131147
results_s1/neg_blueoval_tn_candidates.geojson,cand08,8,2.2,11.8,35.43234,-89.43097,-0.05252314018380093,-0.10873420789623514,0.07475621174513587,-0.04720719642896168,0.008086402256282231,-0.08821620609465854,0.047877214426900766,-0.13143861034967005,-0.23417908130949808,0.022278790380560784,-0.10357153350509259,-0.05632200933563447,-0.15909241105499589,-0.023219550625286266,-0.2396514874297348,-0.04013839509936305,-0.005103243359484124,0.08359512976125184,0.03131379409087363,-0.07412235997159053,-0.005880043363023103,-0.11539886342080481,-0.13694694764289322,-0.09886345381764758,-0.14529588119287004,0.10303570080940222,-0.019391859945279245,-0.0002602177540006087,-0.03558908075290135,-0.03273513938647489,0.062149329875700716,-0.13200696201140097,0.17642959157242993,-0.07885673636535123,-0.1143913380123089,-0.11247482919652764,-0.11864792620283762,-0.10170568487014364,0.02008685413601013,0.008682933676614034,-0.030066965221569333,0.012780999500647818,0.04333003667132084,-0.03607842344946788,0.0726051585992864,0.1898560105450928,-0.008928720858825023,0.12694774457280494,0.1558403216559662,-0.009975314980440231,-0.08208836308681393,0.1415431930399958,-0.21139957861092953,-0.039168562428894486,0.25026803057226515,-0.0878000753088863,-0.09991281573560895,0.1473311411488323,0.2619471803834019,-0.06497978458859037,-0.14749281426059532,-0.25646908549090425,-0.18199002576519968,-0.006768030605277842,-0.050414937996688426,-0.10832548436496894,0.06441611059676099,-0.026121967021054657,0.00952459327160297,0.01858535342013137,0.06747454341914626,-0.13560592348457215,-0.13550450685143287,0.010103042461431188,-0.021455641321773078,-0.08433642254826329,-0.2255624818195379,-0.045181414905236035,-0.14001876346671477,-0.01774509462323925,-0.08507063239592695,0.02253565487122451,-0.020994011263974204,-0.052505545295651636,-0.04324057701967398,-0.10920787014237598,-0.14375189564315707,-0.1368835599657195,-0.19136716271811902,0.11039497281216795,0.02987454389309694,-0.019859279066880262,-0.067905254226732,-0.010286082728570041,0.07271409587279355,-0.10868606464784522,0.17967907453913667,-0.06324697218125949,-0.17380054965958905,-0.09186836581618088,-0.0521320652775193,-0.10239352917768901,0.04201728093296193,0.10926715414792601,-0.0191486738933853,0.056494939432659104,0.09364034525765016,-0.023846469331886843,0.049023294828725014,0.12539170291603696,-0.00861369077202721,0.0354604327895867,0.16736739646669868,-0.07578328808803281,-0.08497049169929752,0.11850958958480623,-0.1875852710711501,-0.0147356008685454,0.21265444415188142,-0.06150079947082984,-0.1226553440788861,0.14639413255760625,0.2515549592849032,-0.04166919389675757,-0.15343737318423734,-0.23330264354597696,-0.1822158460690952,0.0334933559700384,0.48497544642857143,0.04475034032036849,0.78125
results_s1/neg_blueoval_tn_candidates.geojson,cand09,9,2.0,7.0,35.43,-89.41498,-0.021688955070185346,-0.14531041951194174,0.12099150000479503,0.02176277388894988,-0.020740433954603323,-0.10966387127605799,0.05764567069328425,-0.13193347082920207,-0.19734247696871585,0.043203858084364104,-0.13868884083416366,-0.07834548739571964,-0.2321776625811237,-0.12469849505719172,-0.2128418012001734,-0.014018091215936578,0.019009322969925965,0.10335461497104581,0.04360277601620586,-0.07239418052886379,0.008724968698158147,-0.11036852250107144,-0.18083037291037904,-0.09679968239051814,-0.11588353722589809,0.07009415599972756,0.005992631883886025,0.04021969958847801,-0.09394570773374901,0.01497065821125337,0.09240219141035239,-0.140311716613194,0.12437891281276076,-0.025001056943165886,-0.0757879473751076,-0.06486261166587634,-0.13243511237987202,-0.08256910590200794,-0.06259371558610959,0.06618828958470031,-0.023950419618898648,0.03445142388408979,-0.019326428037339128,0.02545215140628736,0.0634371890788383,0.21277618241833868,0.011681788455784,0.01270205527290353,0.08777721212708219,-0.016910979735559713,-0.03392500528141469,0.14298697536042407,-0.2688170755139389,-0.036095313413152655,0.25205450192178475,-0.15510353743287972,-0.03727639866790334,0.20443202818884854,0.22747309408273103,0.0193127084908494,-0.1482541931560623,-0.21008548753073647,-0.17639747255979304,-0.018344266963492156,-0.05287842318058601,-0.16184427791406142,0.06753413671032882,0.01861713429124736,0.009966900582147574,-0.036447622892916615,0.04364334863990026,-0.12320077221468383,-0.14108068134200188,-0.0054019876125900165,-0.08104463021184637,-0.11466344258683664,-0.2575452838901941,-0.1271418324154353,-0.18201967881691633,-0.02013594223211721,-0.051509196949503046,0.06751944139614052,-0.03379112858542554,-0.06771246062941144,-0.05798804387447713,-0.11650595222274296,-0.16481342134616356,-0.09895072992358614,-0.12004114907305351,0.09848195045986659,-0.004768339177774445,-0.01102709834781007,-0.09561421946912285,0.05143186636918239,0.050271601606538194,-0.0897259044380525,0.12851725392273844,-0.04077565738121319,-0.09357555630548622,-0.04766734416187063,-0.09548107755278344,-0.12533888491495843,-0.008943205583638014,0.11223274706347158,0.0004797622509429726,0.011180821872278814,0.04611833885038166,0.030889748779059707,0.07635327310174338,0.1568941880786798,0.0284673564485545,-0.02294346433486791,0.09387351001506658,-0.07491437862733029,-0.0427454828426601,0.14050203961866314,-0.2251813342683137,0.025039899924078787,0.20412763933674297,-0.10382216339861232,-0.07204523109805032,0.18952944481466905,0.199610618217127,0.04430875145786443,-0.1361326241945485,-0.181929898993657,-0.14609314031941842,0.03302915377956589,0.46326813725490185,0.04222408071553188,0.7058823529411765
results_s1/neg_blueoval_tn_candidates.geojson,cand10,10,1.7,5.0,35.43252,-89.44983,-0.10558231807946562,-0.014945706858946315,-0.023852954059177558,-0.07727970443158352,0.07535907884139081,0.07464726281760437,0.023384326570234044,-0.0767729183810942,-0.16864618760261701,-0.033993000885547874,-0.006367472605843821,-0.05062910112228432,-0.17951103582526493,0.008693626334781724,-0.11534917211400514,-0.10043613335709503,-0.17627971157855626,0.06997721370172694,-0.16498247184336254,-0.01090449361858699,-0.13538183064272924,-0.12122398491655359,-0.09367916559936622,-0.09942047229340736,-0.2013365314137591,0.10761109436606785,-0.1044537262656344,-0.13080621531768555,0.0003693264942252404,0.030304006300691834,0.019368822624403655,-0.04396145434653375,0.22510530370895043,-0.13513250990635606,-0.1087641304767825,-0.055775687263532,0.01725281960035945,-0.1546894025565002,0.10085645853510539,0.09557246829678054,-0.04786317452710685,0.009009912718958771,0.19535401687012363,-0.02077956701329154,0.10602731731384817,0.16544899188320125,0.007425982493746447,0.03458871178096566,0.20820915006270624,-0.14745386426987908,-0.11653595910135851,0.2237205538332673,-0.06134996145008812,0.035205317585301064,0.15335896835216545,0.04883339867118799,-0.14868295605323253,0.12012176790749508,0.249692981077045,-0.13206318194477315,-0.19527382288577172,-0.2686094600861636,-0.17260641722543857,0.05530112828249682,-0.1350330359185268,-0.04774474226576418,-0.018818270296176224,-0.040882274169274715,0.030230879761302284,0.010166496448202843,-0.0034920873389548347,-0.018072662065118376,-0.09117798699068089,-0.05770726160713032,-0.01869880176072396,-0.05985955887181501,-0.16123286847183965,-0.005541257615510882,-0.0982026949661096,-0.05439145774943058,-0.1911773680969555,0.05950968303000297,-0.17600589417651097,-0.014448622484452361,-0.11215935150485344,-0.06257204527422373,-0.08346484300659782,-0.05824605892186493,-0.17180721738601934,0.11320962642395961,-0.10045495404874766,-0.11348787904690673,0.008547901953763917,0.03815227233952386,-0.027312738473882114,-0.05650223862611441,0.17594027074402607,-0.11008407412056805,-0.13789429459641145,-0.06395267993951148,-0.019776642540960322,-0.16715029670038764,0.11421906118901486,0.027755125560234583,-0.021086358053209135,0.05220394146237,0.20507875587169366,-0.0424013675843382,0.08034238468024411,0.12433877083953308,0.05174486956887192,-0.023247678997421663,0.19565813377166627,-0.1466810902598216,-0.11698812778138994,0.18728704763423001,-0.06871483708806887,0.07958014085202623,0.1266415841073194,0.10275713726736685,-0.15912124860522958,0.14710123624755966,0.2026271575217314,-0.08668937161729806,-0.17837070365710161,-0.22985995517984814,-0.1187445183042344,0.03934755930629423,0.2002593253968255,0.06318090396920802,0.0
