d,cross1,cross2,down,up,speed,phi,site,dw_minus_uw,cross_diff
2022-04-14,23.075833764945326,30.79787471492603,29.59377766774152,17.25344646146653,5.236822117790765,71.3129976333588,epoch_google_columbus,12.340331206274989,-7.7220409499807054
2022-04-15,10.94314735672466,15.48968328360625,15.794223623383528,8.527801222033137,7.505589260771457,37.40464038834068,epoch_google_columbus,7.2664224013503915,-4.546535926881591
2022-04-17,28.436672185239605,14.979249029559773,20.346633067597423,24.504969298433647,2.8680390157186464,231.87399561788575,epoch_google_columbus,-4.158336230836223,13.457423155679832
2022-04-22,43.88792994079276,30.87072310141791,45.13203115011003,34.45040793817844,2.1249891571812993,298.3075251990279,epoch_google_columbus,10.681623211931594,13.01720683937485
2022-04-23,30.109572457916446,28.119181171621634,27.665674870130633,30.188114272584098,4.603993865817127,32.03308138206074,epoch_google_columbus,-2.5224394024534647,1.9903912862948125
2022-04-24,19.843746242036694,23.15586594933781,22.936064296744387,22.26298398050568,5.57731971225576,24.73058164599331,epoch_google_columbus,0.6730803162387069,-3.3121197073011146
2022-04-27,26.554468015192302,54.802590070910355,36.94365889187717,36.262505294973,6.396212102338811,127.05736785520412,epoch_google_columbus,0.6811535969041671,-28.248122055718053
2022-04-29,72.82711513404065,44.469992326109356,63.316498601076916,50.05676373762044,2.705840311059621,279.956011332684,epoch_google_columbus,13.259734863456472,28.357122807931297
2022-05-02,32.58007950509555,45.08474038231555,39.50570316596429,31.56741116081893,3.3716778041435838,85.94640809112167,epoch_google_columbus,7.93829200514536,-12.504660877220005
2022-05-08,34.90162138916664,33.5859288414875,31.54091413556795,31.45484617123768,3.215880670307775,268.28001633677485,epoch_google_columbus,0.08606796433026886,1.3156925476791415
2022-05-09,34.35930748128513,33.99197009928712,42.34612951617904,29.53875135019814,3.859344057817439,316.985780597541,epoch_google_columbus,12.8073781659809,0.3673373819980057
2022-05-10,48.80612436789293,31.23282446080274,51.33102793412123,43.936459233239546,3.3831006403311075,337.16214337642396,epoch_google_columbus,7.394568700881685,17.57329990709019
2022-05-11,59.53952639580486,38.37596501723877,62.100639432310466,41.25099013139274,2.6849063890413554,268.54125999048483,epoch_google_columbus,20.849649300917726,21.163561378566094
2022-05-12,56.883354922535524,49.76269177357571,55.86501044460229,53.30452073599676,3.4766572617973917,289.93623254594286,epoch_google_columbus,2.5604897086055303,7.120663148959814
2022-05-13,55.93688226968397,49.045372210194785,49.07562527360081,44.628234161491854,2.405340092186908,326.6499594913758,epoch_google_columbus,4.447391112108953,6.891510059489185
2022-05-16,38.08551198184723,45.785126587680296,35.331176052607276,23.878258871768832,5.229944816831688,103.13824947866783,epoch_google_columbus,11.452917180838444,-7.699614605833062
2022-05-17,37.93706319436759,57.73085289892069,46.05381743638272,41.42462319852864,4.841574336972473,130.31261478174656,epoch_google_columbus,4.62919423785408,-19.7937897045531
2022-05-19,22.175143620036092,25.80445662046831,44.051146411214916,22.03106153096792,3.8678039707245593,36.8647440175186,epoch_google_columbus,22.020084880246994,-3.6293130004322194
2022-05-25,39.55962534479464,40.533470944428835,58.894634345798515,44.81464510756512,4.547799298563822,322.2011245431148,epoch_google_columbus,14.079989238233395,-0.9738455996341955
2022-05-29,18.476256059236274,14.776427733280872,20.599769638264956,12.089837110798742,3.584173576472962,358.7955389394275,epoch_google_columbus,8.509932527466214,3.6998283259554015
2022-05-30,23.788592290046896,31.342156691081374,28.614687021081373,27.049479636357287,4.208742982107083,15.449066796206296,epoch_google_columbus,1.5652073847240864,-7.553564401034478
2022-05-31,23.420172341158075,29.90066371761087,32.834869955265596,25.43743200857428,3.961777822039858,46.32443444470073,epoch_google_columbus,7.397437946691316,-6.480491376452793
2022-06-03,27.890094774251825,43.211151602382465,40.96637470481561,35.48042753134567,2.8310540663800574,129.77815054597534,epoch_google_columbus,5.485947173469938,-15.32105682813064
2022-06-05,24.73408728907881,23.398532204656362,25.978727030633664,24.98082772918524,2.6826576706280414,335.6474642981834,epoch_google_columbus,0.9978993014484239,1.3355550844224489
2022-06-11,18.642650987517342,18.596696702713114,27.24058654025011,28.875978393652357,2.5318750234184013,6.609940949357281,epoch_google_columbus,-1.635391853402247,0.04595428480422825
2022-06-15,17.90167856988721,24.592041808379204,26.28287982005945,17.67984780110244,3.509216908499235,30.60409138529434,epoch_google_columbus,8.603032018957009,-6.690363238491994
