label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
cn_ulanqab_huaning_cogen 2023-01-01..2026-08-31,719,13.452330281743325,1.500029610755505,2940.9233710510807,23387.372218916433,8.904768213687609,11.181575501242936,-1.771120460915441
cn_ulanqab_huaning_cogen before 2025-01-01,375,14.118139142115513,2.4235391330802454,3086.4812630379324,24544.905472862007,6.621249127499719,10.155361664154958,-1.565657654487889
cn_ulanqab_huaning_cogen from 2025-01-01,344,7.289775439984512,1.1393105712441067,1593.6771185479938,12673.543396314753,12.56365166200501,8.250317473682435,-0.9074532662556895
