label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
cn_zhongwei_cpi_cogen 2023-01-01..2026-08-31,791,10.320149020280658,1.788505115373552,2256.1717420559835,17941.959603798165,4.827291838129669,11.446068424595483,-0.9433233356628985
cn_zhongwei_cpi_cogen before 2025-01-01,423,9.8168169336358,2.0927741075921378,2146.1342194846948,17066.898211939326,5.402914573513214,10.913761762746496,-0.9660105673014365
cn_zhongwei_cpi_cogen from 2025-01-01,368,10.17245348295207,2.380253063725004,2223.8828189896894,17685.18546621515,4.483711270985782,11.815254076525344,-0.9172453492956417
