label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
cn_ulanqab_jining_700 2023-01-01..2026-08-31,717,8.659750961560938,1.8035066865896547,1893.17861344066,15055.296355309147,8.731459976380217,9.599695554203853,-1.0297936718828833
cn_ulanqab_jining_700 before 2025-01-01,378,14.254411508263683,3.0337425784500938,3116.2728737135553,24781.820006144397,5.093040476120532,10.074100815928542,-1.3254411518265394
cn_ulanqab_jining_700 from 2025-01-01,339,5.685134010353239,1.5648634592003314,1242.8734002536298,9883.81510339498,15.500997581246612,8.472372610505273,-0.7454098379001071
