plant,stack_class,days,truth_kgh,sat_kgh,factor,sat_se
martin_lake,tall_coal_reference,169,1029.522953481657,223.63314367641476,4.603624205950982,14.23463972887601
limestone,tall_coal_reference,188,654.643148361702,170.65025214759615,3.836168655616742,14.758737884170738
oak_grove,tall_coal_reference,193,483.57595231088084,113.12224518300006,4.274808650841314,12.024477834103429
welsh,tall_coal_reference,165,504.7831078690909,83.66232003156748,6.033577692784829,12.81594984935904
independence_ar,tall_coal_reference,183,568.0701580721312,111.92741581726962,5.075344176618451,13.64723608396861
