label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
cn_horinger_shengle_cogen 2023-01-01..2026-08-31,591,5.895649746178694,2.4855224979711545,1288.8959580184592,10249.804472416847,3.1564262855842222,14.346050762482365,-0.4743792988042656
cn_horinger_shengle_cogen before 2025-01-01,301,5.028091833734486,2.72013623043046,1099.2320643278551,8741.52305240629,3.339820097142727,12.70219871516263,-0.40280918437338914
cn_horinger_shengle_cogen from 2025-01-01,290,6.570516745388253,3.4353948190223766,1436.4341234335664,11423.085634729472,3.000000000001558,14.999999999999998,-0.5415793462983355
