label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
forney_gas 2023-01-01..2023-12-31,202,3.049221495090696,0.976162169583388,666.6151195078611,5301.184002327759,35.03472664322448,14.99999999999992,-0.6471223037964994
