d,cross1,cross2,down,up,speed,phi,site,dw_minus_uw,cross_diff
2022-10-02,24.410222226497424,21.629644978599273,28.67470008103376,19.5448905840879,5.541267253845715,202.4160153011853,epoch_aws_new_albany,9.12980949694586,2.780577247898151
2022-10-03,30.60068635481593,33.49151848135107,32.59282788545891,30.64193060362133,3.554711296518028,208.5636455342269,epoch_aws_new_albany,1.9508972818375803,-2.890832126535141
2022-10-04,45.19765906204102,46.248157185214765,57.45803220541831,53.10312036108943,3.3988911517168683,174.49266512526856,epoch_aws_new_albany,4.354911844328882,-1.050498123173746
2022-10-06,59.88630087597315,68.93865654980864,78.74895341023574,79.54314879796864,2.9111305093024336,62.0581779046438,epoch_aws_new_albany,-0.7941953877328984,-9.052355673835493
2022-10-08,32.34059515431592,20.056466482509567,21.6434274476882,33.902430546068636,2.8724495054016237,92.09934943017879,epoch_aws_new_albany,-12.259003098380436,12.284128671806354
2022-10-09,30.634973097810906,26.60043346985937,24.794385005224346,28.95562183258819,3.6733091695172355,70.33748255695025,epoch_aws_new_albany,-4.161236827363844,4.034539627951535
2022-10-10,46.444341935365486,29.805459889015737,47.371324888647365,53.35625304193591,2.100471282571614,65.32985584422994,epoch_aws_new_albany,-5.984928153288543,16.63888204634975
2022-10-11,34.82425784193719,48.28523552791786,34.619249162339486,35.48091221886218,3.4972680302146917,357.7167835980001,epoch_aws_new_albany,-0.8616630565226941,-13.460977685980673
2022-10-12,48.17975485044095,42.08281017407994,47.590702411556755,36.18487120179458,5.432983926223901,15.86489394522033,epoch_aws_new_albany,11.405831209762177,6.096944676361012
2022-10-13,29.06539845527031,11.021384765412815,17.319187862808263,18.216868561871983,5.806800363274032,76.39673358251747,epoch_aws_new_albany,-0.8976806990637201,18.044013689857493
2022-10-14,48.13196444796835,45.737726536702596,66.02964416205572,45.95755128654637,5.98742008060115,48.45475645347739,epoch_aws_new_albany,20.072092875509348,2.394237911265755
2022-10-15,12.069811829579729,10.990195154774787,7.411073182724156,13.228198352752738,3.711602091765383,73.38533887419158,epoch_aws_new_albany,-5.817125170028582,1.0796166748049423
2022-10-16,28.89220795874346,48.884888808793285,27.7198662274269,41.567510689141315,4.6423441456471135,44.21603268082396,epoch_aws_new_albany,-13.847644461714417,-19.992680850049826
2022-10-21,46.885565500312566,42.95693932491668,53.60915296378935,48.76594815395926,5.584766919671976,15.123511055443032,epoch_aws_new_albany,4.843204809830091,3.928626175395884
2022-10-22,33.934048467804864,40.582214097416966,33.74143186747989,31.112757469233877,3.9748575474391363,352.1698952819162,epoch_aws_new_albany,2.6286743982460123,-6.648165629612102
2022-10-23,36.59279571309494,43.83119424902498,46.529212555314494,39.96026853000562,3.106456100045437,336.3170326717556,epoch_aws_new_albany,6.568944025308873,-7.238398535930045
2022-10-24,55.80673156855877,71.51526523949371,49.04919781567318,55.265762760216205,3.146738316150509,346.6241693020582,epoch_aws_new_albany,-6.216564944543023,-15.708533670934948
2022-10-27,34.82673874684221,43.1882253642101,45.05160456302432,39.87142783918434,3.107924258991251,227.43785912839041,epoch_aws_new_albany,5.180176723839978,-8.361486617367888
2022-10-29,45.5530933791281,45.57681108956641,47.97517059067719,49.96757266690978,2.0374488493027156,304.91409907356916,epoch_aws_new_albany,-1.9924020762325938,-0.023717710438312167
2022-11-04,33.08860326723385,49.09282424290327,41.13884867855204,41.90949418637997,5.0237486623301,8.147419290652522,epoch_aws_new_albany,-0.7706455078279362,-16.00422097566942
2022-11-06,36.57098120605631,53.21536407969023,63.82800013202948,32.976974745726146,4.987434138169625,39.03949535298233,epoch_aws_new_albany,30.851025386303334,-16.644382873633923
2022-11-07,46.888900872846186,30.759414486731742,39.95099991467588,25.682329407568872,2.7956622470366357,162.3339323267486,epoch_aws_new_albany,14.26867050710701,16.129486386114444
2022-11-08,31.93545010112433,36.80153218581441,41.44785580163401,41.11219218384318,3.7264509985219854,238.04406423122532,epoch_aws_new_albany,0.33566361779083564,-4.866082084690078
2022-11-09,61.81275035897629,56.484626691454125,54.15026950771781,57.19450406147977,3.2730854044337647,337.88153607250376,epoch_aws_new_albany,-3.04423455376196,5.3281236675221635
2022-11-10,47.30826907617662,61.21685227290773,53.06782171490295,51.10287265263144,3.3925548753428325,354.6682088911513,epoch_aws_new_albany,1.9649490622715078,-13.908583196731108
