label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
denton_rice 2023-01-01..2023-12-31,188,0.4215891009707535,1.109508309468034,92.16702341214193,732.9481971775964,9.963621929313685,2.3124680305861065,-0.014001876988432502
