label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
grange_castle_dublin 2023-01-01..2026-09-13,373,2.3387152335683172,1.2613976110555645,511.2855649975101,4065.9426683674956,36.186570845440066,8.409152748016892,-0.3280984273381311
