label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
colossus2_southaven 2023-01-01..2026-08-31,607,2.1804728047435438,0.24611524406229437,476.69090017172545,3790.8323710257055,67.20490438252361,10.527001324942953,-0.47783483097419077
colossus2_southaven before 2026-01-01,499,2.437013029910045,0.2864130819196487,532.7752460066463,4236.837011815425,54.68668910802671,14.129947607597687,-0.6174153695952408
colossus2_southaven from 2026-01-01,108,2.9671426481444283,0.28421932656303595,648.6711949834388,5158.486900440734,76.31187659807428,6.226188924960438,-0.3998532141744109
