label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
independence_ar 2023-01-01..2023-12-31,183,0.8008661199686395,0.1285029325721927,175.08385833309637,1392.3352796835036,21.09279280783708,3.778175962546991,-0.01433208958854472
