label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
limestone 2023-01-01..2023-12-31,188,1.2994389066990542,0.20590349210622785,284.08091162842516,2259.12245315272,51.99984026995691,4.814483023281846,-0.13233088179321484
