label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
midland_gas 2023-01-01..2023-12-31,122,0.6094822027139262,0.12401464690314264,133.24386308249268,1059.6072826891989,97.30686006086886,4.79458799114419,-0.053572999822441514
