d,cross1,cross2,down,up,speed,phi,site,dw_minus_uw,cross_diff
2022-04-14,34.70957959944379,19.74002224689004,11.116479376397699,31.179647150103087,5.0372682517044804,70.56707495641564,epoch_google_new_albany,-20.063167773705388,14.969557352553753
2022-04-15,4.153633095238877,20.144197516243953,12.020509341215835,17.96197951644076,7.307697201481032,39.846096807865194,epoch_google_new_albany,-5.941470175224925,-15.990564421005075
2022-04-16,33.04813273263554,33.30618744010037,30.227528548529612,36.22573847167483,4.272741960452207,97.6832552120951,epoch_google_new_albany,-5.998209923145218,-0.2580547074648365
2022-04-17,12.552276429705879,6.36900288122212,13.957531665190547,8.612364479071724,2.612737596902077,230.29395908702523,epoch_google_new_albany,5.3451671861188235,6.183273548483759
2022-04-20,31.191166553316886,45.113325624678204,39.11757729013694,37.862842826060714,2.4644131716652704,332.82627090026944,epoch_google_new_albany,1.254734464076229,-13.922159071361317
2022-04-23,31.9671624673555,47.75167535822603,34.27567209001461,38.275158568997625,4.362787526518086,35.8602970953566,epoch_google_new_albany,-3.999486478983016,-15.78451289087053
2022-04-24,21.89813079751583,25.40464692215459,19.365431890172434,14.751064102443648,5.2559953585688906,26.968237319929585,epoch_google_new_albany,4.614367787728787,-3.506516124638761
2022-04-27,41.54980811228656,24.977644086157795,38.19896733895195,29.514444479208542,6.382858922454805,128.20010469511158,epoch_google_new_albany,8.68452285974341,16.572164026128767
2022-04-29,41.431874278479086,56.80873480497442,64.07752592766664,56.5424739969191,2.391779847725341,276.37147279228793,epoch_google_new_albany,7.535051930747542,-15.376860526495335
2022-05-02,48.92125201531141,34.78529516952874,43.40615893777448,44.124260667045405,3.26530413180075,87.91649580427696,epoch_google_new_albany,-0.7181017292709271,14.135956845782673
2022-05-08,25.02030405460862,37.85017006961473,35.194542774008006,28.089672819410808,2.927560294868587,268.34958539579293,epoch_google_new_albany,7.1048699545971985,-12.829866015006107
2022-05-09,27.755437733347748,26.963789265192947,37.55210425652996,25.557045672425833,3.489867965906115,317.4967987426403,epoch_google_new_albany,11.995058584104125,0.7916484681548006
2022-05-10,30.496136971646543,51.519290640113965,40.81023652895516,40.482513597178084,3.226839105006158,338.5642027849318,epoch_google_new_albany,0.3277229317770747,-21.023153668467423
2022-05-11,35.555041201991756,39.94355622165719,44.94660027907658,27.447312801325957,2.5768263147441774,271.3357369546531,epoch_google_new_albany,17.49928747775062,-4.388515019665434
2022-05-12,44.49643208445104,57.821028886671755,50.98346368428369,52.47373945106051,3.321629767755909,289.50013029723823,epoch_google_new_albany,-1.4902757667768185,-13.324596802220718
2022-05-13,42.48977254505058,51.39779365677578,54.5302047551377,41.723859819760456,2.065289970896154,325.9357571529207,epoch_google_new_albany,12.806344935377247,-8.908021111725205
2022-05-15,39.74743905768546,30.725878408712894,35.17941056022991,41.50968171835026,2.0450794123658755,98.22116405447866,epoch_google_new_albany,-6.330271158120347,9.021560648972567
2022-05-16,40.519170238537555,26.360858520678473,33.73793463226276,28.363138764035575,4.952949673506772,98.63871417311913,epoch_google_new_albany,5.3747958682271815,14.158311717859082
2022-05-17,42.754004434215986,25.934048325586698,33.62991678222602,23.39340056861438,4.675384615212788,128.18904413525547,epoch_google_new_albany,10.23651621361164,16.819956108629288
2022-05-19,24.954710388101905,34.01098245129388,25.03914446509519,31.856179616069596,3.657950897452275,43.251580065180576,epoch_google_new_albany,-6.817035150974405,-9.056272063191972
2022-05-25,39.41057195197773,39.87751517951781,45.47283596782766,40.34998769082822,4.123147539776159,324.5347407661189,epoch_google_new_albany,5.1228482769994415,-0.466943227540078
2022-05-29,14.285945808613107,25.307323189547862,19.591374999529254,17.83405853512576,3.1953997944915113,1.5560227011084748,epoch_google_new_albany,1.7573164644034946,-11.021377380934755
2022-05-30,26.205450809606567,22.347793081634553,26.30442298993148,27.579466691613728,4.058547553276188,19.584169401503573,epoch_google_new_albany,-1.2750437016822467,3.857657727972015
2022-05-31,27.329982772533327,21.83342612720836,26.65918974089795,33.05859777255079,3.981163316462378,50.70995964587121,epoch_google_new_albany,-6.39940803165284,5.496556645324969
2022-06-03,36.79001026042515,27.334555604823052,31.106565758818398,27.592807608026057,2.9352278177226165,126.9992549885041,epoch_google_new_albany,3.5137581507923414,9.455454655602097
2022-06-05,28.521106214322927,30.917950267005075,26.91309939585153,24.273453124615287,2.418300501920331,343.56215849595935,epoch_google_new_albany,2.6396462712362414,-2.396844052682148
