label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
oak_grove 2023-01-01..2023-12-31,193,1.608393878546692,0.4071181600993098,351.62407168168824,2796.252063722255,31.392225162665543,9.065346417883529,-0.29087655623954844
