month,nox_kgh_cal,nox_se,n_days,baseline_days,baseline_se
2026-01,-71.744119371976652,209.89332759810654,16,33,152.6732362289909
2026-02,96.978056665427488,213.12154336546774,20,30,137.1352745977691
2026-03,313.02495886477743,218.867352697878,20,29,149.1051050705932
2026-04,190.27875258714289,211.68800051690832,24,39,109.50947691100117
2026-05,-382.44049541935181,215.77213331434248,16,41,97.281303890245866
2026-06,20.997219514281422,250.23191810033751,22,39,116.02654086966157
2026-07,84.941084646778549,127.34912416993996,21,45,86.981426009069096
2026-08,-7.909754237399814,133.7297937886037,26,43,100.81182002789936
