label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
fort_myers_gas 2023-01-01..2023-12-31,167,0.7598332586804021,0.41086620589841705,166.11333068351533,1320.9981373403994,16.786025252610106,5.805510374645731,-0.056320651415427116
