label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
welsh 2023-01-01..2023-12-31,165,0.813107188951198,0.4922405485024682,177.7599780167107,1413.6168294712797,36.20242581378244,7.12314036235498,-0.10806953542609321
