label,n_days,E_mol_s,E_se,nox_kg_h,nox_tpy,x0_km,sigma_km,offset
pearsall_gas 2023-01-01..2023-12-31,191,0.6838254924416245,0.5452217984721117,149.49665450687004,1188.855833120649,4.310172259040157,9.093316222381667,-0.061433753397480584
