site_id,datetime_utc,product_id,sensor,local_solar_hour,t_bg_k,t_bg_sd_k,n_valid_bg,n_total_bg,scene_cloud_cover,sun_elev_deg,ta_c,td_c,rh_pct,wind_ms,q_kgkg,tw_c,capacity_mw,capacity_basis,capacity_tier,n_valid_poly,n_total_poly,n_polygons,delta_t_k,valid_frac_poly,cooling_arch,pue_assumed,site_tier,area_ha,it_mw,density,log_it_mw,tier_a
colossus_memphis,2022-01-24T16:37:21+00:00,LC09_L2SP_023036_20220124_20230430_02_T1,L9_C2_L2_ST,10.606,284.708,,10459,10412,0.04,31.56907498,6.7826,2.2465,72.8264,2.7699,0.0044,4.2097,0.5,placeholder,A2,157,145,1,-4.649,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-02-01T16:37:13+00:00,LC08_L2SP_023036_20220201_20220211_02_T1,L8_C2_L2_ST,10.606,292.324,,10000,10412,41.73,33.37014122,12.7041,7.7681,71.9185,3.33,0.0065,9.6821,0.5,placeholder,A2,157,145,1,-3.8000000000000003,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-02-09T16:37:19+00:00,LC09_L2SP_023036_20220209_20230428_02_T1,L9_C2_L2_ST,10.606,288.508,,10623,10412,0.03,35.52904751,9.3472,1.7302,58.969,2.5347,0.0043,5.3436,0.5,placeholder,A2,157,145,1,-2.858,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-04-14T16:36:56+00:00,LC09_L2SP_023036_20220414_20230422_02_T1,L9_C2_L2_ST,10.59,295.106,,10623,10412,0.0,58.24206126,13.5339,3.4178,50.3953,1.3304,0.0048,8.1819,0.5,placeholder,A2,157,145,1,0.505,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-04-22T16:36:53+00:00,LC08_L2SP_023036_20220422_20220428_02_T1,L8_C2_L2_ST,10.59,301.404,,10623,10412,8.47,60.74982721,24.1846,18.2801,69.6145,3.7224,0.013,20.1249,0.5,placeholder,A2,157,145,1,1.495,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-05-08T16:36:57+00:00,LC08_L2SP_023036_20220508_20220518_02_T1,L8_C2_L2_ST,10.59,292.708,,6615,10412,17.83,64.82090587,19.7887,11.8404,60.1552,3.2057,0.0086,14.8397,0.5,placeholder,A2,157,145,1,2.407,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-06-09T16:37:12+00:00,LC08_L2SP_023036_20220609_20220616_02_T1,L8_C2_L2_ST,10.606,306.536,,9622,10412,31.21,68.26212729,25.7478,19.4107,68.0584,2.4396,0.0139,21.3554,0.5,placeholder,A2,157,145,1,3.791,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-06-25T16:37:19+00:00,LC08_L2SP_023036_20220625_20220706_02_T1,L8_C2_L2_ST,10.606,312.172,,10623,10412,0.08,67.89154851,32.3533,16.6819,39.1199,0.3126,0.0117,22.1795,0.5,placeholder,A2,157,145,1,5.06,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-07-11T16:37:19+00:00,LC08_L2SP_023036_20220711_20220722_02_T1,L8_C2_L2_ST,10.606,313.121,,10623,10412,0.99,66.58581608,30.9475,19.0499,49.1782,0.3028,0.0136,22.9628,0.5,placeholder,A2,157,145,1,4.5,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-08-12T16:37:36+00:00,LC08_L2SP_023036_20220812_20220823_02_T1,L8_C2_L2_ST,10.606,306.386,,10623,10412,6.67,61.76920638,27.9403,20.6782,64.7069,2.6072,0.0151,22.8746,0.5,placeholder,A2,157,145,1,4.936,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-08-28T16:37:37+00:00,LC08_L2SP_023036_20220828_20220909_02_T1,L8_C2_L2_ST,10.606,306.831,,7229,10412,31.59,58.19405962,29.3165,22.8543,68.2328,2.9638,0.0173,24.6855,0.5,placeholder,A2,157,145,1,4.344,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-09-05T16:37:18+00:00,LC09_L2SP_023036_20220905_20230330_02_T1,L9_C2_L2_ST,10.606,302.682,,5549,10412,46.22,56.06781096,27.2937,21.0382,68.7051,1.8319,0.0154,22.8825,0.5,placeholder,A2,157,145,1,3.49,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-09-13T16:37:42+00:00,LC08_L2SP_023036_20220913_20231107_02_T1,L8_C2_L2_ST,10.606,303.996,,10617,10412,0.01,53.84163555,25.7479,12.6028,44.067,2.4994,0.009,17.6803,0.5,placeholder,A2,157,145,1,3.279,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-09-21T16:37:25+00:00,LC09_L2SP_023036_20220921_20230328_02_T1,L9_C2_L2_ST,10.606,310.669,,10623,10412,0.0,51.3926162,31.9643,19.9824,49.1851,1.5242,0.0145,23.8347,0.5,placeholder,A2,157,145,1,4.731,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-09-29T16:37:43+00:00,LC08_L2SP_023036_20220929_20221005_02_T1,L8_C2_L2_ST,10.606,298.973,,10623,10412,0.01,48.88020962,18.011,6.7356,47.6762,3.8384,0.0061,11.6961,0.5,placeholder,A2,157,145,1,-0.824,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-10-07T16:37:26+00:00,LC09_L2SP_023036_20221007_20230326_02_T1,L9_C2_L2_ST,10.606,303.239,,10623,10412,8.09,46.24958324,23.2272,13.2164,53.341,2.6252,0.0094,16.9621,0.5,placeholder,A2,157,145,1,2.415,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-10-23T16:37:32+00:00,LC09_L2SP_023036_20221023_20230324_02_T1,L9_C2_L2_ST,10.606,301.194,,10433,10412,9.37,41.02752635,22.2101,14.2978,60.8636,5.4727,0.0101,17.1134,0.5,placeholder,A2,157,145,1,-1.482,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-11-08T16:37:32+00:00,LC09_L2SP_023036_20221108_20230322_02_T1,L9_C2_L2_ST,10.606,295.957,,8746,10412,22.71,36.18606742,20.8929,15.5199,71.372,2.0773,0.0109,17.288,0.5,placeholder,A2,157,145,1,2.831,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
colossus_memphis,2022-11-16T16:37:36+00:00,LC08_L2SP_023036_20221116_20221128_02_T1,L8_C2_L2_ST,10.606,284.751,,10623,10412,11.04,34.07261427,5.4826,-2.9931,54.412,1.7001,0.003,1.541,0.5,placeholder,A2,157,145,1,-2.371,1.0827586206896551,unknown,1.2,A1,12.330567094734581,0.5,0.04054963540269862,-0.6931471805599453,True
