model,site_id,n_frames,truth_mw,thermal_mw,thermal_lo_mw,thermal_hi_mw,thermal_identified,thermal_raw_mw,const_mw,geometry_mw,thermal_abs_log_err,const_abs_log_err,geometry_abs_log_err,slope,slope_se,converged
all_frames,colossus_memphis,107,0.5,806.5595060607641,-793.4045782611412,2406.5235903826697,True,806.5595060607641,10.246123252734703,8.092915704612764,7.385924858491733,3.020046595356029,2.784136255179992,0.040005877904113224,0.019246946750577112,True
all_frames,fairwater_wi,19,0.5,,,,False,-426.2741364523337,10.246123252734703,6.25514665686122,,3.020046595356029,2.5265517705446814,0.10552109721965262,0.01977066606871856,True
all_frames,lulea,150,109.09090909090908,696.2188786194204,48.06905233807883,1344.368704900762,True,696.2188786194204,5.979676924156636,4.230936636529172,1.8534825286930137,2.903815022535404,3.2497581673554365,0.09883074254360422,0.018104878590493145,True
all_frames,nsa_utah,137,50.0,,,,False,-175.64404409513511,6.464866718762248,6.073413841287178,,2.0456406092308717,2.108102146377466,0.09414269514017146,0.01923356985834867,True
all_frames,nscc_guangzhou,65,18.5,,,,False,-71.60122513809804,7.140677240983092,24.385904391814304,,0.9519631085526179,0.2762345444283072,0.09379867581745063,0.018928603735535517,True
all_frames,nscc_wuxi,93,15.4,,,,False,-36.24427128868284,7.2728478840737,25.647445757320273,,0.7502195636214526,0.5100764766274214,0.0931257357414778,0.0191040781486259,True
all_frames,ornl_olcf,100,10.1,511.2272852594337,75.30818794646429,947.1463825724031,True,511.2272852594337,7.586202633024839,7.7793324136869355,3.9242788527123658,0.2862042694918463,0.2610648973480227,0.09808469506853772,0.01835005521616117,True
all_frames,prometheus_oh,11,217.39130434782612,733.521934865813,-442.5873480484775,1909.6312177801035,True,733.521934865813,5.58126134975527,2.0006196512715766,1.2161585260330245,3.662284176295707,4.688242017277405,0.09586578995444076,0.01862542332678981,True
all_frames,rainier_in,26,0.49999999999999994,653.5937279596785,-476.0240783892904,1783.2115343086475,True,653.5937279596785,10.246123252734703,4.387588220508567,7.1756331279147725,3.020046595356029,2.1719268763882016,0.15576562010186443,0.02570157898331788,True
all_frames,riken_kobe,91,29.9,,,,False,-12.412617521708567,6.8059610195749976,79.43079946563965,,1.4800596316962151,0.9770277152316098,0.09634536519431412,0.018930203173138566,True
all_frames,stargate_abilene,405,0.5,,,,False,-354.309085733851,10.246123252734703,3.734067135016921,,3.020046595356029,2.010645204901063,0.10499004688060644,0.020656038816550235,True
conditioned,colossus_memphis,9,0.5,,,,False,3.411507472220704,15.695435433627381,10.073411106528281,,3.4465171139304647,3.0030465694076454,0.06450464514286731,0.08857738421889534,True
conditioned,lulea,11,109.09090909090908,229.5890726984451,9.005841143015004,450.17230425387527,True,229.5890726984451,7.27204289654266,3.2082259697175592,0.7441095075583112,2.7081443072554396,3.526463436016052,0.5522243962352396,0.062100987130042105,True
conditioned,nsa_utah,12,50.0,37.56015513425131,-137.5411951256414,212.661505394144,True,37.56015513425131,8.129411040798143,5.361422135440398,0.2860792207917331,1.8165345271987818,2.23279374176137,0.5394782085135652,0.07599367299077374,True
conditioned,nscc_guangzhou,4,18.5,12.449983200863969,-32.37281005844434,57.272776460172274,True,12.449983200863969,9.370107015644948,23.762910751961655,0.3960514585026681,0.6802462148057911,0.2503552613025619,0.5420620773184788,0.07372287767169618,True
conditioned,nscc_wuxi,9,15.4,17.35523048559491,-27.659700696207157,62.37016166739698,True,17.35523048559491,9.618852527323105,25.005287045645776,0.11952642045103282,0.47064253176042503,0.48471977491531926,0.5390901810238073,0.07652288570539464,True
conditioned,ornl_olcf,13,10.1,124.47331129817707,-25.678665939574806,274.625288535929,True,124.47331129817707,10.216322681943467,7.648242499423184,2.511555901994726,0.01145128032228326,0.2780595410402249,0.5355101049344603,0.07521974072480885,True
conditioned,riken_kobe,7,29.9,4.6134890112548685,-2.1746574884069765,11.401635510916714,True,4.6134890112548685,8.749010018570827,77.90927303970786,1.8688740742303782,1.228917927162776,0.9576865031325756,0.5820023728738011,0.0713346931163467,True
conditioned,stargate_abilene,16,0.5,243.13423557908138,-464.51966196108293,950.7881331192458,True,243.13423557908138,15.695435433627395,8.335556982555504,6.186760881168831,3.4465171139304656,2.8136775190717946,0.6754393614639105,0.07376834819560266,True
alt_log_it_mw,colossus_memphis,107,0.5,4903309257.447533,7.795623659447915e-09,3.0840947080651453e+27,True,4903309257.447533,10.246123252734703,8.092915704612764,23.006323353333663,3.020046595356029,2.784136255179992,0.11699677068616247,0.03978408201486888,True
alt_log_it_mw,fairwater_wi,19,0.5,1.42363639927555e-05,2.669484419314923e-13,759.2254828976967,True,1.42363639927555e-05,10.246123252734703,6.25514665686122,10.466563841612086,3.020046595356029,2.5265517705446814,0.24948316007679477,0.03838624181442965,True
alt_log_it_mw,lulea,150,109.09090909090908,1348233933.1773431,19.957629859763337,9.107968989021075e+16,True,1348233933.1773431,5.979676924156636,4.230936636529172,16.329879812335065,2.903815022535404,3.2497581673554365,0.23939936883951624,0.03638259052577146,True
