name,d,snow,n
hall:west_halls,2018-11-02,,0
hall:west_halls,2018-11-02,0.0,1581
hall:west_halls,2018-11-02,0.0,1581
hall:west_halls,2018-11-09,,0
hall:west_halls,2018-11-09,0.0,1581
hall:west_halls,2018-11-09,0.0,1581
hall:west_halls,2018-11-12,,0
hall:west_halls,2018-11-12,0.0,1581
hall:west_halls,2018-11-12,0.0,1581
hall:west_halls,2018-11-19,,0
hall:west_halls,2018-11-19,0.0,1581
hall:west_halls,2018-11-19,0.0,1581
hall:west_halls,2018-11-22,,0
hall:west_halls,2018-11-22,0.0,1581
hall:west_halls,2018-11-22,0.0,1581
hall:west_halls,2018-11-24,,0
hall:west_halls,2018-11-24,0.0,1581
hall:west_halls,2018-11-24,0.0,1581
hall:west_halls,2018-11-29,,0
hall:west_halls,2018-12-12,,0
hall:west_halls,2018-12-12,0.0,1463
hall:west_halls,2018-12-14,,0
hall:west_halls,2018-12-14,0.0,960
hall:west_halls,2018-12-14,0.0,1025
hall:west_halls,2018-12-17,,0
hall:west_halls,2018-12-17,0.0,1581
hall:west_halls,2018-12-17,0.0,1581
hall:west_halls,2018-12-19,,0
hall:west_halls,2018-12-19,0.0,1581
hall:west_halls,2018-12-19,0.0,835
ring:builtup,2018-11-02,,0
ring:builtup,2018-11-02,0.00013960180091797782,21643
ring:builtup,2018-11-02,0.0,31277
ring:builtup,2018-11-09,,0
ring:builtup,2018-11-09,0.0,21626
ring:builtup,2018-11-09,0.0,31239
ring:builtup,2018-11-12,,0
ring:builtup,2018-11-12,0.0,21649
ring:builtup,2018-11-12,0.0,31286
ring:builtup,2018-11-19,,0
ring:builtup,2018-11-19,0.0,21653
ring:builtup,2018-11-19,0.0,31265
ring:builtup,2018-11-22,,0
ring:builtup,2018-11-22,0.0,21649
ring:builtup,2018-11-22,0.0,31250
ring:builtup,2018-11-24,,0
ring:builtup,2018-11-24,0.0,21632
ring:builtup,2018-11-24,0.0,31221
ring:builtup,2018-11-29,,0
ring:builtup,2018-12-12,,0
ring:builtup,2018-12-12,0.0013117045380016804,21492
ring:builtup,2018-12-14,,0
ring:builtup,2018-12-14,0.001020748938077997,20714
ring:builtup,2018-12-14,0.0007510767674731637,30799
ring:builtup,2018-12-17,,0
ring:builtup,2018-12-17,0.0012105701949949239,21631
ring:builtup,2018-12-17,0.0018022640152664732,31247
ring:builtup,2018-12-19,,0
ring:builtup,2018-12-19,0.00302335507595325,21653
ring:builtup,2018-12-19,0.0005203811580623515,27050
hall:west_halls,2019-01-01,,0
hall:west_halls,2019-01-01,1.0,857
hall:west_halls,2019-01-01,1.0,857
hall:west_halls,2019-01-03,,0
hall:west_halls,2019-01-03,0.9501791083801802,1581
hall:west_halls,2019-01-03,0.9501791083801802,1581
hall:west_halls,2019-01-06,,0
hall:west_halls,2019-01-06,0.7711917587465421,826
hall:west_halls,2019-01-06,0.7711917587465421,826
hall:west_halls,2019-01-11,,0
hall:west_halls,2019-01-11,,0
hall:west_halls,2019-01-11,,0
hall:west_halls,2019-01-13,,0
hall:west_halls,2019-01-13,,0
hall:west_halls,2019-01-13,0.0,22
hall:west_halls,2019-01-18,,0
hall:west_halls,2019-01-18,0.0,303
hall:west_halls,2019-01-18,0.0,311
hall:west_halls,2019-01-21,,0
hall:west_halls,2019-01-21,0.0,613
hall:west_halls,2019-01-21,0.0,597
hall:west_halls,2019-01-23,,0
hall:west_halls,2019-01-26,,0
hall:west_halls,2019-01-26,0.0,48
hall:west_halls,2019-02-05,,0
hall:west_halls,2019-02-05,0.0,1293
hall:west_halls,2019-02-05,0.0,1581
hall:west_halls,2019-02-12,,0
hall:west_halls,2019-02-12,1.0,1421
hall:west_halls,2019-02-12,1.0,1421
hall:west_halls,2019-02-15,,0
hall:west_halls,2019-02-15,1.0,671
hall:west_halls,2019-02-15,1.0,671
hall:west_halls,2019-02-20,,0
hall:west_halls,2019-02-20,1.0,815
hall:west_halls,2019-02-20,1.0,815
hall:west_halls,2019-02-27,,0
hall:west_halls,2019-02-27,1.0,1581
hall:west_halls,2019-02-27,1.0,1581
hall:west_halls,2019-03-02,,0
hall:west_halls,2019-03-02,0.26133893585931717,1142
hall:west_halls,2019-03-02,0.33573800496797096,1581
hall:west_halls,2019-03-04,,0
hall:west_halls,2019-03-04,0.0,1581
hall:west_halls,2019-03-04,0.0,1549
hall:west_halls,2019-03-14,,0
hall:west_halls,2019-03-14,0.0,124
hall:west_halls,2019-03-14,0.0,124
hall:west_halls,2019-03-17,,0
hall:west_halls,2019-03-17,,0
hall:west_halls,2019-03-17,,0
hall:west_halls,2019-03-22,,0
hall:west_halls,2019-03-22,0.0,913
hall:west_halls,2019-03-22,0.0,896
hall:west_halls,2019-03-24,,0
hall:west_halls,2019-03-27,,0
hall:west_halls,2019-03-27,0.0,1581
hall:west_halls,2019-03-27,0.0,1581
hall:west_halls,2019-03-29,,0
hall:west_halls,2019-03-29,,0
hall:west_halls,2019-03-29,,0
hall:west_halls,2019-11-04,,0
hall:west_halls,2019-11-04,0.0,8
hall:west_halls,2019-11-04,0.0,8
hall:west_halls,2019-11-07,,0
hall:west_halls,2019-11-07,0.0003165041945134842,1253
hall:west_halls,2019-11-07,0.0,1581
hall:west_halls,2019-11-12,,0
hall:west_halls,2019-11-12,0.004000522944175725,1581
hall:west_halls,2019-11-12,0.0013335076480585747,1581
hall:west_halls,2019-11-14,,0
hall:west_halls,2019-11-14,0.0,1581
hall:west_halls,2019-11-14,0.0,724
hall:west_halls,2019-11-19,,0
