name,d,snow,n
hall:fairwater_1,2018-11-27,1.0,1785
ctrl:ctrl_racine_mke1:roof,2018-11-27,1.0,1033
ctrl:ctrl_racine_b:roof,2018-11-27,1.0,886
hall:fairwater_1,2018-12-17,0.014857176150534791,1785
ctrl:ctrl_racine_mke1:roof,2018-12-17,0.0,1033
ctrl:ctrl_racine_b:roof,2018-12-17,0.0,886
ring:builtup,2018-11-27,1.0,30654
ring:builtup,2018-12-17,0.00042156992950306816,30654
hall:fairwater_1,2019-02-15,1.0,1785
ctrl:ctrl_racine_mke1:roof,2019-02-15,1.0,1033
ctrl:ctrl_racine_b:roof,2019-02-15,1.0,886
hall:fairwater_1,2019-03-12,1.0,1785
ctrl:ctrl_racine_mke1:roof,2019-03-12,0.08032966309517933,1033
ctrl:ctrl_racine_b:roof,2019-03-12,1.0,886
hall:fairwater_1,2019-03-17,0.0,566
ctrl:ctrl_racine_mke1:roof,2019-03-17,0.0,5
ctrl:ctrl_racine_b:roof,2019-03-17,0.0,571
hall:fairwater_1,2019-03-22,0.0,1785
ctrl:ctrl_racine_mke1:roof,2019-03-22,0.0,1033
ctrl:ctrl_racine_b:roof,2019-03-22,0.0,886
hall:fairwater_1,2019-11-07,0.7837338598456363,1761
ctrl:ctrl_racine_mke1:roof,2019-11-07,1.0,265
ctrl:ctrl_racine_b:roof,2019-11-07,1.0,738
hall:fairwater_1,2019-11-12,,0
ctrl:ctrl_racine_mke1:roof,2019-11-12,,0
ctrl:ctrl_racine_b:roof,2019-11-12,1.0,392
hall:fairwater_1,2019-11-22,0.0,244
ctrl:ctrl_racine_mke1:roof,2019-11-22,,0
ctrl:ctrl_racine_b:roof,2019-11-22,0.0,605
hall:fairwater_1,2019-12-22,0.0,1785
ctrl:ctrl_racine_mke1:roof,2019-12-22,0.0010492272749716093,1033
ctrl:ctrl_racine_b:roof,2019-12-22,0.0024406818595124375,886
ring:builtup,2019-02-15,1.0,30639
ring:builtup,2019-03-12,0.9672162846588273,30654
ring:builtup,2019-03-17,0.001507981460041448,12010
ring:builtup,2019-03-22,0.000131137946963443,30654
ring:builtup,2019-11-07,0.9842448465459723,29591
ring:builtup,2019-11-12,0.9832952126881118,2818
ring:builtup,2019-11-22,0.0,4446
ring:builtup,2019-12-22,0.00042156992950306816,30654
hall:fairwater_1,2020-01-01,1.0,1657
ctrl:ctrl_racine_mke1:roof,2020-01-01,,0
ctrl:ctrl_racine_b:roof,2020-01-01,1.0,626
hall:fairwater_1,2020-01-06,0.0011454779450574873,1781
ctrl:ctrl_racine_mke1:roof,2020-01-06,0.005290544241398199,1025
ctrl:ctrl_racine_b:roof,2020-01-06,0.011624323241455119,828
hall:fairwater_1,2020-01-16,1.0,1785
ctrl:ctrl_racine_mke1:roof,2020-01-16,0.5911469599073387,617
ctrl:ctrl_racine_b:roof,2020-01-16,0.5614689210584615,786
hall:fairwater_1,2020-01-21,1.0,1785
ctrl:ctrl_racine_mke1:roof,2020-01-21,1.0,961
ctrl:ctrl_racine_b:roof,2020-01-21,1.0,886
hall:fairwater_1,2020-02-10,1.0,1785
ctrl:ctrl_racine_mke1:roof,2020-02-10,1.0,1033
ctrl:ctrl_racine_b:roof,2020-02-10,1.0,886
hall:fairwater_1,2020-02-20,,0
ctrl:ctrl_racine_mke1:roof,2020-02-20,,0
ctrl:ctrl_racine_b:roof,2020-02-20,,0
hall:fairwater_1,2020-11-06,0.0,1353
ctrl:ctrl_racine_mke1:roof,2020-11-06,0.0,1033
ctrl:ctrl_racine_b:roof,2020-11-06,0.0,886
hall:fairwater_1,2020-11-11,0.0,1785
ctrl:ctrl_racine_mke1:roof,2020-11-11,0.0,1033
ctrl:ctrl_racine_b:roof,2020-11-11,0.0,886
hall:fairwater_1,2020-11-21,0.0,1785
ctrl:ctrl_racine_mke1:roof,2020-11-21,,0
ctrl:ctrl_racine_b:roof,2020-11-21,0.0,602
ring:builtup,2020-01-01,1.0,27469
ring:builtup,2020-01-06,0.0005215649165825014,30558
ring:builtup,2020-01-16,0.9765340581991079,30451
ring:builtup,2020-01-21,1.0,30654
ring:builtup,2020-02-10,1.0,30654
ring:builtup,2020-02-20,0.016519921081303925,671
ring:builtup,2020-11-06,0.0,20242
ring:builtup,2020-11-11,0.0,30635
ring:builtup,2020-11-21,0.0,29777
hall:fairwater_1,2021-02-09,1.0,20
ctrl:ctrl_racine_mke1:roof,2021-02-09,1.0,118
ctrl:ctrl_racine_b:roof,2021-02-09,1.0,134
hall:fairwater_1,2021-02-19,1.0,1785
ctrl:ctrl_racine_mke1:roof,2021-02-19,1.0,1033
ctrl:ctrl_racine_b:roof,2021-02-19,1.0,886
hall:fairwater_1,2021-02-24,1.0,4
ctrl:ctrl_racine_mke1:roof,2021-02-24,0.0,4
ctrl:ctrl_racine_b:roof,2021-02-24,,0
hall:fairwater_1,2021-03-01,1.0,1785
ctrl:ctrl_racine_mke1:roof,2021-03-01,1.0,1033
ctrl:ctrl_racine_b:roof,2021-03-01,1.0,872
hall:fairwater_1,2021-03-06,1.0,1785
ctrl:ctrl_racine_mke1:roof,2021-03-06,0.045705163021116234,1033
ctrl:ctrl_racine_b:roof,2021-03-06,0.9786777040904316,815
hall:fairwater_1,2021-03-11,0.015428606002478437,1785
