name,d,snow,n
hall:hall_A_original,2018-11-04,0.0,390
hall:hall_B,2018-11-04,0.0,447
hall:hall_C,2018-11-04,0.0,495
hall:hall_H_west,2018-11-04,0.0,1031
hall:hall_H_east,2018-11-04,0.005506329394747469,941
ctrl:ctrl_prineville_schwab:roof,2018-11-04,0.0,559
hall:hall_A_original,2018-11-06,0.0,390
hall:hall_B,2018-11-06,0.0,447
hall:hall_C,2018-11-06,0.0,495
hall:hall_H_west,2018-11-06,0.0,1031
hall:hall_H_east,2018-11-06,0.004170789388446915,941
ctrl:ctrl_prineville_schwab:roof,2018-11-06,0.0,559
hall:hall_A_original,2018-11-09,,0
hall:hall_B,2018-11-09,,0
hall:hall_C,2018-11-09,,0
hall:hall_H_west,2018-11-09,,0
hall:hall_H_east,2018-11-09,,0
ctrl:ctrl_prineville_schwab:roof,2018-11-09,0.0,397
hall:hall_A_original,2018-11-11,0.0,390
hall:hall_B,2018-11-11,0.0,447
hall:hall_C,2018-11-11,0.0,495
hall:hall_H_west,2018-11-11,0.0,1031
hall:hall_H_east,2018-11-11,0.003212395231101666,941
ctrl:ctrl_prineville_schwab:roof,2018-11-11,0.0,559
hall:hall_A_original,2018-11-14,0.0,27
hall:hall_B,2018-11-14,0.0,64
hall:hall_C,2018-11-14,0.0,264
hall:hall_H_west,2018-11-14,,0
hall:hall_H_east,2018-11-14,,0
ctrl:ctrl_prineville_schwab:roof,2018-11-14,0.0,350
hall:hall_A_original,2018-11-16,0.0,390
hall:hall_B,2018-11-16,0.0,447
hall:hall_C,2018-11-16,0.0,495
hall:hall_H_west,2018-11-16,0.0,1031
hall:hall_H_east,2018-11-16,0.004170789388446915,941
ctrl:ctrl_prineville_schwab:roof,2018-11-16,0.0,559
hall:hall_A_original,2018-11-19,0.0,390
hall:hall_B,2018-11-19,0.0,447
hall:hall_C,2018-11-19,0.0,495
hall:hall_H_west,2018-11-19,0.0,1031
hall:hall_H_east,2018-11-19,0.0,941
