name,d,snow,n
hall:long_halls,2018-11-02,0.0,2300
hall:white_block,2018-11-02,0.0,930
hall:long_halls,2018-11-12,0.0,2300
hall:white_block,2018-11-12,0.0,930
hall:long_halls,2018-11-22,0.0,2300
hall:white_block,2018-11-22,0.0,930
hall:long_halls,2018-12-12,0.0,2300
hall:white_block,2018-12-12,0.0,930
hall:long_halls,2018-12-17,0.0,2300
hall:white_block,2018-12-17,0.0,930
ring:builtup,2018-11-02,1.809139603002406e-05,55638
ring:builtup,2018-11-12,0.0,55251
ring:builtup,2018-11-22,0.0,55358
ring:builtup,2018-12-12,0.00019975681655003388,55429
ring:builtup,2018-12-17,0.00023633106396102416,55367
hall:long_halls,2019-01-01,0.6042677862684623,1926
hall:white_block,2019-01-01,0.10473572846454203,929
hall:long_halls,2019-01-06,0.0,2300
hall:white_block,2019-01-06,0.31769314948566413,926
hall:long_halls,2019-01-11,0.0,1214
hall:white_block,2019-01-11,0.0,6
hall:long_halls,2019-01-16,,0
hall:white_block,2019-01-16,0.0,40
hall:long_halls,2019-01-21,0.0,2290
hall:white_block,2019-01-21,0.0,917
hall:long_halls,2019-01-26,,0
hall:white_block,2019-01-26,,0
hall:long_halls,2019-02-05,0.0,2300
hall:white_block,2019-02-05,0.0,878
hall:long_halls,2019-02-10,,0
hall:white_block,2019-02-10,,0
hall:long_halls,2019-02-25,0.0,2300
hall:white_block,2019-02-25,0.07800583954329543,930
hall:long_halls,2019-03-02,0.0,2300
hall:white_block,2019-03-02,0.0,930
hall:long_halls,2019-03-17,,0
hall:white_block,2019-03-17,,0
hall:long_halls,2019-03-22,0.0,1837
hall:white_block,2019-03-22,0.0,784
hall:long_halls,2019-03-27,0.0,2300
hall:white_block,2019-03-27,0.0,930
hall:long_halls,2019-11-07,0.0,2300
hall:white_block,2019-11-07,0.0,930
hall:long_halls,2019-11-12,0.0,2300
hall:white_block,2019-11-12,0.0,592
hall:long_halls,2019-11-22,,0
hall:white_block,2019-11-22,,0
hall:long_halls,2019-11-27,0.0,2300
hall:white_block,2019-11-27,0.0,906
hall:long_halls,2019-12-02,1.0,2300
hall:white_block,2019-12-02,0.9738642619340967,926
hall:long_halls,2019-12-07,0.0,2298
hall:white_block,2019-12-07,0.0,486
hall:long_halls,2019-12-12,0.0,2300
hall:white_block,2019-12-12,0.0,926
hall:long_halls,2019-12-17,0.9968886177444658,2300
hall:white_block,2019-12-17,0.8740074414532721,926
hall:long_halls,2019-12-22,0.9791080397534998,2252
hall:white_block,2019-12-22,0.8035337266053681,707
hall:long_halls,2019-12-27,0.0,722
hall:white_block,2019-12-27,0.004984582003704228,829
ring:builtup,2019-01-01,0.9272013120073332,41452
ring:builtup,2019-01-06,0.06061630860911132,54715
ring:builtup,2019-01-11,0.004409980649071145,53625
ring:builtup,2019-01-16,0.001038334213315924,5813
