name,d,snow,n
hall:south_1471517722,2018-11-02,,0
hall:south_1471517723,2018-11-02,,0
hall:south_1471517724,2018-11-02,,0
hall:south_1471517725,2018-11-02,,0
hall:south_1471517726,2018-11-02,,0
hall:south_1471517727,2018-11-02,,0
hall:south_1471517728,2018-11-02,,0
hall:south_1471517729,2018-11-02,,0
hall:south_1471517730,2018-11-02,,0
hall:north_1471517731,2018-11-02,,0
hall:north_1471517732,2018-11-02,,0
hall:north_1471517733,2018-11-02,,0
hall:north_1471517734,2018-11-02,,0
hall:north_1471517735,2018-11-02,,0
hall:north_1471517736,2018-11-02,,0
hall:north_1471517737,2018-11-02,,0
ctrl:ctrl_newcarlisle_mfg:roof,2018-11-02,,0
hall:south_1471517722,2018-11-14,0.0,214
hall:south_1471517723,2018-11-14,0.0051437216338880475,242
hall:south_1471517724,2018-11-14,0.0,228
hall:south_1471517725,2018-11-14,0.0,214
hall:south_1471517726,2018-11-14,0.0,242
hall:south_1471517727,2018-11-14,0.025664251207729465,236
hall:south_1471517728,2018-11-14,0.0,233
hall:south_1471517729,2018-11-14,0.0,244
hall:south_1471517730,2018-11-14,0.0,228
hall:north_1471517731,2018-11-14,0.0,243
hall:north_1471517732,2018-11-14,0.0,246
hall:north_1471517733,2018-11-14,0.0,242
hall:north_1471517734,2018-11-14,0.0,244
hall:north_1471517735,2018-11-14,0.0,215
hall:north_1471517736,2018-11-14,0.0,219
hall:north_1471517737,2018-11-14,0.0,228
ctrl:ctrl_newcarlisle_mfg:roof,2018-11-14,0.0,233
hall:south_1471517722,2018-12-04,,0
hall:south_1471517723,2018-12-04,,0
hall:south_1471517724,2018-12-04,,0
hall:south_1471517725,2018-12-04,,0
hall:south_1471517726,2018-12-04,,0
hall:south_1471517727,2018-12-04,,0
hall:south_1471517728,2018-12-04,,0
hall:south_1471517729,2018-12-04,,0
hall:south_1471517730,2018-12-04,,0
hall:north_1471517731,2018-12-04,0.0,232
hall:north_1471517732,2018-12-04,0.0,178
hall:north_1471517733,2018-12-04,,0
hall:north_1471517734,2018-12-04,0.0,244
hall:north_1471517735,2018-12-04,0.0,80
hall:north_1471517736,2018-12-04,,0
hall:north_1471517737,2018-12-04,,0
ctrl:ctrl_newcarlisle_mfg:roof,2018-12-04,,0
hall:south_1471517722,2018-12-09,0.0,214
hall:south_1471517723,2018-12-09,0.0,242
hall:south_1471517724,2018-12-09,0.0,228
hall:south_1471517725,2018-12-09,0.0,214
hall:south_1471517726,2018-12-09,0.0,242
hall:south_1471517727,2018-12-09,0.0,236
hall:south_1471517728,2018-12-09,0.0,233
hall:south_1471517729,2018-12-09,0.0,244
hall:south_1471517730,2018-12-09,0.0,228
hall:north_1471517731,2018-12-09,0.0,243
hall:north_1471517732,2018-12-09,0.0,246
hall:north_1471517733,2018-12-09,0.0,242
hall:north_1471517734,2018-12-09,0.0,244
hall:north_1471517735,2018-12-09,0.0,215
hall:north_1471517736,2018-12-09,0.0,219
hall:north_1471517737,2018-12-09,0.0,228
ctrl:ctrl_newcarlisle_mfg:roof,2018-12-09,0.0,447
hall:south_1471517722,2018-12-12,0.0,214
hall:south_1471517723,2018-12-12,0.0,242
hall:south_1471517724,2018-12-12,0.0,226
hall:south_1471517725,2018-12-12,0.0,212
hall:south_1471517726,2018-12-12,0.0,242
hall:south_1471517727,2018-12-12,0.0,220
hall:south_1471517728,2018-12-12,0.0,221
hall:south_1471517729,2018-12-12,0.0,244
hall:south_1471517730,2018-12-12,0.0,228
hall:north_1471517731,2018-12-12,0.0,243
hall:north_1471517732,2018-12-12,0.0,246
hall:north_1471517733,2018-12-12,0.0,242
hall:north_1471517734,2018-12-12,0.0,244
hall:north_1471517735,2018-12-12,0.0,215
hall:north_1471517736,2018-12-12,0.0,219
hall:north_1471517737,2018-12-12,0.0,228
ctrl:ctrl_newcarlisle_mfg:roof,2018-12-12,0.0,447
hall:south_1471517722,2018-12-17,0.0,141
hall:south_1471517723,2018-12-17,0.0,26
hall:south_1471517724,2018-12-17,0.0,12
hall:south_1471517725,2018-12-17,0.0,62
hall:south_1471517726,2018-12-17,,0
hall:south_1471517727,2018-12-17,0.0,62
hall:south_1471517728,2018-12-17,0.0,24
hall:south_1471517729,2018-12-17,,0
hall:south_1471517730,2018-12-17,0.0,14
hall:north_1471517731,2018-12-17,,0
hall:north_1471517732,2018-12-17,0.0,84
hall:north_1471517733,2018-12-17,,0
hall:north_1471517734,2018-12-17,0.0,3
hall:north_1471517735,2018-12-17,,0
hall:north_1471517736,2018-12-17,,0
hall:north_1471517737,2018-12-17,,0
ctrl:ctrl_newcarlisle_mfg:roof,2018-12-17,,0
ring:builtup,2018-11-02,,0
ring:builtup,2018-11-14,0.03132922414380732,8430
ring:builtup,2018-12-04,0.0,420
ring:builtup,2018-12-09,0.010626383643703607,14352
ring:builtup,2018-12-12,0.00021930233191479607,13719
ring:builtup,2018-12-17,0.0,1979
hall:south_1471517722,2019-01-03,0.0,214
hall:south_1471517723,2019-01-03,0.0,242
