name,d,snow,n
hall:hall_north,2018-11-01,,0
hall:hall_south,2018-11-01,0.0,60
hall:hall_north,2018-11-03,,0
hall:hall_south,2018-11-03,0.0,60
hall:hall_north,2018-11-05,0.0,627
hall:hall_south,2018-11-05,0.0,672
ring:builtup,2018-11-01,0.0,14
ring:builtup,2018-11-03,0.0,899
ring:builtup,2018-11-05,0.00438369786045674,36400
hall:hall_north,2019-02-06,1.0,627
hall:hall_south,2019-02-06,1.0,814
hall:hall_north,2019-02-11,1.0,627
hall:hall_south,2019-02-11,0.9997314983968875,802
hall:hall_north,2019-02-19,0.991960796650099,627
hall:hall_south,2019-02-19,0.9884250503878177,814
hall:hall_north,2019-02-21,0.998692600257285,625
hall:hall_south,2019-02-21,1.0,814
hall:hall_north,2019-02-26,1.0,490
hall:hall_south,2019-02-26,1.0,203
hall:hall_north,2019-02-28,0.9986717837943644,627
hall:hall_south,2019-02-28,0.9101568369403584,814
hall:hall_north,2019-03-03,0.9981754376153459,626
hall:hall_south,2019-03-03,1.0,814
hall:hall_north,2019-03-05,0.9986717837943644,627
hall:hall_south,2019-03-05,1.0,814
hall:hall_north,2019-03-06,,0
hall:hall_south,2019-03-06,,0
hall:hall_north,2019-03-10,1.0,627
hall:hall_south,2019-03-10,1.0,814
hall:hall_north,2019-03-11,1.0,626
hall:hall_south,2019-03-11,1.0,814
hall:hall_north,2019-03-16,,0
hall:hall_south,2019-03-16,1.0,279
hall:hall_north,2019-03-21,,0
hall:hall_south,2019-03-21,,0
hall:hall_north,2019-03-25,1.0,488
hall:hall_south,2019-03-25,1.0,135
hall:hall_north,2019-03-26,0.9998881502142624,627
hall:hall_south,2019-03-26,1.0,814
hall:hall_north,2019-03-30,0.9998881502142624,627
hall:hall_south,2019-03-30,0.9511147495116657,814
hall:hall_north,2019-11-01,1.0,1
hall:hall_south,2019-11-01,1.0,644
hall:hall_north,2019-11-03,0.895476375228069,627
hall:hall_south,2019-11-03,1.0,726
hall:hall_north,2019-11-05,0.8979790141839512,627
hall:hall_south,2019-11-05,0.9984492446909435,701
hall:hall_north,2019-11-15,0.9848024103628829,627
hall:hall_south,2019-11-15,1.0,794
ring:builtup,2019-02-06,0.9942791785671679,38097
ring:builtup,2019-02-11,0.9896353682960465,37892
ring:builtup,2019-02-19,0.9606928802440299,38062
ring:builtup,2019-02-21,0.9984966963639317,37418
ring:builtup,2019-02-26,0.9996983647822548,3339
ring:builtup,2019-02-28,0.9580715975064897,38168
ring:builtup,2019-03-03,0.9994428887637686,37862
ring:builtup,2019-03-05,0.9986742425817894,37881
ring:builtup,2019-03-06,1.0,8
ring:builtup,2019-03-10,1.0,36694
ring:builtup,2019-03-11,0.9999211282800583,38204
ring:builtup,2019-03-16,1.0,29730
ring:builtup,2019-03-21,1.0,90
ring:builtup,2019-03-25,0.998629190517903,13930
ring:builtup,2019-03-26,0.9982608442252743,38117
ring:builtup,2019-03-30,0.9051911120290697,37305
ring:builtup,2019-11-01,0.9996180413881365,13146
ring:builtup,2019-11-03,0.9906230722182904,35886
ring:builtup,2019-11-05,0.9781990852405105,35861
ring:builtup,2019-11-15,0.9997595482398617,37596
hall:hall_north,2020-02-03,1.0,526
hall:hall_south,2020-02-03,1.0,780
hall:hall_north,2020-02-06,1.0,627
hall:hall_south,2020-02-06,1.0,812
hall:hall_north,2020-02-08,1.0,589
hall:hall_south,2020-02-08,1.0,814
hall:hall_north,2020-02-14,0.9998811596026538,627
hall:hall_south,2020-02-14,1.0,801
hall:hall_north,2020-02-19,1.0,326
hall:hall_south,2020-02-19,1.0,350
hall:hall_north,2020-02-23,0.9341547032354833,207
hall:hall_south,2020-02-23,1.0,47
hall:hall_north,2020-02-26,1.0,627
hall:hall_south,2020-02-26,1.0,814
hall:hall_north,2020-02-28,0.9998811596026538,627
hall:hall_south,2020-02-28,1.0,811
hall:hall_north,2020-03-07,0.9998881502142624,627
hall:hall_south,2020-03-07,1.0,814
hall:hall_north,2020-03-09,0.9973855112583802,627
hall:hall_south,2020-03-09,0.9909742335611363,814
hall:hall_north,2020-03-10,1.0,627
hall:hall_south,2020-03-10,1.0,814
hall:hall_north,2020-03-14,0.9927577263734805,627
hall:hall_south,2020-03-14,0.9999635384382991,810
hall:hall_north,2020-03-15,0.9927577263734805,627
hall:hall_south,2020-03-15,0.9928239457417761,814
hall:hall_north,2020-03-19,1.0,540
hall:hall_south,2020-03-19,,0
hall:hall_north,2020-03-20,0.9627600081598775,623
hall:hall_south,2020-03-20,0.9864250814754176,814
hall:hall_north,2020-03-25,1.0,543
hall:hall_south,2020-03-25,,0
hall:hall_north,2020-03-27,1.0,12
hall:hall_south,2020-03-27,0.9758911211924819,156
hall:hall_north,2020-03-29,,0
hall:hall_south,2020-03-29,,0
hall:hall_north,2020-03-30,0.810383643111251,569
hall:hall_south,2020-03-30,0.9416453697056711,734
hall:hall_north,2020-11-04,0.005664023455720665,582
hall:hall_south,2020-11-04,0.006219837456311797,805
ring:builtup,2020-02-03,0.9995099996579605,30765
ring:builtup,2020-02-06,1.0,37825
ring:builtup,2020-02-08,0.999972486985535,36513
ring:builtup,2020-02-14,1.0,37781
ring:builtup,2020-02-19,1.0,18987
ring:builtup,2020-02-23,0.8764712747948474,8350
ring:builtup,2020-02-26,0.978910323054541,38212
ring:builtup,2020-02-28,0.999147699587919,37713
ring:builtup,2020-03-07,0.9988138994242528,38107
ring:builtup,2020-03-09,0.9888596138314685,38153
ring:builtup,2020-03-10,0.9990007743225605,38197
ring:builtup,2020-03-14,0.9970572209124143,37887
ring:builtup,2020-03-15,0.9891053913297616,38168
ring:builtup,2020-03-19,0.9999199421741801,37639
ring:builtup,2020-03-20,0.9778107558836011,38125
ring:builtup,2020-03-25,1.0,7476
ring:builtup,2020-03-27,0.978155621507801,1430
ring:builtup,2020-03-29,1.0,26
ring:builtup,2020-03-30,0.9518510600884914,35300
ring:builtup,2020-11-04,0.003688367734165304,37852
hall:hall_north,2021-01-28,,0
hall:hall_south,2021-01-28,,0
hall:hall_north,2021-02-03,1.0,627
hall:hall_south,2021-02-03,1.0,814
hall:hall_north,2021-02-05,0.9982173940398046,627
hall:hall_south,2021-02-05,1.0,814
hall:hall_north,2021-02-07,,0
hall:hall_south,2021-02-07,,0
hall:hall_north,2021-02-08,0.9145356436639073,127
hall:hall_south,2021-02-08,,0
hall:hall_north,2021-02-10,0.9560857619237725,567
hall:hall_south,2021-02-10,0.9973575540276576,814
hall:hall_north,2021-02-13,0.98039133443785,627
hall:hall_south,2021-02-13,1.0,814
hall:hall_north,2021-02-15,0.8637879328062416,627
hall:hall_south,2021-02-15,0.9797412475453748,814
hall:hall_north,2021-02-17,0.9991682281431379,495
hall:hall_south,2021-02-17,1.0,811
hall:hall_north,2021-02-22,,0
hall:hall_south,2021-02-22,,0
hall:hall_north,2021-02-25,1.0,549
hall:hall_south,2021-02-25,1.0,814
hall:hall_north,2021-03-02,0.8922061754779846,611
hall:hall_south,2021-03-02,0.9853007466205188,814
hall:hall_north,2021-03-04,0.9446203748365948,627
hall:hall_south,2021-03-04,0.9889639021155111,814
hall:hall_north,2021-03-05,0.9789803457509353,583
hall:hall_south,2021-03-05,0.9979318556894858,806
hall:hall_north,2021-03-07,1.0,521
hall:hall_south,2021-03-07,1.0,114
hall:hall_north,2021-03-09,1.0,624
hall:hall_south,2021-03-09,1.0,814
hall:hall_north,2021-03-10,0.9998848664090554,611
hall:hall_south,2021-03-10,1.0,814
hall:hall_north,2021-03-17,,0
hall:hall_south,2021-03-17,,0
hall:hall_north,2021-03-22,1.0,599
hall:hall_south,2021-03-22,1.0,814
hall:hall_north,2021-03-25,0.8824318939664036,627
hall:hall_south,2021-03-25,0.9940156370626364,814
hall:hall_north,2021-03-27,,0
hall:hall_south,2021-03-27,,0
hall:hall_north,2021-03-30,,0
hall:hall_south,2021-03-30,,0
hall:hall_north,2021-11-07,0.24379772696426147,615
hall:hall_south,2021-11-07,0.1061794050135224,741
hall:hall_north,2021-11-10,,0
hall:hall_south,2021-11-10,,0
ring:builtup,2021-01-28,1.0,2948
ring:builtup,2021-02-03,0.9997510995138307,24250
ring:builtup,2021-02-05,0.9975266052455781,38172
ring:builtup,2021-02-07,1.0,2098
ring:builtup,2021-02-08,0.9630171456215733,12888
ring:builtup,2021-02-10,0.9934148486816626,37523
ring:builtup,2021-02-13,0.9572097630518696,38205
ring:builtup,2021-02-15,0.9813524256047732,38193
ring:builtup,2021-02-17,0.9999464227691045,37496
ring:builtup,2021-02-22,1.0,10757
ring:builtup,2021-02-25,0.9999433346995967,35454
ring:builtup,2021-03-02,0.9774754700827155,38130
ring:builtup,2021-03-04,0.9890682940148403,38142
ring:builtup,2021-03-05,0.9951653709258221,37656
ring:builtup,2021-03-07,0.9987147544508977,30449
ring:builtup,2021-03-09,1.0,38196
ring:builtup,2021-03-10,0.9991833605133269,38128
ring:builtup,2021-03-17,1.0,6733
ring:builtup,2021-03-22,0.9998085647385258,26228
ring:builtup,2021-03-25,0.9645015418322619,38070
ring:builtup,2021-03-27,,0
ring:builtup,2021-03-30,1.0,8212
ring:builtup,2021-11-07,0.16714879101781296,35299
ring:builtup,2021-11-10,0.009381426131676883,4088
hall:hall_north,2022-02-12,1.0,627
hall:hall_south,2022-02-12,1.0,814
hall:hall_north,2022-02-22,1.0,627
hall:hall_south,2022-02-22,1.0,814
hall:hall_north,2022-02-28,1.0,627
hall:hall_south,2022-02-28,1.0,814
hall:hall_north,2022-03-04,1.0,627
hall:hall_south,2022-03-04,1.0,814
hall:hall_north,2022-03-12,1.0,627
hall:hall_south,2022-03-12,1.0,814
hall:hall_north,2022-03-15,1.0,627
hall:hall_south,2022-03-15,1.0,814
hall:hall_north,2022-03-17,1.0,431
hall:hall_south,2022-03-17,1.0,800
hall:hall_north,2022-03-22,1.0,627
hall:hall_south,2022-03-22,1.0,814
hall:hall_north,2022-03-29,1.0,627
hall:hall_south,2022-03-29,1.0,814
hall:hall_north,2022-11-09,,0
hall:hall_south,2022-11-09,,0
hall:hall_north,2022-11-12,0.0037000224903327855,603
hall:hall_south,2022-11-12,0.014533452847883193,814
hall:hall_north,2022-11-15,0.0,14
hall:hall_south,2022-11-15,0.9563890100305276,48
ring:builtup,2022-02-12,1.0,38212
ring:builtup,2022-02-22,1.0,38208
ring:builtup,2022-02-28,1.0,38212
ring:builtup,2022-03-04,0.9994480140566235,38212
ring:builtup,2022-03-12,0.999579439281237,38212
ring:builtup,2022-03-15,0.9794697306576603,38212
ring:builtup,2022-03-17,0.986680870498948,6498
ring:builtup,2022-03-22,0.9956348467308376,38196
ring:builtup,2022-03-29,1.0,19888
ring:builtup,2022-11-09,,0
ring:builtup,2022-11-12,0.00820322097585928,37370
ring:builtup,2022-11-15,0.5127279190049733,6523
hall:hall_north,2023-01-28,0.9998881502142624,627
hall:hall_south,2023-01-28,1.0,814
hall:hall_north,2023-01-31,1.0,627
hall:hall_south,2023-01-31,1.0,804
hall:hall_north,2023-02-03,1.0,627
hall:hall_south,2023-02-03,1.0,814
hall:hall_north,2023-02-10,1.0,535
hall:hall_south,2023-02-10,1.0,774
hall:hall_north,2023-02-13,1.0,472
hall:hall_south,2023-02-13,1.0,814
hall:hall_north,2023-02-15,0.9998881502142624,627
hall:hall_south,2023-02-15,1.0,814
