key,filed,as_of,status,region,data_center,type,tenure,metric,value,unit,reported_as,stated_location,hub
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Greater Beijing Area, mainland China",CN19,Hyperscale,Owned,designed_it_capacity_mw,26,MW,,the Company's Hebei campus,Beijing-Tianjin-Hebei hub (Zhangjiakou cluster)
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Greater Beijing Area, mainland China",CN19,Hyperscale,Owned,contracted_it_capacity_mw,11,MW,,the Company's Hebei campus,Beijing-Tianjin-Hebei hub (Zhangjiakou cluster)
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Greater Beijing Area, mainland China",CN19,Hyperscale,Owned,ioi_it_capacity_mw,,MW,—,the Company's Hebei campus,Beijing-Tianjin-Hebei hub (Zhangjiakou cluster)
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Greater Beijing Area, mainland China",CN20,Hyperscale,Owned,designed_it_capacity_mw,49,MW,,the Company's Datong campus in Shanxi Province,Shanxi (Datong; outside the 8 hubs)
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Greater Beijing Area, mainland China",CN20,Hyperscale,Owned,contracted_it_capacity_mw,38,MW,,the Company's Datong campus in Shanxi Province,Shanxi (Datong; outside the 8 hubs)
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Greater Beijing Area, mainland China",CN20,Hyperscale,Owned,ioi_it_capacity_mw,11,MW,,the Company's Datong campus in Shanxi Province,Shanxi (Datong; outside the 8 hubs)
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Greater Beijing Area, mainland China",CN21,Hyperscale,Owned,designed_it_capacity_mw,50,MW,,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Greater Beijing Area, mainland China",CN21,Hyperscale,Owned,contracted_it_capacity_mw,,MW,—,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Greater Beijing Area, mainland China",CN21,Hyperscale,Owned,ioi_it_capacity_mw,38,MW,,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Yangtze River Delta Area, mainland China",CE02,Hyperscale,Owned,designed_it_capacity_mw,20,MW,,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Yangtze River Delta Area, mainland China",CE02,Hyperscale,Owned,contracted_it_capacity_mw,,MW,—,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,"Yangtze River Delta Area, mainland China",CE02,Hyperscale,Owned,ioi_it_capacity_mw,,MW,—,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,Malaysia,MY06-2,Hyperscale,Owned,designed_it_capacity_mw,42,MW,,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,Malaysia,MY06-2,Hyperscale,Owned,contracted_it_capacity_mw,,MW,—,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,Malaysia,MY06-2,Hyperscale,Owned,ioi_it_capacity_mw,42,MW,,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,Malaysia,MY06-3,Hyperscale,Owned,designed_it_capacity_mw,43,MW,,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,Malaysia,MY06-3,Hyperscale,Owned,contracted_it_capacity_mw,,MW,—,,
cd_20f_2022,2023-04-28,2022-12-31,under_construction,Malaysia,MY06-3,Hyperscale,Owned,ioi_it_capacity_mw,43,MW,,,
