rank,lat,lon,area_ha,early_db,late_db,rise_db
1,35.74855,115.35088,72.4,-11.7,-0.4,10.8
2,35.75529,115.35709,23.4,-10.4,0.0,9.7
3,35.77085,115.3717,21.2,-9.1,0.1,8.5
4,35.76769,115.36779,11.8,-9.1,1.1,9.6
5,35.74299,115.3234,11.5,-9.7,-1.0,8.0
6,35.7521,115.33628,10.8,-9.9,-0.6,8.7
7,35.74764,115.32324,9.4,-11.2,-0.6,9.8
8,35.75056,115.36045,6.4,-7.6,0.3,7.3
9,35.72932,115.32346,4.7,-8.1,1.1,8.2
10,35.72451,115.32765,4.4,-10.6,-1.0,8.5
11,35.72838,115.31783,4.1,-9.4,-1.8,6.6
12,35.75583,115.34745,3.9,-9.0,0.6,8.6
13,35.73208,115.3308,3.5,-9.2,-0.9,7.5
14,35.75043,115.32988,3.3,-9.0,-1.1,6.9
15,35.76168,115.38663,3.1,-8.7,-1.4,6.4
16,35.75445,115.36466,3.0,-8.3,0.0,7.4
17,35.73676,115.36198,2.9,-13.5,-5.5,6.9
18,35.72387,115.32993,2.7,-9.9,-0.7,7.7
19,35.75013,115.36701,2.1,-10.2,-1.8,7.3
20,35.75467,115.33786,1.8,-9.8,-3.5,5.7
21,35.72033,115.37302,1.8,-6.2,3.6,7.9
22,35.72929,115.32058,1.8,-9.1,-0.5,7.7
23,35.72982,115.33028,1.7,-8.9,-1.8,6.1
24,35.75317,115.32806,1.7,-9.0,0.5,8.0
25,35.7777,115.38793,1.6,-8.6,0.5,8.1
26,35.75264,115.36389,1.6,-4.5,2.1,5.7
27,35.74652,115.36946,1.5,-7.9,2.3,8.4
28,35.71721,115.36845,1.4,-10.5,-1.5,8.0
29,35.71895,115.3577,1.3,-6.1,3.4,6.7
30,35.74253,115.35029,1.3,-11.6,-4.2,6.3
31,35.75784,115.3605,1.2,-6.4,2.1,6.6
32,35.77227,115.37453,1.2,-10.9,-1.0,8.7
33,35.72667,115.32931,1.1,-8.3,0.8,7.6
34,35.77337,115.37936,1.1,-10.3,-3.7,5.9
35,35.77834,115.31826,1.0,-10.1,-0.5,8.5
36,35.726,115.32497,1.0,-12.1,-5.5,5.2
